"nie_malla_modi_id","sen_slope_tempsp","sen_slope_per_tempsp","p_value_tempsp","tau_tempsp"
1692764,0.115,13.98,0.58407,0.121
1692765,0.11,6.81,0.66142,0.099
1692766,0.106,11.53,0.66142,0.099
1692767,0.103,24.95,0.66142,0.099
1692768,0.098,4.44,0.66142,0.099
1692769,0.089,2.14,0.66142,0.099
1692770,0.085,2.19,0.66142,0.099
1692771,0.087,3.22,0.54644,0.132
1692772,0.091,2.79,0.44342,0.165
1692773,0.08,1.97,0.44342,0.165
1692774,0.092,3.27,0.44342,0.165
1692775,0.091,7.44,0.38107,0.187
1692776,0.082,9.16,0.51122,0.143
1692777,0.077,30.49,0.51122,0.143
1692778,0.073,10.37,0.51122,0.143
1692779,0.078,8.1,0.51122,0.143
1692780,0.076,4.26,0.51122,0.143
1692781,0.075,2.78,0.51122,0.143
1692782,0.061,1.88,0.70113,0.088
1692783,0.054,1.66,0.74256,0.077
1692784,0.062,1.51,0.74256,0.077
1692785,0.058,1.1,0.74256,0.077
1692786,0.056,1.08,0.74256,0.077
1692787,0.055,1.08,0.74256,0.077
1692788,0.053,0.98,0.74256,0.077
1692789,0.05,1.26,0.74256,0.077
1692790,0.037,1.3,0.74256,0.077
1692791,0.038,2.12,0.82667,0.055
1692792,0.04,3.88,0.82667,0.055
1692793,0.033,2.41,0.82667,0.055
1692794,0.032,1.44,0.74256,0.077
1692795,0.035,1.91,0.82667,0.055
1692796,0.035,1.34,0.74256,0.077
1692797,0.037,1.23,0.74256,0.077
1692798,0.055,1.82,0.74256,0.077
1692799,0.051,1.38,0.74256,0.077
1692800,0.049,1.31,0.74256,0.077
1692801,0.05,1.17,0.74256,0.077
1692802,0.055,1.62,0.74256,0.077
1692803,0.048,1.67,0.74256,0.077
1692804,0.033,0.93,0.66142,0.099
1692805,0.033,0.75,0.66142,0.099
1692806,0.039,0.73,0.70113,0.088
1692807,0.051,0.79,0.74256,0.077
1692808,0.053,0.87,0.74256,0.077
1692809,0.046,0.83,0.74256,0.077
1692810,0.042,0.88,0.74256,0.077
1692811,0.044,0.91,0.74256,0.077
1692812,0.043,0.91,0.74256,0.077
1692813,0.042,0.76,0.82667,0.055
1692814,0.037,0.56,0.91281,0.033
1692815,0.035,0.53,0.91281,0.033
1692816,0.035,0.46,1,0.011
1692817,0.028,0.35,1,0.011
1692818,0.068,0.95,0.82667,0.055
1692819,0.069,1.19,0.82667,0.055
1692820,0.068,1.3,0.82667,0.055
1692821,0.069,1.4,0.82667,0.055
1692822,0.071,1.45,0.74256,0.077
1692823,0.074,1.27,0.66142,0.099
1692824,0.075,1.06,0.66142,0.099
1692825,0.065,0.91,0.66142,0.099
1692826,0.08,1.3,0.66142,0.099
1692827,0.083,1.51,0.66142,0.099
1692828,0.085,1.44,0.66142,0.099
1692829,0.07,1.05,0.58407,0.121
1692830,0.087,1.15,0.58407,0.121
1692832,0.097,1.43,0.51122,0.143
1692833,0.108,1.81,0.51122,0.143
1692834,0.108,1.67,0.51122,0.143
1692835,0.147,2.18,0.32442,0.209
1692836,0.143,2.08,0.32442,0.209
1692837,0.145,2.57,0.32442,0.209
1692838,0.147,2.89,0.32442,0.209
1692839,0.145,2.67,0.32442,0.209
1692840,0.133,2.28,0.32442,0.209
1692841,0.133,2.09,0.32442,0.209
1692842,0.14,1.91,0.32442,0.209
1692843,0.143,1.73,0.32442,0.209
1692844,0.148,1.97,0.32442,0.209
1692845,0.154,2.25,0.32442,0.209
1692846,0.157,2.39,0.32442,0.209
1692847,0.163,2.65,0.32442,0.209
1692848,0.164,2.8,0.32442,0.209
1692849,0.164,2.53,0.32442,0.209
1692850,0.156,2.13,0.32442,0.209
1692851,0.154,1.99,0.32442,0.209
1692852,0.148,2.05,0.32442,0.209
1692853,0.152,2.2,0.32442,0.209
1692854,0.146,2,0.32442,0.209
1692855,0.148,2.04,0.32442,0.209
1692856,0.152,2,0.32442,0.209
1692857,0.152,1.86,0.32442,0.209
1692858,0.162,2.03,0.32442,0.209
1692859,0.157,2.16,0.32442,0.209
1692860,0.16,2.48,0.32442,0.209
1692861,0.148,2.15,0.27356,0.231
1692862,0.146,2.39,0.27356,0.231
1692863,0.148,2.53,0.27356,0.231
1692864,0.173,2.74,0.27356,0.231
1692865,0.172,2.52,0.27356,0.231
1692866,0.173,2.64,0.27356,0.231
1692867,0.177,2.53,0.22844,0.253
1692868,0.185,2.5,0.22844,0.253
1692869,0.182,2.3,0.22844,0.253
1692870,0.17,1.93,0.2073,0.264
1692871,0.164,1.8,0.18889,0.275
1692872,0.078,0.88,0.44342,0.165
1692873,0.081,0.94,0.44342,0.165
1692874,0.08,0.93,0.44342,0.165
1692875,0.062,0.69,0.44342,0.165
1692876,0.081,0.93,0.51122,0.143
1692877,0.081,0.9,0.51122,0.143
1692878,0.084,0.91,0.51122,0.143
1692879,0.084,0.93,0.51122,0.143
1692880,0.083,0.87,0.44342,0.165
1692881,0.094,0.9,0.38107,0.187
1692882,0.092,0.84,0.38107,0.187
1692883,0.093,0.81,0.38107,0.187
1692884,0.088,0.74,0.38107,0.187
1692885,0.087,0.69,0.32442,0.209
1692886,0.09,0.72,0.32442,0.209
1692887,0.087,0.71,0.32442,0.209
1692888,0.089,0.77,0.38107,0.187
1692889,0.09,0.86,0.38107,0.187
1692890,0.096,1,0.38107,0.187
1692891,0.096,1.02,0.38107,0.187
1692892,0.094,0.96,0.38107,0.187
1692893,0.094,0.9,0.38107,0.187
1692894,0.091,0.84,0.38107,0.187
1692895,0.084,0.72,0.38107,0.187
1692896,0.088,0.71,0.32442,0.209
1692897,0.098,0.74,0.27356,0.231
1692898,0.098,0.71,0.27356,0.231
1692899,0.102,0.72,0.27356,0.231
1692900,0.145,0.98,0.29754,0.22
1692901,0.14,0.93,0.32442,0.209
1692902,0.118,0.75,0.27356,0.231
1695116,0.068,0.52,0.41085,0.176
1695130,0.093,0.74,0.38107,0.187
1695131,0.091,0.78,0.38107,0.187
1695132,0.092,0.8,0.44342,0.165
1695133,0.085,0.88,0.54644,0.132
1695134,0.086,0.95,0.66142,0.099
1695135,0.09,1.06,0.58407,0.121
1695136,0.086,0.99,0.58407,0.121
1695137,0.085,0.87,0.51122,0.143
1695138,0.084,0.87,0.54644,0.132
1695139,0.083,0.9,0.58407,0.121
1695140,0.084,0.93,0.58407,0.121
1695141,0.088,1.07,0.54644,0.132
1695142,0.078,1.17,0.58407,0.121
1695143,0.078,1.3,0.66142,0.099
1695144,0.08,1.41,0.66142,0.099
1695145,0.082,1.32,0.66142,0.099
1695146,0.082,1.37,0.58407,0.121
1695147,0.082,1.53,0.58407,0.121
1695148,0.078,1.81,0.58407,0.121
1695149,0.081,1.94,0.6217,0.11
1695150,0.081,2.08,0.58407,0.121
1695151,0.082,2.29,0.58407,0.121
1695152,0.083,2.52,0.58407,0.121
1695153,0.087,2.22,0.66142,0.099
1695154,0.09,2.49,0.66142,0.099
1695155,0.092,2.58,0.66142,0.099
1695156,0.093,2.46,0.66142,0.099
1695157,0.096,2.71,0.66142,0.099
1695158,0.099,3.98,0.66142,0.099
1695159,0.102,5.49,0.66142,0.099
1695160,0.107,12.57,0.66142,0.099
1695161,0.11,17.64,0.66142,0.099
1695162,0.113,17.2,0.66142,0.099
1695163,0.116,63.94,0.58407,0.121
1695164,0.116,20.12,0.66142,0.099
1695165,0.116,9.42,0.66142,0.099
1695166,0.115,29.81,0.58407,0.121
1695167,0.111,12.27,0.66142,0.099
1695168,0.107,66.28,0.66142,0.099
1695169,0.1,9.52,0.66142,0.099
1695170,0.094,3.43,0.66142,0.099
1695171,0.085,2.86,0.66142,0.099
1695172,0.087,3.32,0.58407,0.121
1695173,0.089,3.56,0.44342,0.165
1695174,0.079,6.61,0.38107,0.187
1695175,0.09,3.56,0.44342,0.165
1695176,0.092,3.44,0.44342,0.165
1695177,0.09,38.41,0.44342,0.165
1695178,0.081,6.37,0.51122,0.143
1695179,0.08,8.76,0.51122,0.143
1695180,0.07,11.33,0.51122,0.143
1695181,0.072,4.9,0.51122,0.143
1695182,0.077,3.59,0.51122,0.143
1695183,0.07,3.43,0.54644,0.132
1695184,0.056,2.55,0.82667,0.055
1695185,0.049,2.08,0.82667,0.055
1695186,0.05,1.42,0.74256,0.077
1695187,0.057,1.33,0.74256,0.077
1695188,0.055,1.06,0.74256,0.077
1695189,0.054,0.87,0.74256,0.077
1695190,0.054,1.05,0.74256,0.077
1695191,0.033,0.92,0.74256,0.077
1695192,0.027,0.98,0.74256,0.077
1695193,0.03,1.62,0.82667,0.055
1695194,0.03,2.71,0.82667,0.055
1695195,0.027,1.62,0.78398,0.066
1695196,0.022,0.84,0.74256,0.077
1695197,0.028,1.47,0.82667,0.055
1695198,0.028,1.11,0.74256,0.077
1695199,0.03,0.94,0.74256,0.077
1695200,0.05,1.31,0.74256,0.077
1695201,0.049,1.22,0.74256,0.077
1695202,0.052,1.13,0.74256,0.077
1695203,0.051,1.39,0.74256,0.077
1695204,0.052,1.69,0.74256,0.077
1695205,0.05,1.63,0.74256,0.077
1695206,0.032,0.93,0.66142,0.099
1695207,0.028,0.68,0.66142,0.099
1695208,0.036,0.71,0.74256,0.077
1695209,0.051,0.85,0.74256,0.077
1695210,0.04,0.59,0.74256,0.077
1695211,0.038,0.65,0.74256,0.077
1695212,0.041,0.8,0.74256,0.077
1695213,0.044,0.87,0.74256,0.077
1695214,0.043,0.8,0.82667,0.055
1695215,0.028,0.47,0.91281,0.033
1695216,0.025,0.38,0.91281,0.033
1695217,0.023,0.35,0.91281,0.033
1695218,0.022,0.29,1,0.011
1695219,0.017,0.2,1,0.011
1695220,0.025,0.33,1,0.011
1695221,0.064,0.98,0.82667,0.055
1695222,0.065,1.05,0.82667,0.055
1695223,0.063,1.11,0.82667,0.055
1695224,0.065,1.21,0.82667,0.055
1695225,0.065,1.19,0.82667,0.055
1695226,0.068,1.01,0.74256,0.077
1695227,0.061,0.77,0.74256,0.077
1695228,0.073,1.05,0.70113,0.088
1695229,0.076,1.24,0.66142,0.099
1695230,0.079,1.3,0.6217,0.11
1695231,0.062,0.85,0.58407,0.121
1695232,0.084,1.08,0.51122,0.143
1695234,0.095,1.35,0.51122,0.143
1695235,0.099,1.5,0.51122,0.143
1695236,0.103,1.42,0.51122,0.143
1695237,0.152,2,0.29754,0.22
1695238,0.147,2.36,0.32442,0.209
1695239,0.145,2.48,0.32442,0.209
1695240,0.149,2.88,0.32442,0.209
1695241,0.15,2.53,0.32442,0.209
1695242,0.143,2.17,0.32442,0.209
1695243,0.14,2.07,0.32442,0.209
1695244,0.155,1.99,0.32442,0.209
1695245,0.144,1.63,0.22844,0.253
1695246,0.156,1.93,0.32442,0.209
1695247,0.155,2.06,0.32442,0.209
1695248,0.17,2.41,0.32442,0.209
1695249,0.166,2.52,0.32442,0.209
1695250,0.166,2.72,0.32442,0.209
1695251,0.156,2.26,0.32442,0.209
1695252,0.156,2.08,0.32442,0.209
1695253,0.146,1.73,0.32442,0.209
1695254,0.144,1.77,0.32442,0.209
1695255,0.148,1.99,0.32442,0.209
1695256,0.148,1.97,0.32442,0.209
1695257,0.15,1.89,0.32442,0.209
1695258,0.148,1.83,0.32442,0.209
1695259,0.15,1.73,0.32442,0.209
1695260,0.158,1.76,0.29754,0.22
1695261,0.147,1.91,0.27356,0.231
1695262,0.148,2.15,0.27356,0.231
1695263,0.146,2.01,0.22844,0.253
1695264,0.146,2.12,0.22844,0.253
1695265,0.15,2.34,0.22844,0.253
1695266,0.158,2.48,0.27356,0.231
1695267,0.159,2.26,0.27212,0.231
1695268,0.157,2.19,0.27356,0.231
1695269,0.17,2.29,0.22844,0.253
1695270,0.177,2.27,0.22844,0.253
1695271,0.165,1.97,0.18889,0.275
1695272,0.16,1.75,0.15463,0.297
1695273,0.154,1.54,0.15463,0.297
1695274,0.156,1.55,0.15463,0.297
1695275,0.078,0.81,0.38107,0.187
1695276,0.074,0.8,0.41085,0.176
1695277,0.062,0.65,0.44342,0.165
1695278,0.081,0.85,0.51122,0.143
1695279,0.082,0.84,0.51122,0.143
1695280,0.083,0.84,0.44342,0.165
1695281,0.085,0.85,0.44342,0.165
1695282,0.084,0.86,0.44342,0.165
1695283,0.092,0.88,0.38107,0.187
1695284,0.088,0.79,0.38107,0.187
1695285,0.09,0.76,0.38107,0.187
1695286,0.082,0.68,0.38107,0.187
1695287,0.1,0.78,0.32442,0.209
1695288,0.087,0.71,0.32442,0.209
1695289,0.084,0.73,0.38107,0.187
1695290,0.09,0.83,0.38107,0.187
1695291,0.094,0.92,0.38107,0.187
1695292,0.094,0.95,0.38107,0.187
1695293,0.094,0.94,0.35131,0.198
1695294,0.09,0.87,0.38107,0.187
1695295,0.09,0.85,0.38107,0.187
1695296,0.092,0.86,0.38107,0.187
1695297,0.082,0.72,0.38107,0.187
1695298,0.081,0.66,0.32442,0.209
1695299,0.084,0.64,0.29754,0.22
1695300,0.092,0.67,0.27356,0.231
1695301,0.105,0.73,0.27356,0.231
1695302,0.105,0.73,0.27356,0.231
1695303,0.1,0.7,0.27356,0.231
1695304,0.115,0.78,0.27356,0.231
1695305,0.13,0.84,0.32442,0.209
1697521,0.079,0.61,0.41085,0.176
1697522,0.077,0.61,0.38107,0.187
1697529,0.086,0.69,0.38107,0.187
1697530,0.092,0.72,0.38107,0.187
1697531,0.092,0.73,0.38107,0.187
1697532,0.092,0.78,0.44342,0.165
1697533,0.091,0.84,0.44342,0.165
1697534,0.091,0.87,0.44342,0.165
1697535,0.086,0.88,0.58407,0.121
1697536,0.087,0.87,0.54644,0.132
1697537,0.086,0.98,0.58407,0.121
1697538,0.096,1.16,0.58407,0.121
1697539,0.094,1.14,0.58407,0.121
1697540,0.086,0.94,0.6217,0.11
1697541,0.092,1.08,0.58407,0.121
1697542,0.086,1.01,0.58407,0.121
1697543,0.088,1.01,0.54644,0.132
1697544,0.078,1.11,0.58407,0.121
1697545,0.079,1.31,0.58407,0.121
1697546,0.08,1.27,0.66142,0.099
1697547,0.081,1.41,0.66142,0.099
1697548,0.082,1.67,0.58407,0.121
1697549,0.08,1.7,0.58407,0.121
1697550,0.076,1.91,0.58407,0.121
1697551,0.082,2.13,0.58407,0.121
1697552,0.082,2.41,0.58407,0.121
1697553,0.083,2.7,0.58407,0.121
1697554,0.088,2.34,0.66142,0.099
1697555,0.087,2.69,0.66142,0.099
1697556,0.088,2.9,0.66142,0.099
1697557,0.09,3.45,0.66142,0.099
1697558,0.091,3,0.66142,0.099
1697559,0.092,2.7,0.66142,0.099
1697560,0.096,3.15,0.66142,0.099
1697561,0.1,3.69,0.66142,0.099
1697562,0.104,5.06,0.66142,0.099
1697563,0.109,8.14,0.66142,0.099
1697564,0.111,23.16,0.66142,0.099
1697565,0.116,39.42,0.66142,0.099
1697566,0.118,14.12,0.66142,0.099
1697567,0.119,9.16,0.66142,0.099
1697568,0.114,31.54,0.66142,0.099
1697569,0.111,39.24,0.66142,0.099
1697570,0.107,47.86,0.66142,0.099
1697571,0.098,7.57,0.66142,0.099
1697572,0.094,7.64,0.66142,0.099
1697573,0.086,5.12,0.51122,0.143
1697574,0.087,5.78,0.44342,0.165
1697575,0.078,8.22,0.38107,0.187
1697576,0.091,16.17,0.44342,0.165
1697577,0.091,9.22,0.44342,0.165
1697578,0.091,7.85,0.44342,0.165
1697579,0.09,55.51,0.44342,0.165
1697580,0.091,8.72,0.44342,0.165
1697581,0.078,10.66,0.51122,0.143
1697582,0.07,37.69,0.51122,0.143
1697583,0.074,6.51,0.51122,0.143
1697584,0.078,6.67,0.51122,0.143
1697585,0.056,5.12,0.66142,0.099
1697586,0.051,3.08,0.78398,0.066
1697587,0.048,2.12,0.82667,0.055
1697588,0.063,2.25,0.74256,0.077
1697589,0.047,1.17,0.74256,0.077
1697590,0.055,1.09,0.74256,0.077
1697591,0.053,0.86,0.74256,0.077
1697592,0.054,1.12,0.74256,0.077
1697593,0.043,1.19,0.74256,0.077
1697594,0.03,1.04,0.74256,0.077
1697595,0.02,1,0.74256,0.077
1697596,0.023,1.93,0.82667,0.055
1697597,0.023,1.21,0.74256,0.077
1697598,0.027,0.94,0.74256,0.077
1697599,0.02,0.82,0.74256,0.077
1697600,0.03,1,0.74256,0.077
1697601,0.03,0.9,0.74256,0.077
1697602,0.05,1.22,0.74256,0.077
1697603,0.043,0.91,0.74256,0.077
1697604,0.046,1.1,0.74256,0.077
1697605,0.05,1.43,0.74256,0.077
1697606,0.051,1.58,0.74256,0.077
1697607,0.042,1.26,0.74256,0.077
1697608,0.03,0.79,0.66142,0.099
1697609,0.028,0.63,0.70113,0.088
1697610,0.036,0.72,0.74256,0.077
1697611,0.05,0.84,0.74256,0.077
1697612,0.034,0.49,0.74256,0.077
1697613,0.037,0.59,0.74256,0.077
1697614,0.04,0.72,0.82667,0.055
1697615,0.042,0.8,0.82667,0.055
1697616,0.035,0.57,0.91281,0.033
1697617,0.023,0.35,0.91281,0.033
1697618,0.017,0.24,0.91281,0.033
1697619,0.015,0.21,0.91281,0.033
1697620,0.007,0.08,1,0.011
1697621,0.003,0.04,1,0.011
1697622,0.01,0.13,1,0.011
1697623,0.057,0.8,0.82667,0.055
1697624,0.058,0.83,0.82667,0.055
1697625,0.06,0.88,0.82667,0.055
1697626,0.062,1.02,0.82667,0.055
1697627,0.062,1.11,0.82667,0.055
1697628,0.063,1.02,0.82667,0.055
1697629,0.06,0.78,0.74256,0.077
1697630,0.059,0.76,0.74256,0.077
1697631,0.069,0.98,0.74256,0.077
1697632,0.073,1.16,0.58407,0.121
1697633,0.062,0.88,0.58407,0.121
1697634,0.081,1,0.58407,0.121
1697636,0.091,1.17,0.51122,0.143
1697637,0.095,1.32,0.51122,0.143
1697638,0.09,1.13,0.51122,0.143
1697639,0.158,2.09,0.32442,0.209
1697640,0.157,2.37,0.32442,0.209
1697641,0.16,2.68,0.32442,0.209
1697642,0.157,2.86,0.32442,0.209
1697643,0.156,2.5,0.32442,0.209
1697644,0.157,2.15,0.32442,0.209
1697645,0.158,2.09,0.32442,0.209
1697646,0.154,1.94,0.27356,0.231
1697647,0.145,1.6,0.22844,0.253
1697648,0.15,1.73,0.27356,0.231
1697649,0.16,2,0.32442,0.209
1697650,0.165,2.18,0.32442,0.209
1697651,0.167,2.38,0.32442,0.209
1697652,0.162,2.54,0.32442,0.209
1697653,0.152,2.17,0.32442,0.209
1697654,0.154,2.01,0.32442,0.209
1697655,0.152,1.77,0.32442,0.209
1697656,0.14,1.62,0.32442,0.209
1697657,0.146,1.83,0.44342,0.165
1697658,0.148,1.85,0.44342,0.165
1697659,0.136,1.61,0.32442,0.209
1697660,0.146,1.69,0.32442,0.209
1697661,0.145,1.55,0.32442,0.209
1697662,0.142,1.59,0.32442,0.209
1697663,0.142,1.77,0.32442,0.209
1697664,0.146,2.03,0.27356,0.231
1697665,0.148,1.97,0.22844,0.253
1697666,0.148,1.98,0.22844,0.253
1697667,0.154,2.2,0.24958,0.242
1697668,0.159,2.29,0.24958,0.242
1697669,0.158,2.25,0.24958,0.242
1697670,0.161,2.2,0.27356,0.231
1697671,0.157,1.99,0.29754,0.22
1697672,0.155,1.91,0.17048,0.286
1697673,0.17,1.9,0.15463,0.297
1697674,0.15,1.65,0.15463,0.297
1697675,0.15,1.64,0.15463,0.297
1697676,0.154,1.52,0.12531,0.319
1697677,0.079,0.77,0.44342,0.165
1697678,0.074,0.74,0.44342,0.165
1697679,0.072,0.71,0.44342,0.165
1697680,0.086,0.83,0.44342,0.165
1697681,0.09,0.86,0.38107,0.187
1697682,0.09,0.85,0.38107,0.187
1697683,0.092,0.85,0.38107,0.187
1697684,0.091,0.89,0.38107,0.187
1697685,0.093,0.9,0.38107,0.187
1697686,0.088,0.79,0.38107,0.187
1697687,0.088,0.74,0.38107,0.187
1697688,0.083,0.67,0.35131,0.198
1697689,0.097,0.76,0.32442,0.209
1697690,0.087,0.69,0.32442,0.209
1697691,0.084,0.72,0.38107,0.187
1697692,0.086,0.77,0.38107,0.187
1697693,0.088,0.82,0.38107,0.187
1697694,0.088,0.84,0.32442,0.209
1697695,0.092,0.88,0.32442,0.209
1697696,0.09,0.84,0.32442,0.209
1697697,0.086,0.77,0.32442,0.209
1697698,0.084,0.74,0.32442,0.209
1697699,0.082,0.7,0.32442,0.209
1697700,0.078,0.64,0.27356,0.231
1697701,0.08,0.65,0.27356,0.231
1697702,0.078,0.6,0.27356,0.231
1697703,0.082,0.61,0.24958,0.242
1697704,0.082,0.6,0.27356,0.231
1697705,0.086,0.62,0.27356,0.231
1697706,0.11,0.75,0.27356,0.231
1697707,0.13,0.84,0.32442,0.209
1699921,0.08,0.64,0.44342,0.165
1699925,0.083,0.66,0.44342,0.165
1699929,0.077,0.62,0.38107,0.187
1699930,0.086,0.72,0.44342,0.165
1699931,0.088,0.73,0.38107,0.187
1699932,0.09,0.73,0.38107,0.187
1699933,0.092,0.76,0.38107,0.187
1699934,0.093,0.79,0.38107,0.187
1699935,0.092,0.86,0.41085,0.176
1699936,0.094,1.01,0.58407,0.121
1699937,0.094,1.08,0.58407,0.121
1699938,0.086,0.94,0.66142,0.099
1699939,0.088,0.96,0.6217,0.11
1699940,0.1,1.25,0.58407,0.121
1699941,0.1,1.26,0.58407,0.121
1699942,0.094,1.09,0.54644,0.132
1699943,0.098,1.3,0.58407,0.121
1699944,0.094,1.23,0.58407,0.121
1699945,0.102,1.2,0.51122,0.143
1699946,0.094,1,0.51122,0.143
1699947,0.078,1.02,0.58407,0.121
1699948,0.079,1.14,0.58407,0.121
1699949,0.083,1.47,0.6217,0.11
1699950,0.084,1.77,0.58407,0.121
1699951,0.087,1.57,0.58407,0.121
1699952,0.087,1.71,0.58407,0.121
1699953,0.091,1.97,0.54644,0.132
1699954,0.093,2.17,0.58407,0.121
1699955,0.086,2.33,0.66142,0.099
1699956,0.088,2.69,0.6217,0.11
1699957,0.085,3.04,0.6217,0.11
1699958,0.088,3.4,0.66142,0.099
1699959,0.089,4.05,0.6217,0.11
1699960,0.092,3.92,0.66142,0.099
1699961,0.093,3.47,0.66142,0.099
1699962,0.096,3.72,0.66142,0.099
1699963,0.098,4.47,0.66142,0.099
1699964,0.105,6.06,0.66142,0.099
1699965,0.104,6.44,0.66142,0.099
1699966,0.109,17.2,0.66142,0.099
1699967,0.112,74.67,0.66142,0.099
1699968,0.114,9.77,0.66142,0.099
1699969,0.116,5.17,0.66142,0.099
1699970,0.112,7.8,0.66142,0.099
1699971,0.108,5.1,0.58407,0.121
1699972,0.102,49.76,0.66142,0.099
1699973,0.093,14.58,0.66142,0.099
1699974,0.087,28.66,0.44342,0.165
1699975,0.086,12.4,0.38107,0.187
1699976,0.078,34.78,0.38107,0.187
1699977,0.088,20.56,0.44342,0.165
1699978,0.091,47.07,0.44342,0.165
1699979,0.092,9.9,0.44342,0.165
1699980,0.092,191.27,0.44342,0.165
1699981,0.092,320.38,0.44342,0.165
1699982,0.092,21.01,0.44342,0.165
1699983,0.08,84.85,0.51122,0.143
1699984,0.064,21.8,0.51122,0.143
1699985,0.072,7.89,0.51122,0.143
1699986,0.079,5.78,0.51122,0.143
1699987,0.06,3.29,0.58407,0.121
1699988,0.054,2.39,0.82667,0.055
1699989,0.048,1.86,0.78398,0.066
1699990,0.058,1.87,0.74256,0.077
1699991,0.05,1.19,0.74256,0.077
1699992,0.058,1.14,0.74256,0.077
1699993,0.05,0.81,0.74256,0.077
1699994,0.05,0.98,0.74256,0.077
1699995,0.043,1.2,0.74256,0.077
1699996,0.027,0.86,0.74256,0.077
1699997,0.02,0.82,0.74256,0.077
1699998,0.013,0.71,0.74256,0.077
1699999,0.02,0.85,0.74256,0.077
1700000,0.03,1.03,0.74256,0.077
1700001,0.033,1.07,0.74256,0.077
1700002,0.043,1.13,0.74256,0.077
1700003,0.047,1.12,0.74256,0.077
1700004,0.04,0.85,0.82667,0.055
1700005,0.039,0.73,0.82667,0.055
1700006,0.044,1.02,0.74256,0.077
1700007,0.047,1.24,0.74256,0.077
1700008,0.053,1.5,0.74256,0.077
1700009,0.037,0.97,0.74256,0.077
1700010,0.024,0.62,0.66142,0.099
1700011,0.026,0.58,0.74256,0.077
1700012,0.04,0.7,0.74256,0.077
1700013,0.045,0.74,0.74256,0.077
1700014,0.031,0.45,0.74256,0.077
1700015,0.038,0.56,0.82667,0.055
1700016,0.04,0.68,0.82667,0.055
1700017,0.041,0.73,0.86935,0.044
1700018,0.04,0.65,0.91281,0.033
1700019,0.022,0.32,0.91281,0.033
1700020,0.007,0.1,0.91281,0.033
1700021,0.01,0.13,0.91281,0.033
1700022,-0.003,-0.04,1,-0.011
1700023,-0.01,-0.11,1,-0.011
1700024,-0.008,-0.09,1,-0.011
1700025,0.046,0.58,0.82667,0.055
1700026,0.05,0.61,0.82667,0.055
1700027,0.056,0.77,0.82667,0.055
1700028,0.059,0.9,0.82667,0.055
1700029,0.061,1.02,0.82667,0.055
1700030,0.062,0.98,0.82667,0.055
1700031,0.055,0.72,0.78398,0.066
1700032,0.058,0.69,0.66142,0.099
1700033,0.061,0.8,0.66142,0.099
1700034,0.065,0.93,0.66142,0.099
1700035,0.098,1.36,0.66142,0.099
1700036,0.08,0.99,0.66142,0.099
1700039,0.091,1.14,0.51122,0.143
1700041,0.155,1.97,0.27356,0.231
1700042,0.159,2.3,0.32442,0.209
1700043,0.155,2.46,0.32442,0.209
1700044,0.159,2.76,0.32442,0.209
1700045,0.16,2.47,0.32442,0.209
1700046,0.16,2.17,0.27356,0.231
1700047,0.156,1.91,0.27356,0.231
1700048,0.149,1.7,0.22844,0.253
1700049,0.14,1.43,0.18889,0.275
1700050,0.148,1.58,0.18889,0.275
1700051,0.151,1.73,0.22844,0.253
1700052,0.162,2.01,0.27356,0.231
1700053,0.16,2.12,0.32442,0.209
1700054,0.163,2.38,0.32442,0.209
1700055,0.157,2.2,0.32442,0.209
1700056,0.15,1.86,0.32442,0.209
1700057,0.146,1.65,0.32442,0.209
1700058,0.136,1.47,0.38107,0.187
1700059,0.142,1.66,0.44342,0.165
1700060,0.142,1.67,0.44342,0.165
1700061,0.136,1.5,0.35131,0.198
1700062,0.138,1.48,0.32442,0.209
1700063,0.148,1.52,0.32442,0.209
1700064,0.143,1.51,0.29754,0.22
1700065,0.145,1.73,0.27212,0.231
1700066,0.148,1.91,0.22844,0.253
1700067,0.144,1.79,0.22844,0.253
1700068,0.149,1.83,0.22844,0.253
1700069,0.155,2.04,0.24958,0.242
1700070,0.156,2.03,0.22844,0.253
1700071,0.161,2.1,0.27356,0.231
1700072,0.16,2.07,0.27356,0.231
1700073,0.157,2.02,0.27356,0.231
1700074,0.159,2.02,0.22844,0.253
1700075,0.154,1.91,0.2073,0.264
1700076,0.154,1.94,0.22844,0.253
1700077,0.17,1.95,0.15463,0.297
1700078,0.16,1.64,0.12531,0.319
1700079,0.15,1.44,0.12531,0.319
1700080,0.076,0.69,0.44342,0.165
1700081,0.086,0.79,0.32442,0.209
1700082,0.092,0.83,0.38107,0.187
1700083,0.088,0.79,0.38107,0.187
1700084,0.086,0.75,0.38107,0.187
1700085,0.09,0.8,0.38107,0.187
1700086,0.092,0.85,0.38107,0.187
1700087,0.092,0.86,0.38107,0.187
1700088,0.094,0.87,0.38107,0.187
1700089,0.088,0.76,0.38107,0.187
1700090,0.082,0.68,0.38107,0.187
1700091,0.087,0.69,0.32442,0.209
1700092,0.084,0.66,0.32442,0.209
1700093,0.08,0.66,0.38107,0.187
1700094,0.082,0.7,0.35131,0.198
1700095,0.082,0.72,0.32442,0.209
1700096,0.088,0.81,0.32442,0.209
1700097,0.086,0.79,0.32442,0.209
1700098,0.083,0.73,0.32442,0.209
1700099,0.084,0.73,0.32442,0.209
1700100,0.083,0.72,0.32442,0.209
1700101,0.084,0.68,0.27356,0.231
