"nie_malla_modi_id","sen_slope_tempsp","sen_slope_per_tempsp","p_value_tempsp","tau_tempsp"
1733727,0.092,0.56,0.32442,0.209
1733728,0.092,0.56,0.32442,0.209
1733729,0.09,0.55,0.32442,0.209
1733730,0.096,0.57,0.32442,0.209
1733731,0.09,0.54,0.32442,0.209
1733732,0.1,0.6,0.32442,0.209
1733733,0.102,0.6,0.32442,0.209
1733734,0.102,0.61,0.35131,0.198
1733735,0.104,0.61,0.35131,0.198
1733736,0.11,0.64,0.32297,0.209
1733737,0.116,0.69,0.27356,0.231
1733738,0.116,0.69,0.27356,0.231
1733739,0.13,0.77,0.27356,0.231
1733740,0.117,0.69,0.24958,0.242
1733741,0.107,0.62,0.22844,0.253
1733742,0.09,0.53,0.22844,0.253
1733743,0.077,0.45,0.22844,0.253
1733744,0.07,0.4,0.22844,0.253
1735964,0.085,0.65,0.38107,0.187
1735965,0.085,0.72,0.38107,0.187
1735966,0.086,0.85,0.41085,0.176
1735967,0.088,0.89,0.476,0.154
1735968,0.094,1,0.51122,0.143
1735969,0.086,0.88,0.44342,0.165
1735970,0.082,0.79,0.44342,0.165
1735971,0.094,0.93,0.38107,0.187
1735972,0.088,0.88,0.38107,0.187
1735973,0.09,0.9,0.41085,0.176
1735974,0.089,1.02,0.54644,0.132
1735975,0.091,1.18,0.51122,0.143
1735976,0.085,1.22,0.51122,0.143
1735977,0.086,1.34,0.51122,0.143
1735978,0.081,1.51,0.51122,0.143
1735979,0.076,1.57,0.44342,0.165
1735980,0.07,1.74,0.476,0.154
1735981,0.069,1.98,0.44342,0.165
1735982,0.07,1.84,0.44342,0.165
1735983,0.07,1.56,0.44342,0.165
1735984,0.074,1.33,0.44342,0.165
1735985,0.072,1.54,0.44342,0.165
1735986,0.091,2.52,0.35131,0.198
1735987,0.09,3.41,0.38107,0.187
1735988,0.091,4.27,0.44342,0.165
1735989,0.092,4.05,0.44342,0.165
1735990,0.086,2.54,0.44342,0.165
1735991,0.092,2.07,0.44342,0.165
1735992,0.096,1.84,0.44342,0.165
1735993,0.106,2.48,0.44342,0.165
1735994,0.1,2.81,0.38107,0.187
1735995,0.081,1.96,0.38107,0.187
1735996,0.08,1.69,0.44342,0.165
1735997,0.078,1.4,0.44342,0.165
1735998,0.09,1.4,0.51122,0.143
1735999,0.09,1.29,0.51122,0.143
1736000,0.085,1.09,0.51122,0.143
1736001,0.08,0.88,0.58407,0.121
1736002,0.083,0.92,0.58407,0.121
1736003,0.084,0.94,0.58407,0.121
1736004,0.083,1.13,0.58407,0.121
1736005,0.09,1.42,0.51122,0.143
1736006,0.097,1.76,0.44342,0.165
1736007,0.092,1.91,0.44342,0.165
1736008,0.09,2.21,0.44342,0.165
1736009,0.09,2.71,0.44342,0.165
1736010,0.088,2.09,0.44342,0.165
1736011,0.088,1.74,0.44342,0.165
1736012,0.083,1.27,0.44342,0.165
1736013,0.083,1.16,0.51122,0.143
1736014,0.08,1.11,0.51122,0.143
1736015,0.077,1.03,0.51122,0.143
1736016,0.074,0.95,0.58407,0.121
1736017,0.067,0.75,0.58407,0.121
1736018,0.069,0.68,0.58407,0.121
1736019,0.066,0.71,0.58407,0.121
1736020,0.063,0.77,0.58407,0.121
1736021,0.066,0.94,0.54644,0.132
1736022,0.085,1.37,0.51122,0.143
1736023,0.085,1.63,0.58407,0.121
1736024,0.071,1.51,0.51122,0.143
1736025,0.08,1.57,0.51122,0.143
1736026,0.085,1.6,0.54644,0.132
1736027,0.087,1.46,0.58407,0.121
1736028,0.078,1.15,0.58407,0.121
1736029,0.078,1.07,0.51122,0.143
1736030,0.074,0.9,0.51122,0.143
1736031,0.061,0.65,0.66142,0.099
1736032,0.062,0.59,0.58407,0.121
1736033,0.065,0.72,0.58407,0.121
1736034,0.06,0.7,0.58407,0.121
1736035,0.052,0.64,0.58407,0.121
1736036,0.054,0.68,0.58407,0.121
1736037,0.06,0.7,0.74256,0.077
1736038,0.055,0.59,0.82667,0.055
1736039,0.043,0.43,0.82667,0.055
1736040,0.028,0.26,0.82667,0.055
1736041,0.028,0.25,0.91281,0.033
1736042,0.032,0.33,0.82667,0.055
1736043,0.032,0.32,0.91281,0.033
1736044,0.029,0.28,1,0.011
1736045,0.021,0.19,1,0.011
1736046,-0.026,-0.22,1,-0.011
1736047,-0.018,-0.15,0.95628,-0.022
1736048,-0.02,-0.16,0.86935,-0.044
1736050,-0.007,-0.05,0.82667,-0.055
1736055,0.006,0.04,0.86935,0.044
1736092,0.083,0.63,0.12531,0.319
1736093,0.097,0.74,0.12418,0.319
1736094,0.108,0.83,0.12531,0.319
1736095,0.118,0.88,0.0798,0.363
1736096,0.132,0.97,0.0798,0.363
1736097,0.14,1.03,0.0798,0.363
1736098,0.15,1.12,0.07041,0.374
1736099,0.155,1.15,0.0627,0.385
1736100,0.155,1.14,0.0627,0.385
1736101,0.155,1.14,0.0627,0.385
1736102,0.156,1.16,0.04874,0.407
1736103,0.155,1.15,0.0627,0.385
1736104,0.157,1.22,0.0798,0.363
1736105,0.155,1.17,0.04874,0.407
1736106,0.154,1.11,0.04874,0.407
1736107,0.153,1.13,0.04874,0.407
1736108,0.154,1.07,0.12531,0.319
1736109,0.151,1.04,0.12531,0.319
1736110,0.146,0.99,0.12531,0.319
1736111,0.143,0.99,0.11184,0.33
1736112,0.14,0.95,0.12531,0.319
1736113,0.146,0.96,0.10052,0.341
1736114,0.13,0.84,0.10052,0.341
1736115,0.127,0.81,0.10052,0.341
1736116,0.119,0.76,0.10052,0.341
1736117,0.128,0.81,0.22844,0.253
1736140,0.12,0.7,0.27356,0.231
1736141,0.117,0.68,0.27356,0.231
1736142,0.107,0.62,0.24958,0.242
1736143,0.09,0.52,0.22844,0.253
1736144,0.077,0.45,0.22844,0.253
1736145,0.07,0.4,0.22844,0.253
1736146,0.058,0.33,0.27356,0.231
1736147,0.057,0.32,0.29754,0.22
1738367,0.084,0.67,0.38107,0.187
1738368,0.084,0.75,0.38107,0.187
1738369,0.082,0.78,0.44342,0.165
1738370,0.084,0.77,0.44342,0.165
1738371,0.081,0.74,0.44342,0.165
1738372,0.082,0.74,0.44342,0.165
1738373,0.088,0.8,0.38107,0.187
1738374,0.089,0.82,0.38107,0.187
1738375,0.088,0.93,0.51122,0.143
1738376,0.092,1.05,0.58407,0.121
1738377,0.088,1.15,0.58407,0.121
1738378,0.082,1.21,0.51122,0.143
1738379,0.076,1.32,0.51122,0.143
1738380,0.078,1.53,0.44342,0.165
1738381,0.072,1.57,0.476,0.154
1738382,0.068,1.74,0.44342,0.165
1738383,0.074,1.77,0.38107,0.187
1738384,0.07,1.47,0.44342,0.165
1738385,0.072,1.23,0.44342,0.165
1738386,0.075,1.24,0.41085,0.176
1738387,0.072,1.45,0.44342,0.165
1738388,0.076,1.9,0.44342,0.165
1738389,0.078,2.49,0.44342,0.165
1738390,0.09,3.19,0.38107,0.187
1738391,0.09,2.84,0.44342,0.165
1738392,0.085,2.06,0.44342,0.165
1738393,0.083,1.72,0.44342,0.165
1738394,0.084,1.49,0.44342,0.165
1738395,0.106,2.42,0.44342,0.165
1738396,0.103,2.48,0.44342,0.165
1738397,0.1,2.18,0.38107,0.187
1738398,0.08,1.54,0.38107,0.187
1738399,0.08,1.36,0.44342,0.165
1738400,0.093,1.4,0.51122,0.143
1738401,0.085,1.15,0.51122,0.143
1738402,0.085,1.08,0.51122,0.143
1738403,0.083,0.93,0.58407,0.121
1738404,0.083,0.83,0.58407,0.121
1738405,0.087,1.05,0.58407,0.121
1738406,0.09,1.19,0.51122,0.143
1738407,0.087,1.4,0.44342,0.165
1738408,0.094,1.81,0.44342,0.165
1738409,0.092,2.02,0.44342,0.165
1738410,0.09,2.38,0.44342,0.165
1738411,0.09,2.48,0.44342,0.165
1738412,0.089,2.02,0.44342,0.165
1738413,0.081,1.37,0.44342,0.165
1738414,0.086,1.21,0.51122,0.143
1738415,0.078,0.96,0.51122,0.143
1738416,0.077,0.93,0.51122,0.143
1738417,0.076,0.94,0.51122,0.143
1738418,0.069,0.82,0.58407,0.121
1738419,0.066,0.72,0.58407,0.121
1738420,0.066,0.65,0.58407,0.121
1738421,0.069,0.78,0.58407,0.121
1738422,0.064,0.79,0.58407,0.121
1738423,0.066,0.89,0.51122,0.143
1738424,0.085,1.42,0.51122,0.143
1738425,0.09,1.76,0.476,0.154
1738426,0.09,1.74,0.51122,0.143
1738427,0.085,1.5,0.51122,0.143
1738428,0.089,1.47,0.51122,0.143
1738429,0.089,1.41,0.51122,0.143
1738430,0.086,1.25,0.51122,0.143
1738431,0.08,1.06,0.51122,0.143
1738432,0.074,0.91,0.51122,0.143
1738433,0.068,0.72,0.58407,0.121
1738434,0.067,0.64,0.66142,0.099
1738435,0.07,0.68,0.66142,0.099
1738436,0.07,0.76,0.66142,0.099
1738437,0.068,0.77,0.66142,0.099
1738438,0.06,0.72,0.66142,0.099
1738439,0.066,0.73,0.74256,0.077
1738440,0.062,0.63,0.82667,0.055
1738441,0.048,0.46,0.82667,0.055
1738442,0.038,0.34,0.91281,0.033
1738443,0.035,0.32,0.91281,0.033
1738444,0.032,0.31,0.91281,0.033
1738445,0.031,0.29,0.91281,0.033
1738446,0.032,0.29,0.95628,0.022
1738447,0.024,0.21,1,0.011
1738448,0,0,1,0
1738495,0.09,0.66,0.0798,0.363
1738496,0.102,0.75,0.10052,0.341
1738497,0.11,0.8,0.0798,0.363
1738498,0.128,0.94,0.0798,0.363
1738499,0.138,0.99,0.0798,0.363
1738500,0.14,1,0.0798,0.363
1738501,0.148,1.06,0.0798,0.363
1738502,0.154,1.1,0.0798,0.363
1738503,0.155,1.12,0.07041,0.374
1738504,0.155,1.17,0.0627,0.385
1738505,0.157,1.18,0.0627,0.385
1738506,0.154,1.14,0.05499,0.396
1738507,0.155,1.1,0.05499,0.396
1738508,0.154,1.07,0.07041,0.374
1738509,0.153,1.06,0.0627,0.385
1738510,0.154,1.07,0.12531,0.319
1738511,0.151,1.05,0.12531,0.319
1738512,0.146,1.01,0.12531,0.319
1738513,0.142,0.94,0.11184,0.33
1738514,0.142,0.97,0.11184,0.33
1738515,0.144,0.97,0.0892,0.352
1738516,0.132,0.86,0.10052,0.341
1738543,0.11,0.64,0.22844,0.253
1738544,0.097,0.56,0.22844,0.253
1738545,0.083,0.48,0.22844,0.253
1738546,0.063,0.36,0.24958,0.242
1738547,0.055,0.31,0.27356,0.231
1738548,0.057,0.32,0.29754,0.22
1738549,0.057,0.32,0.32442,0.209
1740770,0.084,0.69,0.38107,0.187
1740771,0.082,0.74,0.44342,0.165
1740772,0.082,0.64,0.38107,0.187
1740773,0.082,0.69,0.44342,0.165
1740774,0.081,0.73,0.44342,0.165
1740775,0.087,0.77,0.38107,0.187
1740776,0.089,0.92,0.58407,0.121
1740777,0.088,1.02,0.58407,0.121
1740778,0.09,1.13,0.58407,0.121
1740779,0.09,1.23,0.58407,0.121
1740780,0.082,1.28,0.51122,0.143
1740781,0.079,1.37,0.51122,0.143
1740782,0.073,1.5,0.44342,0.165
1740783,0.066,1.57,0.38107,0.187
1740784,0.069,1.76,0.44342,0.165
1740785,0.076,1.57,0.35131,0.198
1740786,0.071,1.28,0.44342,0.165
1740787,0.08,1.17,0.44342,0.165
1740788,0.078,1.23,0.44342,0.165
1740789,0.078,1.43,0.38107,0.187
1740790,0.076,1.8,0.38107,0.187
1740791,0.08,2.41,0.44342,0.165
1740792,0.079,2.07,0.44342,0.165
1740793,0.085,1.92,0.44342,0.165
1740794,0.087,1.9,0.44342,0.165
1740795,0.09,1.63,0.44342,0.165
1740796,0.086,1.51,0.44342,0.165
1740797,0.097,2.14,0.44342,0.165
1740798,0.104,2.23,0.44342,0.165
1740799,0.105,2.05,0.44342,0.165
1740800,0.098,1.65,0.44342,0.165
1740801,0.092,1.39,0.44342,0.165
1740802,0.09,1.24,0.51122,0.143
1740803,0.091,1.1,0.58407,0.121
1740804,0.086,0.96,0.58407,0.121
1740805,0.09,0.94,0.54644,0.132
1740806,0.088,0.92,0.51122,0.143
1740807,0.09,1.1,0.58407,0.121
1740808,0.092,1.32,0.58407,0.121
1740809,0.085,1.46,0.44342,0.165
1740810,0.096,1.86,0.44342,0.165
1740811,0.09,2.2,0.44342,0.165
1740812,0.089,2.33,0.44342,0.165
1740813,0.091,2.26,0.44342,0.165
1740814,0.089,2.02,0.44342,0.165
1740815,0.081,1.54,0.51122,0.143
1740816,0.078,1.16,0.51122,0.143
1740817,0.078,0.99,0.51122,0.143
1740818,0.073,0.82,0.51122,0.143
1740819,0.072,0.79,0.51122,0.143
1740820,0.068,0.75,0.54644,0.132
1740821,0.07,0.72,0.58407,0.121
1740822,0.07,0.7,0.58407,0.121
1740823,0.068,0.73,0.58407,0.121
1740824,0.066,0.83,0.58407,0.121
1740825,0.085,1.3,0.44342,0.165
1740826,0.087,1.58,0.44342,0.165
1740827,0.082,1.43,0.44342,0.165
1740828,0.084,1.4,0.44342,0.165
1740829,0.086,1.44,0.44342,0.165
1740830,0.084,1.32,0.44342,0.165
1740831,0.078,1.11,0.44342,0.165
1740832,0.08,1.12,0.44342,0.165
1740833,0.07,0.91,0.44342,0.165
1740834,0.078,0.94,0.44342,0.165
1740835,0.074,0.8,0.58407,0.121
1740836,0.072,0.72,0.66142,0.099
1740837,0.071,0.65,0.66142,0.099
1740838,0.075,0.75,0.66142,0.099
1740839,0.075,0.8,0.6217,0.11
1740840,0.072,0.82,0.58407,0.121
1740841,0.07,0.73,0.66142,0.099
1740842,0.067,0.65,0.82667,0.055
1740845,0.042,0.37,0.91281,0.033
1740846,0.031,0.28,0.91281,0.033
1740847,0.032,0.29,0.91281,0.033
1740848,0.034,0.3,0.91281,0.033
1740849,0.027,0.23,1,0.011
1740850,0.02,0.16,1,0.011
1740900,0.124,0.89,0.0798,0.363
1740901,0.132,0.94,0.0798,0.363
1740904,0.154,1.12,0.0627,0.385
1740905,0.153,1.1,0.0798,0.363
1740908,0.155,1.08,0.0627,0.385
1740914,0.145,0.98,0.11184,0.33
1740915,0.143,0.97,0.12531,0.319
1740916,0.14,0.93,0.10052,0.341
1740945,0.103,0.59,0.22844,0.253
1740946,0.077,0.44,0.22844,0.253
1740947,0.07,0.4,0.22844,0.253
1740948,0.054,0.31,0.27356,0.231
1740949,0.058,0.33,0.27356,0.231
1740950,0.057,0.32,0.29754,0.22
1740951,0.05,0.28,0.32442,0.209
1743174,0.083,0.67,0.41085,0.176
1743175,0.081,0.73,0.44342,0.165
1743176,0.085,0.82,0.44342,0.165
1743177,0.088,0.85,0.41085,0.176
1743178,0.09,0.93,0.58407,0.121
1743179,0.088,1.05,0.58407,0.121
1743180,0.086,1.16,0.58407,0.121
1743181,0.08,1.21,0.51122,0.143
1743182,0.079,1.3,0.51122,0.143
1743183,0.074,1.36,0.476,0.154
1743184,0.072,1.55,0.44342,0.165
1743185,0.065,1.57,0.38107,0.187
1743186,0.074,1.49,0.38107,0.187
1743187,0.081,1.49,0.32442,0.209
1743188,0.082,1.14,0.38107,0.187
1743189,0.084,1.15,0.41085,0.176
1743190,0.084,1.31,0.38107,0.187
1743191,0.08,1.57,0.32442,0.209
1743192,0.075,1.79,0.32442,0.209
1743193,0.08,2.08,0.38107,0.187
1743194,0.079,1.7,0.32442,0.209
1743195,0.093,1.76,0.38107,0.187
1743196,0.092,1.68,0.38107,0.187
1743197,0.088,1.4,0.41085,0.176
1743198,0.09,1.54,0.44342,0.165
1743199,0.086,1.82,0.44342,0.165
1743200,0.092,1.8,0.44342,0.165
1743201,0.094,1.64,0.44342,0.165
1743202,0.098,1.49,0.44342,0.165
1743203,0.098,1.35,0.44342,0.165
1743204,0.093,1.11,0.51122,0.143
1743205,0.09,1.02,0.51122,0.143
1743206,0.09,0.93,0.51122,0.143
1743207,0.084,0.81,0.51122,0.143
1743208,0.09,0.96,0.51122,0.143
1743209,0.091,1.13,0.51122,0.143
1743210,0.1,1.48,0.51122,0.143
1743211,0.093,1.61,0.44342,0.165
1743212,0.083,1.65,0.38107,0.187
1743213,0.091,2.05,0.38107,0.187
1743214,0.091,2.06,0.44342,0.165
1743215,0.091,2.04,0.44342,0.165
1743216,0.088,1.76,0.44342,0.165
1743217,0.08,1.38,0.58407,0.121
1743218,0.08,1.18,0.51122,0.143
1743219,0.077,1.03,0.51122,0.143
1743220,0.075,0.88,0.51122,0.143
1743221,0.072,0.77,0.51122,0.143
1743222,0.067,0.66,0.54644,0.132
1743223,0.067,0.64,0.58407,0.121
1743224,0.066,0.68,0.58407,0.121
1743225,0.07,0.82,0.58407,0.121
1743226,0.074,0.98,0.44342,0.165
1743227,0.078,1.2,0.44342,0.165
1743228,0.08,1.38,0.44342,0.165
1743229,0.074,1.18,0.44342,0.165
1743230,0.072,1.1,0.44342,0.165
1743231,0.072,1.06,0.44342,0.165
1743232,0.072,1.05,0.44342,0.165
1743233,0.076,1.05,0.44342,0.165
1743234,0.078,1.03,0.44342,0.165
1743235,0.082,1.03,0.44342,0.165
1743236,0.092,1.08,0.44342,0.165
1743237,0.078,0.85,0.58407,0.121
1743238,0.074,0.75,0.58407,0.121
1743239,0.074,0.67,0.6217,0.11
1743240,0.076,0.74,0.58407,0.121
1743241,0.079,0.83,0.58407,0.121
1743242,0.078,0.83,0.58407,0.121
1743243,0.076,0.76,0.58407,0.121
1743244,0.073,0.69,0.82667,0.055
1743248,0.038,0.34,0.91281,0.033
1743249,0.034,0.3,0.91281,0.033
1743250,0.033,0.28,0.91281,0.033
1743251,0.032,0.26,1,0.011
1743353,0.05,0.28,0.32442,0.209
1745575,0.082,0.64,0.41085,0.176
1745576,0.081,0.69,0.44342,0.165
1745577,0.08,0.69,0.44342,0.165
1745578,0.086,0.78,0.38107,0.187
1745579,0.088,0.86,0.51122,0.143
1745580,0.086,0.93,0.58407,0.121
1745581,0.088,1.05,0.58407,0.121
1745582,0.082,1.12,0.51122,0.143
1745583,0.078,1.16,0.51122,0.143
1745584,0.075,1.27,0.51122,0.143
1745585,0.068,1.3,0.44342,0.165
1745586,0.066,1.43,0.41085,0.176
1745587,0.067,1.43,0.38107,0.187
1745588,0.076,1.37,0.32442,0.209
1745589,0.113,1.76,0.38107,0.187
1745590,0.112,1.43,0.44342,0.165
1745591,0.086,1.24,0.38107,0.187
1745592,0.084,1.4,0.38107,0.187
1745593,0.084,1.58,0.38107,0.187
1745594,0.08,1.83,0.32442,0.209
1745595,0.081,1.67,0.32442,0.209
1745596,0.11,2.08,0.38107,0.187
1745597,0.11,1.8,0.38107,0.187
1745598,0.107,1.63,0.35131,0.198
1745599,0.104,1.51,0.38107,0.187
1745600,0.09,1.6,0.44342,0.165
1745601,0.088,1.68,0.44342,0.165
1745602,0.086,1.58,0.44342,0.165
1745603,0.093,1.52,0.44342,0.165
1745604,0.09,1.26,0.44342,0.165
1745605,0.096,1.17,0.44342,0.165
1745606,0.092,1.02,0.51122,0.143
1745607,0.088,0.94,0.51122,0.143
1745608,0.081,0.78,0.51122,0.143
1745609,0.084,0.88,0.51122,0.143
1745610,0.092,1.12,0.51122,0.143
1745611,0.096,1.31,0.476,0.154
1745612,0.098,1.54,0.44342,0.165
1745613,0.083,1.55,0.44342,0.165
1745614,0.093,1.85,0.44342,0.165
1745615,0.093,1.83,0.44342,0.165
1745616,0.092,1.8,0.44342,0.165
1745617,0.094,1.82,0.44342,0.165
1745618,0.087,1.56,0.44342,0.165
1745619,0.08,1.34,0.58407,0.121
1745620,0.079,1.22,0.58407,0.121
1745621,0.077,1.05,0.54644,0.132
1745622,0.074,0.88,0.54644,0.132
1745623,0.07,0.77,0.51122,0.143
1745624,0.068,0.67,0.54644,0.132
1745625,0.07,0.69,0.58407,0.121
1745626,0.068,0.74,0.58407,0.121
1745627,0.073,0.88,0.58407,0.121
1745628,0.073,1.04,0.44342,0.165
1745629,0.074,1.17,0.44342,0.165
1745630,0.074,1.16,0.44342,0.165
1745631,0.074,1.09,0.44342,0.165
1745632,0.078,1.1,0.44342,0.165
1745633,0.078,1.01,0.44342,0.165
1745634,0.08,1.08,0.44342,0.165
1745635,0.09,1.19,0.44342,0.165
1745636,0.096,1.21,0.44342,0.165
1745637,0.097,1.17,0.44342,0.165
1745638,0.08,0.9,0.58407,0.121
1745639,0.076,0.82,0.58407,0.121
1745640,0.077,0.78,0.58407,0.121
1745641,0.075,0.69,0.66142,0.099
1745642,0.076,0.72,0.66142,0.099
1745643,0.079,0.82,0.58407,0.121
1745644,0.082,0.83,0.58407,0.121
1745645,0.081,0.78,0.66142,0.099
1745646,0.078,0.72,0.74256,0.077
1745651,0.04,0.34,0.91281,0.033
1747977,0.082,0.66,0.44342,0.165
1747978,0.08,0.69,0.44342,0.165
1747979,0.085,0.78,0.41085,0.176
1747980,0.086,0.82,0.51122,0.143
1747981,0.087,0.88,0.58407,0.121
1747982,0.087,0.95,0.58407,0.121
1747983,0.08,0.97,0.58407,0.121
1747984,0.08,1.05,0.58407,0.121
1747985,0.074,1.08,0.51122,0.143
1747986,0.074,1.25,0.51122,0.143
1747987,0.064,1.21,0.44342,0.165
1747988,0.064,1.38,0.41085,0.176
1747989,0.068,1.28,0.38107,0.187
1747990,0.097,1.58,0.38107,0.187
1747991,0.115,1.59,0.44342,0.165
1747992,0.115,1.49,0.44342,0.165
1747993,0.118,1.68,0.44342,0.165
1747994,0.122,1.94,0.38107,0.187
1747995,0.088,1.58,0.38107,0.187
1747996,0.085,1.72,0.38107,0.187
1747997,0.089,1.62,0.38107,0.187
1747998,0.122,2.02,0.38107,0.187
1747999,0.118,1.79,0.38107,0.187
1748000,0.11,1.49,0.38107,0.187
1748001,0.11,1.48,0.41085,0.176
1748002,0.1,1.58,0.38107,0.187
1748003,0.104,1.83,0.38107,0.187
1748004,0.09,1.56,0.44342,0.165
1748005,0.092,1.38,0.44342,0.165
1748006,0.1,1.31,0.44342,0.165
1748007,0.1,1.17,0.44342,0.165
1748008,0.087,0.89,0.51122,0.143
1748009,0.083,0.79,0.51122,0.143
1748010,0.08,0.75,0.51122,0.143
1748011,0.088,0.94,0.51122,0.143
1748012,0.09,1.09,0.51122,0.143
1748013,0.094,1.32,0.476,0.154
1748014,0.102,1.57,0.44342,0.165
1748015,0.099,1.77,0.44342,0.165
1748016,0.099,1.75,0.44342,0.165
1748017,0.098,1.73,0.44342,0.165
1748018,0.094,1.61,0.44342,0.165
1748019,0.093,1.56,0.44342,0.165
1748020,0.098,1.63,0.44342,0.165
1748021,0.078,1.2,0.54644,0.132
1748022,0.083,1.14,0.58407,0.121
1748023,0.076,0.96,0.54644,0.132
1748024,0.073,0.85,0.51122,0.143
1748025,0.072,0.76,0.51122,0.143
1748026,0.068,0.67,0.58407,0.121
1748027,0.094,0.89,0.51122,0.143
1748028,0.094,0.98,0.51122,0.143
1748029,0.102,1.18,0.51122,0.143
1748030,0.076,1.05,0.44342,0.165
1748031,0.075,1.15,0.44342,0.165
1748032,0.078,1.15,0.44342,0.165
1748033,0.086,1.18,0.44342,0.165
1748034,0.086,1.13,0.44342,0.165
1748035,0.098,1.22,0.44342,0.165
1748036,0.098,1.22,0.44342,0.165
1748037,0.098,1.22,0.44342,0.165
1748038,0.1,1.22,0.44342,0.165
1748039,0.101,1.17,0.44342,0.165
1748040,0.077,0.83,0.58407,0.121
1748041,0.078,0.81,0.58407,0.121
1748042,0.079,0.77,0.66142,0.099
1748043,0.077,0.69,0.6217,0.11
1748044,0.079,0.74,0.6217,0.11
1748045,0.081,0.79,0.66142,0.099
1748046,0.08,0.81,0.66142,0.099
1748047,0.083,0.8,0.66142,0.099
1748048,0.081,0.73,0.74256,0.077
1750379,0.081,0.66,0.44342,0.165
1750380,0.076,0.62,0.44342,0.165
1750381,0.085,0.79,0.44342,0.165
1750382,0.084,0.82,0.51122,0.143
1750383,0.085,0.9,0.58407,0.121
1750384,0.083,0.93,0.58407,0.121
1750385,0.079,0.97,0.58407,0.121
1750386,0.076,1.02,0.58407,0.121
1750387,0.072,1.03,0.58407,0.121
1750388,0.068,1.09,0.51122,0.143
1750389,0.068,1.23,0.44342,0.165
1750390,0.065,1.3,0.41085,0.176
1750391,0.093,1.51,0.38107,0.187
1750392,0.107,1.57,0.44342,0.165
1750393,0.11,1.38,0.44342,0.165
1750394,0.114,1.41,0.44342,0.165
1750395,0.118,1.63,0.44342,0.165
1750396,0.12,1.86,0.38107,0.187
1750397,0.12,2.19,0.38107,0.187
1750398,0.123,2.17,0.38107,0.187
1750399,0.123,1.99,0.38107,0.187
1750400,0.116,1.72,0.38107,0.187
1750401,0.114,1.54,0.38107,0.187
1750402,0.112,1.44,0.38107,0.187
1750403,0.11,1.42,0.38107,0.187
1750404,0.114,1.69,0.44342,0.165
1750405,0.103,1.7,0.38107,0.187
1750406,0.102,1.65,0.38107,0.187
1750407,0.098,1.39,0.44342,0.165
1750408,0.106,1.34,0.44342,0.165
1750409,0.099,1.13,0.44342,0.165
1750410,0.092,0.93,0.44342,0.165
1750411,0.083,0.76,0.51122,0.143
1750412,0.087,0.86,0.51122,0.143
1750413,0.087,0.94,0.51122,0.143
1750414,0.09,1.12,0.476,0.154
1750415,0.09,1.21,0.44342,0.165
1750416,0.1,1.49,0.44342,0.165
1750417,0.096,1.55,0.44342,0.165
1750418,0.097,1.56,0.44342,0.165
1750419,0.093,1.51,0.44342,0.165
1750420,0.1,1.54,0.44342,0.165
1750421,0.097,1.43,0.44342,0.165
1750422,0.098,1.57,0.44342,0.165
1750423,0.092,1.28,0.44342,0.165
1750424,0.09,1.12,0.44342,0.165
1750425,0.094,1.13,0.44342,0.165
1750426,0.092,1.01,0.44342,0.165
1750427,0.089,0.9,0.51122,0.143
1750428,0.093,0.86,0.51122,0.143
1750429,0.099,0.9,0.51122,0.143
1750430,0.095,0.96,0.51122,0.143
1750431,0.106,1.23,0.51122,0.143
1750432,0.086,1.16,0.44342,0.165
1750433,0.086,1.25,0.44342,0.165
1750434,0.084,1.16,0.44342,0.165
1750435,0.098,1.25,0.44342,0.165
1750436,0.099,1.21,0.44342,0.165
1750437,0.102,1.22,0.44342,0.165
1750438,0.101,1.13,0.44342,0.165
1750439,0.105,1.21,0.41085,0.176
1750440,0.106,1.21,0.38107,0.187
1750441,0.106,1.18,0.38107,0.187
1750442,0.08,0.84,0.58407,0.121
1750443,0.079,0.79,0.58407,0.121
1750444,0.078,0.73,0.58407,0.121
1750446,0.081,0.72,0.58407,0.121
1750447,0.082,0.78,0.58407,0.121
1750448,0.081,0.78,0.58407,0.121
1750449,0.083,0.78,0.58407,0.121
1750450,0.084,0.75,0.58407,0.121
1752781,0.066,0.51,0.44342,0.165
1752782,0.082,0.72,0.44342,0.165
1752783,0.074,0.68,0.44342,0.165
1752784,0.082,0.81,0.51122,0.143
1752785,0.078,0.8,0.58407,0.121
1752786,0.08,0.88,0.58407,0.121
1752787,0.074,0.88,0.58407,0.121
1752788,0.075,0.94,0.58407,0.121
1752789,0.072,0.99,0.58407,0.121
1752790,0.064,0.99,0.58407,0.121
1752791,0.062,1.06,0.44342,0.165
1752792,0.072,1.36,0.476,0.154
1752793,0.1,1.5,0.41085,0.176
1752794,0.108,1.42,0.44342,0.165
1752795,0.102,1.15,0.38107,0.187
1752796,0.11,1.37,0.44342,0.165
1752797,0.114,1.55,0.44342,0.165
1752798,0.118,1.76,0.44342,0.165
1752799,0.118,1.93,0.38107,0.187
1752800,0.118,1.82,0.38107,0.187
1752801,0.114,1.67,0.44342,0.165
1752802,0.114,1.54,0.44342,0.165
1752803,0.114,1.43,0.44342,0.165
1752804,0.108,1.27,0.44342,0.165
1752805,0.116,1.44,0.38107,0.187
1752806,0.114,1.58,0.41085,0.176
1752807,0.12,1.84,0.38107,0.187
1752808,0.108,1.58,0.38107,0.187
1752809,0.113,1.47,0.38107,0.187
