"nie_malla_modi_id","sen_slope_pnau","sen_slope_per_pnau","p_value_pnau","tau_pnau"
1719208,0.303,1.08,0.58407,0.121
1719209,0.52,1.26,0.91281,0.033
1719210,-0.622,-0.94,0.82667,-0.055
1719211,1.064,1.01,0.82667,0.055
1719212,0.538,0.38,1,0.011
1719213,0.538,0.42,0.91281,0.033
1719214,0.615,0.66,0.91281,0.033
1719215,-1,-1.51,0.66142,-0.099
1719216,-0.106,-0.2,0.91281,-0.033
1719217,0.099,0.24,1,0.011
1719218,-0.004,-0.01,1,-0.011
1719219,-0.136,-0.39,0.74256,-0.077
1719220,-0.344,-1.56,0.44342,-0.165
1719221,-0.822,-2.55,0.66142,-0.099
1719222,-0.274,-0.48,0.91281,-0.033
1719223,-0.92,-1.56,0.91281,-0.033
1719224,-0.14,-0.32,1,-0.011
1719225,-1.013,-3.15,0.66142,-0.099
1719226,-0.462,-2.09,0.58407,-0.121
1719227,-0.022,-0.16,0.91281,-0.033
1719228,-0.431,-3.98,0.38107,-0.187
1719229,-0.266,-1.73,0.66142,-0.099
1719230,-1.137,-2.98,0.51122,-0.143
1719231,-1.556,-3.8,0.58407,-0.121
1719232,-1.187,-3.48,0.66142,-0.099
1719233,-0.84,-3.03,0.82667,-0.055
1719234,-0.597,-2.66,0.66142,-0.099
1719235,-1.155,-8.21,0.12531,-0.319
1719236,-0.241,-2.77,0.0892,-0.352
1719237,-0.119,-2.08,0.13878,-0.308
1719238,-0.243,-2.66,0.07041,-0.374
1719239,-0.216,-3.47,0.15339,-0.297
1719240,-0.101,-4.57,0.1831,-0.275
1719241,0,0,0.37786,-0.176
1719242,-0.066,-5.07,0.12038,-0.319
1719243,-0.13,-3.62,0.0425,-0.418
1719244,-0.18,-2.62,0.17048,-0.286
1719245,-0.195,-2.81,0.17048,-0.286
1719246,-0.17,-2.47,0.2956,-0.22
1719247,-0.222,-2.76,0.34937,-0.198
1719248,-0.203,-2.25,0.37772,-0.187
1719249,-0.2,-2.64,0.2956,-0.22
1719250,-0.03,-1.29,0.47016,-0.154
1719251,0,0,0.32869,-0.187
1719252,-0.188,-6.24,0.31203,-0.209
1719253,-0.005,-0.07,0.74181,-0.077
1719254,-0.176,-5.29,0.39877,-0.176
1719257,-0.007,-0.14,0.57435,-0.121
1719258,-0.01,-0.17,0.43741,-0.165
1719259,-0.003,-0.04,0.50564,-0.143
1719260,-0.046,-0.49,0.50564,-0.143
1719261,-0.001,-0.02,0.53945,-0.132
1719262,-0.001,-0.02,0.53945,-0.132
1719263,-0.005,-0.08,0.33061,-0.198
1719267,0,0,0.26399,-0.22
1719268,-0.003,-0.06,0.39066,-0.176
1719269,-0.041,-0.46,0.50564,-0.143
1719270,-0.104,-1,0.50564,-0.143
1719271,0,0,0.45689,-0.154
1719272,-0.126,-1.6,0.43741,-0.165
1719273,-0.283,-3.31,0.24768,-0.242
1719274,-0.11,-1.55,0.5791,-0.121
1719275,-0.003,-0.06,0.39066,-0.176
1719276,0,0,0.31759,-0.198
1719277,0,0,0.37786,-0.176
1719278,0,0,0.26399,-0.22
1719279,-0.02,-0.2,0.5791,-0.121
1719280,-0.183,-1.38,0.50564,-0.143
1719281,-0.333,-2.13,0.29754,-0.22
1719282,-0.01,-0.09,0.5791,-0.121
1719283,-0.003,-0.06,0.39066,-0.176
1719284,-0.003,-0.05,0.39066,-0.176
1719285,-0.003,-0.03,0.57435,-0.121
1719286,0,0,0.52901,-0.132
1719287,0,0,0.6532,-0.099
1719288,0,0,0.45689,-0.154
1719289,0,0,0.45689,-0.154
1719290,-0.016,-0.15,0.43741,-0.165
1719291,0,0,0.52901,-0.132
1719292,0,0,0.44471,-0.154
1719293,0,0,0.51784,-0.132
1719294,0,0,0.44471,-0.154
1719295,0,0,0.39274,-0.165
1719296,0,0,0.39274,-0.165
1719297,0,0,1,0
1719298,0,0,1,0
1719299,0,0,0.58544,0.077
1719300,0,0,1,0.011
1719301,0,0,1,0.011
1719302,0,0,1,0.011
1719303,0,0,1,0.011
1719304,0,NA,NA,0
1719305,0,NA,NA,0
1719306,0,NA,NA,0
1719307,0,0,1,0.011
1719308,0,NA,NA,0
1719309,0,NA,NA,0
1719310,0,NA,NA,0
1719311,0,NA,NA,0
1719312,0,NA,NA,0
1719313,0,NA,NA,0
1719314,0,NA,NA,0
1719315,0,NA,NA,0
1719316,0,NA,NA,0
1719317,0,NA,NA,0
1719318,0,NA,NA,0
1719319,0,NA,NA,0
1719320,0,NA,NA,0
1719321,0,NA,NA,0
1719322,0,NA,NA,0
1719323,0,NA,NA,0
1719324,0,NA,NA,0
1719325,0,NA,NA,0
1719326,0,NA,NA,0
1719327,0,NA,NA,0
1719328,0,NA,NA,0
1719329,0,NA,NA,0
1721541,0,0,0.56182,0.11
1721549,0,0,0.397,-0.132
1721550,0,0,0.30337,-0.187
1721551,0,0,0.397,-0.132
1721552,0,0,0.36781,-0.165
1721553,-0.027,-0.58,0.6217,-0.11
1721554,-0.019,-0.35,0.74256,-0.077
1721555,-0.024,-0.45,0.6217,-0.11
1721556,-0.097,-1.06,0.476,-0.154
1721557,-0.013,-0.16,0.86935,-0.044
1721558,-0.012,-0.14,0.86935,-0.044
1721559,-0.442,-3.74,0.66142,-0.099
1721560,-0.352,-1.85,0.58407,-0.121
1721561,-0.234,-1.32,0.74256,-0.077
1721562,-0.317,-1.69,0.38107,-0.187
1721563,-0.4,-1.54,0.51122,-0.143
1721564,-0.213,-0.47,1,-0.011
1721565,-0.097,-0.12,1,-0.011
1721566,-1.211,-1,0.74256,-0.077
1721567,-0.407,-0.31,0.91281,-0.033
1721568,0.654,0.44,1,0.011
1721569,1.619,0.95,0.74256,0.077
1721570,3.858,2.18,0.66142,0.099
1721571,4.52,2.26,0.58407,0.121
1721572,2.713,1.16,0.66142,0.099
1721573,4.426,1.73,0.58407,0.121
1721574,0.89,0.31,0.82667,0.055
1721575,3.67,1.43,0.58407,0.121
1721576,4.021,1.96,0.74256,0.077
1721577,3.773,1.66,0.74256,0.077
1721578,3.208,1.21,0.66142,0.099
1721579,8.15,2.63,0.74256,0.077
1721580,6.092,1.91,0.74256,0.077
1721581,3.876,1.53,0.74256,0.077
1721582,4.969,2.32,0.66142,0.099
1721583,4.786,2.67,0.82667,0.055
1721584,3.833,2.85,0.58407,0.121
1721585,2.107,2.73,0.51122,0.143
1721586,1.796,2.4,0.51122,0.143
1721587,2.04,1.77,0.66142,0.099
1721588,4.463,3.38,0.44342,0.165
1721589,4.145,2.56,0.66142,0.099
1721590,4.067,2.71,0.58407,0.121
1721591,1.604,1.67,0.74256,0.077
1721592,1.736,2.31,0.91281,0.033
1721593,1.075,1.37,0.91281,0.033
1721594,0.38,0.53,1,0.011
1721595,0.843,0.88,0.82667,0.055
1721596,1.759,1.29,0.66142,0.099
1721597,1.028,0.66,0.82667,0.055
1721598,1.737,0.95,0.91281,0.033
1721599,2.248,1.04,0.74256,0.077
1721600,2.305,1.08,0.74256,0.077
1721601,2.296,1.36,0.82667,0.055
1721602,2.38,1.61,0.74256,0.077
1721603,2.15,1.72,0.74256,0.077
1721604,2.264,2.17,0.58407,0.121
1721605,-0.028,-0.03,1,-0.011
1721606,1.135,2,0.82667,0.055
1721607,0.945,2.54,0.51122,0.143
1721608,0.502,1.95,0.51122,0.143
1721609,0.044,0.26,0.82667,0.055
1721610,0.33,0.99,0.66142,0.099
1721611,0.213,0.47,0.91281,0.033
1721612,-0.39,-0.54,0.91281,-0.033
1721613,1.281,0.99,0.91281,0.033
1721614,0.256,0.19,0.91281,0.033
1721615,0.699,0.61,0.82667,0.055
1721616,-0.29,-0.37,1,-0.011
1721617,-0.666,-1.14,0.91281,-0.033
1721618,-0.17,-0.4,0.91281,-0.033
1721619,0.074,0.17,0.91281,0.033
1721620,-0.036,-0.08,1,-0.011
1721621,-0.557,-1.96,0.66142,-0.099
1721622,-0.287,-1.61,0.51122,-0.143
1721623,-0.307,-0.85,0.91281,-0.033
1721624,-0.346,-0.67,0.82667,-0.055
1721625,-0.404,-0.79,0.82667,-0.055
1721626,-0.755,-1.98,0.82667,-0.055
1721627,-0.661,-2.43,0.44342,-0.165
1721628,-0.13,-0.73,0.91281,-0.033
1721629,-0.4,-4.13,0.44342,-0.165
1721630,-0.544,-4.71,0.38107,-0.187
1721631,-0.3,-1.4,0.86935,-0.044
1721632,-0.79,-2.4,0.51122,-0.143
1721633,-1.343,-4.25,0.58407,-0.121
1721634,-0.513,-2.06,0.74256,-0.077
1721635,-0.953,-4.38,0.44342,-0.165
1721636,-1.03,-6,0.32442,-0.209
1721637,-0.861,-7.13,0.10052,-0.341
1721638,-0.13,-2.67,0.07041,-0.374
1721639,-0.005,-0.45,0.57435,-0.121
1721640,-0.103,-3.23,0.11184,-0.33
1721641,-0.229,-4.39,0.0892,-0.352
1721642,-0.066,-4.89,0.1831,-0.275
1721643,0,0,0.47975,-0.143
1721644,0,0,0.44471,-0.154
1721645,-0.07,-3.91,0.1158,-0.319
1721646,-0.133,-4.07,0.03504,-0.429
1721647,-0.155,-4.23,0.09609,-0.341
1721648,-0.048,-1.73,0.09609,-0.341
1721649,-0.051,-1.18,0.22234,-0.253
1721650,-0.048,-1.26,0.14924,-0.297
1721651,-0.068,-2.31,0.07589,-0.363
1721652,-0.02,-1.08,0.05237,-0.374
1721653,0,0,0.17926,-0.253
1721654,-0.005,-0.28,0.17632,-0.264
1721655,-0.23,-9.07,0.15962,-0.286
1721656,-0.01,-0.47,0.14163,-0.286
1721660,-0.002,-0.07,0.30216,-0.209
1721661,-0.001,-0.02,0.4312,-0.165
1721662,0,0,0.45689,-0.154
1721663,-0.003,-0.05,0.39066,-0.176
1721664,-0.005,-0.08,0.33061,-0.198
1721665,0,0,0.26399,-0.22
1721669,0,0,0.32869,-0.187
1721670,0,0,0.31759,-0.198
1721671,0,0,0.45689,-0.154
1721672,-0.003,-0.04,0.53605,-0.132
1721673,-0.003,-0.05,0.39066,-0.176
1721674,0,0,0.52901,-0.132
1721675,-0.248,-2.67,0.2956,-0.22
1721676,-0.02,-0.28,0.5791,-0.121
1721677,0,0,0.45689,-0.154
1721678,0,0,0.22211,-0.231
1721679,0,0,0.27184,-0.209
1721680,-0.003,-0.06,0.39066,-0.176
1721681,-0.123,-0.97,0.50564,-0.143
1721682,-0.273,-1.87,0.20547,-0.264
1721683,-0.01,-0.09,0.43168,-0.165
1721684,-0.003,-0.05,0.39066,-0.176
1721685,-0.003,-0.06,0.39066,-0.176
1721686,0,0,0.37786,-0.176
1721687,-0.003,-0.06,0.39066,-0.176
1721688,-0.003,-0.06,0.39066,-0.176
1721689,0,0,0.45689,-0.154
1721690,0,0,0.45689,-0.154
1721691,0,0,0.39274,-0.165
1721692,0,0,0.44471,-0.154
1721693,0,0,0.39274,-0.165
1721694,0,0,0.44471,-0.154
1721695,0,0,0.44471,-0.154
1721696,0,0,0.32869,-0.187
1721697,0,0,0.44016,-0.143
1721698,0,0,1,0
1721699,0,0,0.58544,0.077
1721700,0,0,0.58544,0.077
1721701,0,0,1,0.011
1721702,0,0,1,0.011
1721703,0,0,1,0.011
1721704,0,0,1,0.011
1721705,0,NA,NA,0
1721706,0,NA,NA,0
1721707,0,NA,NA,0
1721708,0,NA,NA,0
1721709,0,NA,NA,0
1721710,0,NA,NA,0
1721711,0,NA,NA,0
1721712,0,NA,NA,0
1721713,0,NA,NA,0
1721714,0,NA,NA,0
1721715,0,NA,NA,0
1721716,0,NA,NA,0
1721717,0,NA,NA,0
1721718,0,NA,NA,0
1721719,0,NA,NA,0
1721720,0,NA,NA,0
1721721,0,NA,NA,0
1721722,0,NA,NA,0
1721723,0,NA,NA,0
1721724,0,NA,NA,0
1721725,0,NA,NA,0
1721726,0,NA,NA,0
1721727,0,NA,NA,0
1721728,0,NA,NA,0
1721729,0,NA,NA,0
1721730,0,NA,NA,0
1721731,0,NA,NA,0
1721732,0,NA,NA,0
1723943,0,0,0.56182,0.11
1723944,0,0,0.47829,0.132
1723952,0,0,0.397,-0.132
1723953,0,0,0.3633,-0.121
1723954,0,0,0.14289,-0.275
1723955,-0.031,-0.64,0.51122,-0.143
1723956,-0.002,-0.06,0.54113,-0.132
1723957,-0.01,-0.31,0.32102,-0.209
1723958,-0.006,-0.13,0.6217,-0.11
1723959,-0.025,-0.45,0.70113,-0.088
1723960,-0.375,-2.98,0.74256,-0.077
1723961,-0.134,-0.9,0.66142,-0.099
1723962,-0.282,-1.48,0.51122,-0.143
1723963,-0.488,-1.94,0.58407,-0.121
1723964,-0.726,-2.8,0.51122,-0.143
1723965,-0.299,-0.84,0.74256,-0.077
1723966,0.704,1.34,0.74256,0.077
1723967,-0.364,-0.41,0.66142,-0.099
1723968,0.16,0.15,1,0.011
1723969,-1.075,-1,1,-0.011
1723970,-1.078,-0.87,0.82667,-0.055
1723971,2.18,1.32,0.74256,0.077
1723972,3.111,1.7,0.66142,0.099
1723973,2.563,1.11,0.66142,0.099
1723974,5.372,2.06,0.66142,0.099
1723975,2.706,0.97,0.82667,0.055
1723976,3.165,1.27,0.58407,0.121
1723977,4.055,1.69,0.66142,0.099
1723978,2.877,1.44,0.74256,0.077
1723979,3.884,1.56,0.66142,0.099
1723980,4.2,1.44,0.74256,0.077
1723981,3.61,1.09,0.82667,0.055
1723982,9.15,2.88,0.74256,0.077
1723983,3.933,1.51,0.74256,0.077
1723984,4.481,2.27,0.74256,0.077
1723985,3.452,2.13,0.82667,0.055
1723986,2.826,2.24,0.51122,0.143
1723987,1.62,1.92,0.74256,0.077
1723988,3.013,6.28,0.22844,0.253
1723989,3.4,5.32,0.38107,0.187
1723990,1.392,1.26,0.82667,0.055
1723991,2.778,2.12,0.44342,0.165
1723992,4.588,3.47,0.44342,0.165
1723993,1.66,1.67,0.74256,0.077
1723994,1.67,2.72,0.51122,0.143
1723995,1.988,3.93,0.58407,0.121
1723996,1.74,3.35,0.51122,0.143
1723997,0.971,1.09,0.82667,0.055
1723998,2.301,1.9,0.66142,0.099
1723999,1.744,1.17,0.74256,0.077
1724000,0.93,0.53,0.91281,0.033
1724001,0.839,0.42,0.82667,0.055
1724002,2.04,1.06,0.91281,0.033
1724003,2.354,1.6,0.66142,0.099
1724004,2.46,2.22,0.58407,0.121
1724005,1.618,1.6,0.66142,0.099
1724006,0.408,0.52,1,0.011
1724007,1.077,1.79,0.82667,0.055
1724008,0.665,1.57,0.51122,0.143
1724009,0.604,2.23,0.51122,0.143
1724010,-0.265,-1.25,0.91281,-0.033
1724011,-0.058,-0.3,0.91281,-0.033
1724012,0.764,2.11,0.58407,0.121
1724013,0.473,0.76,0.91281,0.033
1724014,1.266,1.23,0.66142,0.099
1724015,2.749,1.7,0.91281,0.033
1724016,1.364,1.06,0.91281,0.033
1724017,1.139,1.07,1,0.011
1724018,-0.342,-0.44,0.91281,-0.033
1724019,-0.768,-1.34,0.91281,-0.033
1724020,0.151,0.42,1,0.011
1724021,-0.321,-1.02,0.82667,-0.055
1724022,0.151,0.37,1,0.011
1724023,-0.33,-1.14,0.66142,-0.099
1724024,-0.166,-0.96,0.74256,-0.077
1724025,-0.849,-2.43,0.74256,-0.077
1724026,0.086,0.15,1,0.011
1724027,-0.322,-0.71,0.82667,-0.055
1724028,-1.165,-3.53,0.66142,-0.099
1724029,-0.56,-2.43,0.58407,-0.121
1724030,-0.052,-0.35,0.82667,-0.055
1724031,-0.228,-3.26,0.41085,-0.176
1724032,-0.381,-2.32,0.66142,-0.099
1724033,-0.246,-0.95,0.82667,-0.055
1724034,-0.799,-3.18,0.74256,-0.077
1724035,-0.463,-1.97,0.74256,-0.077
1724036,-0.58,-2.77,0.51122,-0.143
1724037,-1.083,-6.98,0.18889,-0.275
1724038,-1.142,-7.81,0.10052,-0.341
1724039,-0.678,-5.69,0.12531,-0.319
1724040,-0.073,-2.16,0.0995,-0.341
1724041,-0.007,-0.85,0.18809,-0.264
1724042,-0.072,-4.27,0.16487,-0.286
1724043,-0.134,-3.33,0.07041,-0.374
1724044,-0.005,-0.4,0.57435,-0.121
1724045,0,0,0.40967,-0.165
1724046,0,0,0.36781,-0.165
1724047,0,0,0.17926,-0.253
1724048,-0.068,-4.37,0.10281,-0.33
1724049,-0.07,-3.9,0.10281,-0.33
1724050,-0.047,-2.38,0.1288,-0.308
1724051,-0.062,-3.06,0.1288,-0.308
1724052,-0.055,-2.63,0.14294,-0.297
1724053,-0.02,-0.97,0.1689,-0.275
1724054,-0.011,-0.72,0.06838,-0.352
1724055,0,0,0.17926,-0.253
1724056,-0.01,-0.65,0.03962,-0.396
1724057,-0.02,-1.07,0.04518,-0.396
1724063,0,0,0.45689,-0.154
1724064,0,0,0.31759,-0.198
1724072,0,0,0.26399,-0.22
1724073,0,0,0.31759,-0.198
1724074,-0.003,-0.06,0.39066,-0.176
1724075,-0.003,-0.06,0.39066,-0.176
1724076,0,0,0.45689,-0.154
1724077,-0.01,-0.13,0.54113,-0.132
1724078,0,0,0.52901,-0.132
1724079,0,0,0.45689,-0.154
1724080,0,0,0.27184,-0.209
1724081,0,0,0.27184,-0.209
1724082,0,0,0.52901,-0.132
1724083,0,0,0.52901,-0.132
1724084,0,0,0.45689,-0.154
1724085,-0.003,-0.06,0.39066,-0.176
1724086,0,0,0.37786,-0.176
1724087,0,0,0.27184,-0.209
1724088,0,0,0.32869,-0.187
1724089,0,0,0.32869,-0.187
1724090,0,0,0.44471,-0.154
1724091,0,0,0.45689,-0.154
1724092,0,0,0.44471,-0.154
1724093,0,0,0.32869,-0.187
1724094,0,0,0.46383,-0.143
1724095,0,0,0.39274,-0.165
1724096,0,0,0.39274,-0.165
1724097,0,0,0.32869,-0.187
1724098,0,0,0.44016,-0.143
1724099,0,0,0.14347,-0.22
1724100,0,0,1,0.011
1724101,0,0,1,0.011
1724102,0,0,1,0.011
1724103,0,0,1,0.011
1724104,0,0,1,0.011
1724105,0,0,1,0.011
1724106,0,0,1,0.011
1724107,0,NA,NA,0
1724108,0,NA,NA,0
1724109,0,NA,NA,0
1724110,0,NA,NA,0
1724111,0,NA,NA,0
1724112,0,NA,NA,0
1724113,0,NA,NA,0
1724114,0,NA,NA,0
1724115,0,NA,NA,0
1724116,0,NA,NA,0
1724117,0,NA,NA,0
1724118,0,NA,NA,0
1724119,0,NA,NA,0
1724120,0,NA,NA,0
1724121,0,NA,NA,0
1724122,0,NA,NA,0
1724123,0,NA,NA,0
1724124,0,NA,NA,0
1724125,0,NA,NA,0
1724126,0,NA,NA,0
1724127,0,NA,NA,0
1724128,0,NA,NA,0
1724129,0,NA,NA,0
1724130,0,NA,NA,0
1724131,0,NA,NA,0
1724132,0,NA,NA,0
1724133,0,NA,NA,0
1724134,0,NA,NA,0
1724135,0,NA,NA,0
1726343,0,0,0.56182,0.11
1726344,0,0,0.60682,0.099
1726345,0,0,0.60682,0.099
1726354,0,0,0.80408,-0.033
1726355,0,0,0.3633,-0.121
1726356,0,0,0.18841,-0.22
1726357,0,0,0.53326,-0.11
1726358,0,0,0.28912,-0.209
1726359,-0.01,-0.25,0.58294,-0.121
1726360,-0.022,-0.44,0.6217,-0.11
1726361,-0.022,-0.29,0.78398,-0.066
1726362,-0.345,-2.8,0.70113,-0.088
1726363,-0.594,-4.09,0.51122,-0.143
1726364,-0.171,-0.91,0.58407,-0.121
1726365,-0.574,-2.09,0.44342,-0.165
1726366,-0.563,-1.7,0.74256,-0.077
1726367,-0.347,-0.8,1,-0.011
1726368,-0.245,-0.38,0.82667,-0.055
1726369,-0.08,-0.14,1,-0.011
1726370,-0.623,-0.81,0.91281,-0.033
1726371,-0.662,-1,0.74256,-0.077
1726372,-1.266,-1.35,0.74256,-0.077
1726373,0.019,0.01,1,0.011
1726374,2.28,1.37,0.66142,0.099
1726375,2.843,1.24,0.66142,0.099
1726376,2.345,0.87,0.82667,0.055
1726377,1.463,0.49,0.91281,0.033
1726378,3.141,1.24,0.58407,0.121
1726379,2.44,1.45,0.58407,0.121
1726380,3.68,1.7,0.74256,0.077
1726381,3.271,1.19,0.66142,0.099
1726382,3.72,1.17,0.74256,0.077
1726383,9.813,3.06,0.74256,0.077
1726384,3.581,1.29,0.74256,0.077
1726385,4.936,1.98,0.66142,0.099
1726386,4.763,2.5,0.66142,0.099
1726387,3.86,2.6,0.58407,0.121
1726388,1.717,1.96,0.74256,0.077
1726389,3.43,5.6,0.32442,0.209
1726390,2.068,4.86,0.38107,0.187
1726391,3.384,5.79,0.32442,0.209
1726392,2.471,3.34,0.44342,0.165
1726393,1.237,1.42,0.44342,0.165
1726394,1.9,2.13,0.51122,0.143
1726395,2.513,3.61,0.44342,0.165
1726396,2.224,4.33,0.22844,0.253
1726397,1.479,4.16,0.32442,0.209
1726398,0.65,1,0.70113,0.088
1726399,1.025,1.18,0.74256,0.077
1726400,2.582,2.15,0.58407,0.121
1726401,1.506,0.97,0.82667,0.055
1726402,0.704,0.39,0.91281,0.033
1726403,0.279,0.14,0.91281,0.033
1726404,2.466,1.49,0.74256,0.077
1726405,2.705,2.17,0.66142,0.099
1726406,0.314,0.4,1,0.011
1726407,0.625,1.11,0.78398,0.066
1726408,1.496,3.4,0.44342,0.165
1726409,1.432,3.53,0.58407,0.121
1726410,0.896,2.83,0.44342,0.165
1726411,0.016,0.07,1,0.011
1726412,-0.05,-0.32,1,-0.011
1726413,-0.14,-0.67,1,-0.011
1726414,1.096,2.7,0.66142,0.099
1726415,1.61,1.7,0.58407,0.121
1726416,1.49,1.11,0.82667,0.055
1726417,1.17,0.75,1,0.011
1726418,0.382,0.29,0.82667,0.055
1726419,1.192,1.19,0.91281,0.033
1726420,-0.675,-0.89,0.82667,-0.055
1726421,-0.026,-0.05,1,-0.011
1726422,0.308,0.76,0.91281,0.033
1726423,-0.366,-1.43,0.82667,-0.055
1726424,-0.61,-2.57,0.38107,-0.187
1726425,-0.148,-0.83,0.82667,-0.055
1726426,-0.782,-2.59,0.74256,-0.077
1726427,-0.438,-0.82,0.91281,-0.033
1726428,-0.48,-0.89,0.91281,-0.033
1726429,-0.234,-0.59,0.82667,-0.055
1726430,-0.282,-0.95,0.74256,-0.077
1726431,-0.002,-0.01,1,-0.011
1726432,-0.29,-2.28,0.58407,-0.121
1726433,-0.05,-1.01,0.54644,-0.132
1726434,-0.218,-1.51,0.66142,-0.099
1726435,-0.573,-2.54,0.74256,-0.077
1726436,-0.467,-2.18,0.58407,-0.121
1726437,-0.565,-3.52,0.27356,-0.231
1726438,-0.981,-6.72,0.22844,-0.253
1726439,-0.742,-6.03,0.0798,-0.363
1726440,-0.298,-2.74,0.12531,-0.319
1726441,-0.239,-2.79,0.0892,-0.352
1726442,-0.142,-3.96,0.0789,-0.363
1726443,-0.003,-0.44,0.20727,-0.253
1726444,0,0,0.44471,-0.154
1726445,-0.072,-4.2,0.20547,-0.264
1726446,-0.007,-0.62,0.20727,-0.253
1726447,0,0,0.47975,-0.143
1726448,0,0,0.14347,-0.22
1726449,0,0,0.17926,-0.253
1726450,0,0,0.17926,-0.253
1726451,0,0,0.14289,-0.275
1726452,0,0,0.14289,-0.275
1726453,0,0,0.17926,-0.253
1726454,-0.015,-0.97,0.06838,-0.352
1726455,-0.019,-1.18,0.05949,-0.363
1726456,0,0,0.22211,-0.231
1726475,0,0,0.32869,-0.187
1726476,0,0,0.32869,-0.187
1726477,0,0,0.31759,-0.198
1726478,0,0,0.45689,-0.154
1726479,0,0,0.45689,-0.154
1726480,0,0,0.52901,-0.132
1726481,-0.003,-0.08,0.39066,-0.176
1726482,0,0,0.27184,-0.209
1726483,0,0,0.27184,-0.209
1726484,-0.005,-0.09,0.33061,-0.198
1726485,0,0,0.44471,-0.154
1726486,0,0,0.27184,-0.209
1726487,0,0,0.44471,-0.154
1726488,0,0,0.31759,-0.198
1726489,0,0,0.32869,-0.187
1726490,0,0,0.46383,-0.143
1726491,0,0,0.32869,-0.187
1726492,0,0,0.32869,-0.187
1726493,0,0,0.44471,-0.154
1726494,0,0,0.36781,-0.165
1726495,0,0,0.39274,-0.165
1726496,0,0,0.44016,-0.143
1726497,0,0,0.44016,-0.143
1726498,0,0,0.44016,-0.143
1726499,0,0,0.44016,-0.143
1726500,0,0,0.44016,-0.143
1726501,0,0,1,0.011
1726502,0,0,1,0.011
1726503,0,0,1,0.011
1726504,0,0,1,0.011
1726505,0,0,1,0.011
1726506,0,0,1,0.011
1726507,0,NA,NA,0
1726508,0,NA,NA,0
1726509,0,NA,NA,0
1726510,0,NA,NA,0
1726511,0,NA,NA,0
1726512,0,NA,NA,0
1726513,0,NA,NA,0
1726514,0,NA,NA,0
1726515,0,NA,NA,0
1726516,0,NA,NA,0
1726517,0,NA,NA,0
1726518,0,NA,NA,0
1726519,0,NA,NA,0
1726520,0,NA,NA,0
1726521,0,NA,NA,0
1726522,0,NA,NA,0
1726523,0,NA,NA,0
1726524,0,NA,NA,0
1726525,0,NA,NA,0
1726526,0,NA,NA,0
1726527,0,NA,NA,0
1726528,0,NA,NA,0
1726529,0,NA,NA,0
1726530,0,NA,NA,0
1726531,0,NA,NA,0
1726532,0,NA,NA,0
1726533,0,NA,NA,0
1726534,0,NA,NA,0
1726535,0,NA,NA,0
1726536,0,NA,NA,0
1726537,0,NA,NA,0
1728745,0,0,0.62528,0.099
1728746,0,0,0.60682,0.099
1728747,0,0,0.60682,0.099
1728758,0,0,0.397,-0.132
1728759,-0.002,-0.08,0.31203,-0.209
1728760,-0.033,-0.79,0.51122,-0.143
1728761,-0.026,-0.34,0.74256,-0.077
1728762,-0.04,-0.39,0.66142,-0.099
1728763,-0.36,-3.4,0.51122,-0.143
1728764,-0.088,-0.57,0.82667,-0.055
1728765,-0.083,-0.49,0.91281,-0.033
1728766,-0.297,-1.42,0.58407,-0.121
1728767,-0.444,-1.9,0.32442,-0.209
1728768,-0.534,-2.31,0.32442,-0.209
1728769,-0.322,-0.84,0.91281,-0.033
1728770,-0.061,-0.21,1,-0.011
1728771,0.065,0.19,1,0.011
1728772,-0.042,-0.1,1,-0.011
1728773,0.067,0.13,1,0.011
1728774,-1.469,-1.93,0.44342,-0.165
1728775,-0.315,-0.29,1,-0.011
1728776,0.23,0.15,0.82667,0.055
1728777,4.5,2.1,0.74256,0.077
1728778,3.502,1.37,0.74256,0.077
1728779,4.243,1.74,0.74256,0.077
1728780,2.272,1.24,0.58407,0.121
1728781,3.74,1.99,0.58407,0.121
1728782,3.763,1.53,0.66142,0.099
1728783,7.9,2.6,0.74256,0.077
1728784,5.277,1.81,0.66142,0.099
1728785,4.233,1.69,0.74256,0.077
1728786,4.253,1.65,0.82667,0.055
1728787,5.154,2.24,0.74256,0.077
1728788,4.579,2.23,0.74256,0.077
1728789,3.918,2.43,0.66142,0.099
1728790,2.224,1.86,0.58407,0.121
1728791,1.37,1.7,0.58407,0.121
1728792,2.692,5.34,0.32442,0.209
1728793,0.339,1,0.66142,0.099
1728794,2.186,4.49,0.27356,0.231
1728795,3.258,5.08,0.32442,0.209
1728796,2.51,5.03,0.27356,0.231
1728797,2.481,4.85,0.38107,0.187
1728798,0.642,1.88,0.82667,0.055
1728799,2.389,5,0.32442,0.209
1728800,1.584,2.07,0.74256,0.077
1728801,1.752,1.65,0.58407,0.121
1728802,2.877,2.29,0.58407,0.121
1728803,1.582,0.97,0.86935,0.044
1728804,2.7,1.49,0.82667,0.055
1728805,0.954,0.51,0.91281,0.033
1728806,2.634,1.59,0.74256,0.077
1728807,2.611,2.06,0.74256,0.077
1728808,0.82,0.97,1,0.011
1728809,1.418,3.5,0.58407,0.121
1728810,0.263,1.06,0.91281,0.033
1728811,0.242,0.96,0.91281,0.033
1728812,0.177,0.86,0.91281,0.033
1728813,-0.013,-0.08,1,-0.011
1728814,0.202,1.5,0.66142,0.099
1728815,0.022,0.09,1,0.011
