"nie_malla_modi_id","sen_slope_pnau","sen_slope_per_pnau","p_value_pnau","tau_pnau"
1728816,0.888,2.19,0.66142,0.099
1728817,1.799,1.9,0.66142,0.099
1728818,1.859,1.13,1,0.011
1728819,1.158,0.76,0.82667,0.055
1728820,1.244,0.97,0.91281,0.033
1728821,1.167,1.16,0.91281,0.033
1728822,-0.872,-1.25,1,-0.011
1728823,-0.066,-0.13,1,-0.011
1728824,-0.062,-0.17,1,-0.011
1728825,-0.411,-1.77,0.66142,-0.099
1728826,-0.202,-1.12,0.66142,-0.099
1728827,-0.22,-1.2,0.66142,-0.099
1728828,-0.201,-0.45,1,-0.011
1728829,-0.481,-0.63,0.91281,-0.033
1728830,-2.1,-3.95,0.91281,-0.033
1728831,-0.245,-0.66,0.82667,-0.055
1728832,-0.56,-2.4,0.74256,-0.077
1728833,-0.178,-1.14,0.74256,-0.077
1728834,-0.21,-2,0.54644,-0.132
1728835,-0.045,-0.93,0.50995,-0.143
1728836,-0.232,-1.81,0.54644,-0.132
1728837,-0.438,-2.08,0.66142,-0.099
1728838,-0.799,-5.17,0.22844,-0.253
1728839,-0.639,-5.32,0.15463,-0.297
1728840,-0.243,-2.51,0.32442,-0.209
1728841,-0.113,-1.32,0.10052,-0.341
1728842,-0.131,-2.46,0.04807,-0.407
1728843,-0.15,-4.79,0.07041,-0.374
1728844,-0.01,-0.93,0.61708,-0.11
1728845,0,0,0.34606,-0.187
1728846,0,0,0.27184,-0.209
1728847,0,0,0.34606,-0.187
1728848,0,0,0.47975,-0.143
1728849,0,0,0.27184,-0.209
1728850,0,0,0.29908,-0.176
1728851,0,0,0.18841,-0.22
1728852,0,0,0.17926,-0.253
1728853,0,0,0.17926,-0.253
1728854,0,0,0.17926,-0.253
1728855,0,0,0.17926,-0.253
1728856,0,0,0.17926,-0.253
1728857,0,0,0.17926,-0.253
1728858,0,0,0.17926,-0.253
1728876,0,0,0.32869,-0.187
1728877,0,0,0.32869,-0.187
1728878,0,0,0.32869,-0.187
1728879,0,0,0.27184,-0.209
1728880,0,0,0.37786,-0.176
1728881,0,0,0.37786,-0.176
1728882,0,0,0.37786,-0.176
1728883,0,0,0.44471,-0.154
1728884,0,0,0.52005,-0.121
1728885,0,0,0.53326,-0.11
1728886,0,0,0.52005,-0.121
1728887,0,0,0.52005,-0.121
1728888,0,0,0.52005,-0.121
1728889,0,0,0.44471,-0.154
1728890,0,0,0.52005,-0.121
1728891,0,0,0.52005,-0.121
1728892,0,0,0.44016,-0.143
1728893,0,0,0.44016,-0.143
1728894,0,0,0.32869,-0.187
1728895,0,0,0.44016,-0.143
1728896,0,0,0.44636,-0.132
1728897,0,0,0.44636,-0.132
1728898,0,0,0.14347,-0.22
1728899,0,0,0.58544,-0.077
1728900,0,0,0.58544,-0.077
1728901,0,0,0.46706,-0.099
1728902,0,0,0.58544,-0.077
1728903,0,0,1,0.011
1728904,0,0,1,0.011
1728905,0,0,1,0.011
1728906,0,0,1,0.011
1728907,0,NA,NA,0
1728908,0,NA,NA,0
1728909,0,NA,NA,0
1728910,0,NA,NA,0
1728911,0,NA,NA,0
1728912,0,NA,NA,0
1728913,0,NA,NA,0
1728914,0,NA,NA,0
1728915,0,NA,NA,0
1728916,0,NA,NA,0
1728917,0,NA,NA,0
1728918,0,NA,NA,0
1728919,0,NA,NA,0
1728920,0,NA,NA,0
1728921,0,NA,NA,0
1728922,0,NA,NA,0
1728923,0,NA,NA,0
1728924,0,NA,NA,0
1728925,0,NA,NA,0
1728926,0,NA,NA,0
1728927,0,NA,NA,0
1728928,0,NA,NA,0
1728929,0,NA,NA,0
1728930,0,NA,NA,0
1728931,0,NA,NA,0
1728932,0,NA,NA,0
1728933,0,NA,NA,0
1728934,0,NA,NA,0
1728935,0,NA,NA,0
1728936,0,NA,NA,0
1728937,0,NA,NA,0
1728938,0,NA,NA,0
1728939,0,NA,NA,0
1728940,0,NA,NA,0
1731148,0,0,0.62528,0.099
1731149,0,0,0.62528,0.099
1731160,0,0,0.30337,-0.187
1731161,-0.002,-0.08,0.31203,-0.209
1731162,-0.02,-0.26,0.78398,-0.066
1731163,-0.19,-1.63,0.66142,-0.099
1731164,-0.175,-1.32,0.74256,-0.077
1731165,-0.235,-1.74,0.58407,-0.121
1731166,-0.574,-4,0.58407,-0.121
1731167,-0.175,-1.1,0.82667,-0.055
1731168,-0.164,-0.96,0.91281,-0.033
1731169,-0.019,-0.13,0.91281,-0.033
1731170,-0.1,-0.58,0.82667,-0.055
1731171,-0.027,-0.17,1,-0.011
1731172,-0.021,-0.13,1,-0.011
1731173,-0.168,-0.54,0.91281,-0.033
1731174,-0.383,-0.91,1,-0.011
1731175,-0.693,-1.31,0.91281,-0.033
1731176,-1.255,-1.5,0.74256,-0.077
1731177,-0.006,-0.01,1,-0.011
1731178,0.455,0.29,0.91281,0.033
1731179,3.656,1.78,0.74256,0.077
1731180,2.556,1.26,0.74256,0.077
1731181,2.867,1.55,0.44342,0.165
1731182,2.027,1.37,0.66142,0.099
1731183,3.919,1.99,0.66142,0.099
1731184,3.421,1.34,0.74256,0.077
1731185,7.68,2.5,0.74256,0.077
1731186,3.815,1.44,0.66142,0.099
1731187,4.46,2,0.74256,0.077
1731188,4.143,2.15,0.66142,0.099
1731189,4.116,2.23,0.74256,0.077
1731190,4.196,2.02,0.66142,0.099
1731191,4.368,2.57,0.74256,0.077
1731192,4.357,3.08,0.58407,0.121
1731193,3.277,3.26,0.74256,0.077
1731194,2.994,4.82,0.32442,0.209
1731195,0.718,2.03,0.74256,0.077
1731196,0.279,0.87,0.66142,0.099
1731197,2.076,4.39,0.22844,0.253
1731198,2.218,4.69,0.22844,0.253
1731199,0.646,2.35,0.58407,0.121
1731200,0.345,1.06,0.66142,0.099
1731201,2.36,5.66,0.32442,0.209
1731202,1.647,2.25,0.58407,0.121
1731203,2.556,2.3,0.58407,0.121
1731204,3.277,2.47,0.58407,0.121
1731205,3.203,1.94,0.82667,0.055
1731206,3.014,1.67,0.82667,0.055
1731207,2.951,1.82,0.82667,0.055
1731208,2.78,2.15,0.58407,0.121
1731209,2.72,2.33,0.58407,0.121
1731210,0.518,0.7,1,0.011
1731211,1.245,2.75,0.44342,0.165
1731212,0.263,0.95,0.91281,0.033
1731213,0.22,1.22,0.74256,0.077
1731214,0.129,0.86,0.74256,0.077
1731215,0.181,1.57,0.74256,0.077
1731216,0.024,0.11,1,0.011
1731217,0.276,0.94,0.6217,0.11
1731218,1.016,2.23,0.91281,0.033
1731219,1.166,0.94,0.74256,0.077
1731220,1.89,1.23,0.82667,0.055
1731221,1.28,0.89,0.74256,0.077
1731222,1.555,1.26,0.91281,0.033
1731223,1.782,1.98,0.66142,0.099
1731224,-0.136,-0.2,0.82667,-0.055
1731225,-0.062,-0.13,1,-0.011
1731226,-0.271,-0.84,0.70113,-0.088
1731227,-0.056,-0.31,0.91281,-0.033
1731228,-0.102,-0.74,0.82667,-0.055
1731229,-0.613,-2.29,0.51122,-0.143
1731230,-0.28,-0.6,0.91281,-0.033
1731231,0.221,0.39,1,0.011
1731232,-0.437,-0.89,0.91281,-0.033
1731233,-0.827,-2.37,1,-0.011
1731234,-0.056,-0.3,0.82667,-0.055
1731235,-0.272,-1.99,0.54644,-0.132
1731236,-0.13,-1.53,0.51122,-0.143
1731237,-0.019,-0.49,0.37772,-0.187
1731238,-0.37,-2.69,0.44342,-0.165
1731239,-0.35,-1.93,0.44342,-0.165
1731240,-0.53,-4.56,0.18889,-0.275
1731241,-0.09,-0.97,0.27356,-0.231
1731242,-0.029,-0.58,0.24768,-0.242
1731243,-0.03,-1.08,0.26726,-0.231
1731244,-0.021,-1.21,0.47467,-0.154
1731245,-0.014,-1.04,0.54113,-0.132
1731246,-0.004,-0.58,0.1689,-0.275
1731247,0,0,0.40967,-0.165
1731248,0,0,0.18841,-0.22
1731249,0,0,0.24521,-0.22
1731250,0,0,0.24691,-0.209
1731251,0,0,0.18841,-0.22
1731252,0,0,0.06904,-0.231
1731253,0,0,0.19054,-0.198
1731254,0,0,0.18841,-0.22
1731255,0,0,0.18841,-0.22
1731279,0,0,0.32869,-0.187
1731280,0,0,0.32869,-0.187
1731281,0,0,0.52005,-0.121
1731282,0,0,0.52005,-0.121
1731283,0,0,0.53326,-0.11
1731284,0,0,0.53326,-0.11
1731285,0,0,0.53326,-0.11
1731286,0,0,0.53326,-0.11
1731287,0,0,0.81732,-0.044
1731288,0,0,0.53326,-0.11
1731289,0,0,0.53326,-0.11
1731290,0,0,0.52005,-0.121
1731291,0,0,0.52005,-0.121
1731292,0,0,0.53326,-0.11
1731293,0,0,0.19054,-0.198
1731294,0,0,0.53326,-0.11
1731295,0,0,0.53326,-0.11
1731296,0,0,0.58544,-0.077
1731297,0,0,0.58544,-0.077
1731298,0,0,0.58544,-0.077
1731299,0,0,0.58544,-0.077
1731300,0,0,0.58544,-0.077
1731301,0,0,0.58544,-0.077
1731302,0,0,0.58544,-0.077
1731303,0,0,0.46706,-0.099
1731304,0,NA,NA,0
1731305,0,NA,NA,0
1731306,0,0,1,0.011
1731307,0,NA,NA,0
1731308,0,NA,NA,0
1731309,0,NA,NA,0
1731310,0,NA,NA,0
1731311,0,NA,NA,0
1731312,0,NA,NA,0
1731313,0,NA,NA,0
1731314,0,NA,NA,0
1731315,0,NA,NA,0
1731316,0,NA,NA,0
1731317,0,NA,NA,0
1731320,0,NA,NA,0
1731321,0,NA,NA,0
1731322,0,NA,NA,0
1731323,0,NA,NA,0
1731324,0,NA,NA,0
1731325,0,NA,NA,0
1731326,0,NA,NA,0
1731327,0,NA,NA,0
1731328,0,NA,NA,0
1731329,0,NA,NA,0
1731330,0,NA,NA,0
1731331,0,NA,NA,0
1731332,0,NA,NA,0
1731333,0,NA,NA,0
1731334,0,NA,NA,0
1731335,0,NA,NA,0
1731336,0,NA,NA,0
1731337,0,NA,NA,0
1731338,0,NA,NA,0
1731339,0,NA,NA,0
1731340,0,NA,NA,0
1731341,0,NA,NA,0
1731342,0,NA,NA,0
1733551,0,0,0.72924,0.066
1733562,0,0,0.36781,-0.165
1733563,-0.025,-1.11,0.17767,-0.275
1733564,-0.017,-0.27,0.70113,-0.088
1733565,-0.136,-1.23,0.66142,-0.099
1733566,-0.263,-2.28,0.66142,-0.099
1733567,-0.336,-2.61,0.51122,-0.143
1733568,-0.338,-2.74,0.51122,-0.143
1733569,-0.59,-5.47,0.476,-0.154
1733570,-0.183,-1.85,0.66142,-0.099
1733571,-0.122,-1.13,0.66142,-0.099
1733572,-0.13,-1.34,0.54644,-0.132
1733573,-0.096,-0.65,0.82667,-0.055
1733574,-0.058,-0.24,1,-0.011
1733575,-0.495,-1.1,0.91281,-0.033
1733576,-0.768,-1.22,0.91281,-0.033
1733577,-1.396,-1.57,0.66142,-0.099
1733578,-1.548,-1.31,0.74256,-0.077
1733579,0.025,0.02,1,0.011
1733580,2.569,1.42,0.74256,0.077
1733581,2.835,1.51,0.51122,0.143
1733582,1.523,1.08,0.74256,0.077
1733583,0.63,0.53,0.91281,0.033
1733584,1.853,1.12,0.58407,0.121
1733585,4.564,2.04,0.66142,0.099
1733586,3.031,1.12,0.74256,0.077
1733587,3.3,1.23,0.66142,0.099
1733588,4.3,1.89,0.66142,0.099
1733589,3.91,2.04,0.66142,0.099
1733590,3.857,2.53,0.74256,0.077
1733591,4.058,2.46,0.74256,0.077
1733592,4.121,1.89,0.82667,0.055
1733593,4.701,2.58,0.74256,0.077
1733594,3.682,2.46,0.51122,0.143
1733595,1.362,1.26,0.58407,0.121
1733596,2.35,3.3,0.51122,0.143
1733597,2.767,5.76,0.27356,0.231
1733598,0.281,0.93,0.66142,0.099
1733599,0.448,1.75,0.58407,0.121
1733600,0.345,1.02,0.66142,0.099
1733601,0.255,1.18,0.66142,0.099
1733602,1.489,3.9,0.32442,0.209
1733603,2.769,4.81,0.38107,0.187
1733604,1.414,1.79,0.74256,0.077
1733605,2.582,2.26,0.58407,0.121
1733606,2.473,1.73,0.66142,0.099
1733607,3.519,2.06,0.82667,0.055
1733608,3.334,1.99,0.82667,0.055
1733609,2.911,2.24,0.58407,0.121
1733610,1.07,1.2,0.74256,0.077
1733611,0.678,0.91,1,0.011
1733612,0.575,1.01,0.66142,0.099
1733613,1.478,3.25,0.44342,0.165
1733614,1.188,3.39,0.51122,0.143
1733615,0.085,0.42,0.82667,0.055
1733616,0.204,1.64,0.66142,0.099
1733617,0.162,1.3,0.74256,0.077
1733618,0.091,0.4,0.91281,0.033
1733619,0.462,0.99,0.82667,0.055
1733620,0.115,0.16,0.91281,0.033
1733621,1.521,1.36,0.91281,0.033
1733622,1.91,1.42,0.74256,0.077
1733623,1.337,1.02,0.82667,0.055
1733624,1.445,1.37,0.91281,0.033
1733625,0.636,0.77,0.82667,0.055
1733626,0.221,0.35,0.91281,0.033
1733627,-0.144,-0.32,1,-0.011
1733628,-0.238,-0.77,0.91281,-0.033
1733629,-0.141,-0.76,0.66142,-0.099
1733630,-0.254,-2.82,0.58407,-0.121
1733631,-0.464,-1.87,0.66142,-0.099
1733632,-0.524,-1.49,0.91281,-0.033
1733633,-0.316,-0.77,0.91281,-0.033
1733634,0.11,0.29,1,0.011
1733635,-0.27,-0.93,0.74256,-0.077
1733636,-0.072,-0.4,0.91281,-0.033
1733637,-0.29,-2.54,0.51122,-0.143
1733638,-0.05,-0.8,0.54644,-0.132
1733639,-0.023,-0.36,0.54644,-0.132
1733640,-0.25,-2.27,0.32442,-0.209
1733641,-0.478,-3.75,0.38107,-0.187
1733642,-0.081,-0.84,0.32442,-0.209
1733643,-0.026,-0.55,0.20547,-0.264
1733644,-0.05,-2.31,0.32102,-0.209
1733645,0,0,0.51784,-0.132
1733646,0,0,0.22211,-0.231
1733647,0,0,0.22211,-0.231
1733648,0,0,0.22211,-0.231
1733649,0,0,0.18841,-0.22
1733650,0,0,0.06904,-0.231
1733653,0,0,0.06904,-0.231
1733654,0,0,0.05523,-0.242
1733656,0,0,0.19054,-0.198
1733657,0,0,0.19054,-0.198
1733682,0,0,0.53326,-0.11
1733683,0,0,0.53326,-0.11
1733684,0,0,0.53326,-0.11
1733685,0,0,0.53326,-0.11
1733686,0,0,0.81732,-0.044
1733687,0,0,0.81732,-0.044
1733688,0,0,0.81732,-0.044
1733689,0,0,0.3633,-0.121
1733690,0,0,0.81732,-0.044
1733691,0,0,0.53326,-0.11
1733692,0,0,0.53326,-0.11
1733693,0,0,0.81732,-0.044
1733694,0,0,0.3633,-0.121
1733695,0,0,0.3633,-0.121
1733696,0,0,0.58544,-0.077
1733697,0,0,1,0.011
1733698,0,0,0.46706,-0.099
1733699,0,0,0.46706,-0.099
1733700,0,0,0.44636,-0.132
1733701,0,0,0.58544,-0.077
1733702,0,0,0.44636,-0.132
1733703,0,0,0.58544,-0.077
1733704,0,0,0.46706,-0.099
1733705,0,0,0.58544,-0.077
1733706,0,0,0.46706,-0.099
1733707,0,NA,NA,0
1733708,0,NA,NA,0
1733709,0,NA,NA,0
1733710,0,NA,NA,0
1733711,0,NA,NA,0
1733712,0,NA,NA,0
1733713,0,NA,NA,0
1733714,0,NA,NA,0
1733715,0,NA,NA,0
1733716,0,NA,NA,0
1733717,0,NA,NA,0
1733726,0,NA,NA,0
1733727,0,NA,NA,0
1733728,0,NA,NA,0
1733729,0,NA,NA,0
1733730,0,NA,NA,0
1733731,0,NA,NA,0
1733732,0,NA,NA,0
1733733,0,NA,NA,0
1733734,0,NA,NA,0
1733735,0,NA,NA,0
1733736,0,NA,NA,0
1733737,0,NA,NA,0
1733738,0,NA,NA,0
1733739,0,NA,NA,0
1733740,0,NA,NA,0
1733741,0,NA,NA,0
1733742,0,NA,NA,0
1733743,0,NA,NA,0
1733744,0,NA,NA,0
1735964,0,0,0.397,-0.132
1735965,0,0,0.28912,-0.209
1735966,-0.004,-0.05,1,-0.011
1735967,-0.009,-0.1,0.91281,-0.033
1735968,-0.049,-0.47,0.74256,-0.077
1735969,-0.056,-0.63,0.6217,-0.11
1735970,-0.023,-0.4,0.6217,-0.11
1735971,-0.02,-0.27,0.78398,-0.066
1735972,-0.018,-0.21,0.78398,-0.066
1735973,-0.018,-0.22,0.66046,-0.099
1735974,-0.462,-3.35,0.66142,-0.099
1735975,-0.137,-0.61,0.74256,-0.077
1735976,-0.386,-0.99,0.74256,-0.077
1735977,-0.25,-0.49,0.91281,-0.033
1735978,-1.463,-1.64,0.74256,-0.077
1735979,-0.195,-0.18,0.91281,-0.033
1735980,-0.433,-0.3,0.91281,-0.033
1735981,2.3,1.34,0.82667,0.055
1735982,1.862,1.16,0.58407,0.121
1735983,1.271,0.94,0.74256,0.077
1735984,0.859,0.93,0.74256,0.077
1735985,1.544,1.2,0.82667,0.055
1735986,2.253,1.27,0.44342,0.165
1735987,3.804,1.61,0.66142,0.099
1735988,3.25,1.26,0.66142,0.099
1735989,5.327,2.13,0.66142,0.099
1735990,3.81,1.97,0.51122,0.143
1735991,3.72,2.5,0.74256,0.077
1735992,2.352,1.98,0.66142,0.099
1735993,4.394,2.76,0.74256,0.077
1735994,2.831,1.42,0.66142,0.099
1735995,4.329,2.58,0.74256,0.077
1735996,4.024,2.71,0.51122,0.143
1735997,1.842,1.63,0.66142,0.099
1735998,2.821,3.72,0.51122,0.143
1735999,3.553,5.7,0.32442,0.209
1736000,2.192,4.93,0.32442,0.209
1736001,0.453,1.83,0.66142,0.099
1736002,0.456,1.84,0.66142,0.099
1736003,0.461,1.86,0.66142,0.099
1736004,2.597,5.24,0.32442,0.209
1736005,1.415,1.96,0.44342,0.165
1736006,1.371,1.31,0.82667,0.055
1736007,3.393,2.64,0.58407,0.121
1736008,3.193,2.08,0.66142,0.099
1736009,3.574,1.94,0.74256,0.077
1736010,2.42,1.72,0.58407,0.121
1736011,1.925,1.76,0.58407,0.121
1736012,1.466,2.57,0.51122,0.143
1736013,1.536,3.66,0.44342,0.165
1736014,1.619,3.87,0.44342,0.165
1736015,1.077,2.9,0.38107,0.187
1736016,0.928,2.93,0.38107,0.187
1736017,0.069,0.36,0.91281,0.033
1736018,-0.048,-0.53,0.70113,-0.088
1736019,0.208,1.51,0.66142,0.099
1736020,0.142,0.58,0.91281,0.033
1736021,0.706,1.65,0.51122,0.143
1736022,-0.98,-1.57,0.82667,-0.055
1736023,1.578,1.56,0.82667,0.055
1736024,2.321,1.88,0.91281,0.033
1736025,1.409,1.4,0.91281,0.033
1736026,1.091,1.19,0.66142,0.099
1736027,0.307,0.41,1,0.011
1736028,0.067,0.13,1,0.011
1736029,-0.272,-0.63,1,-0.011
1736030,-0.387,-1.4,0.82667,-0.055
1736031,-0.36,-2.6,0.6217,-0.11
1736032,-0.094,-1.14,0.54644,-0.132
1736033,-0.227,-1.27,0.66142,-0.099
1736034,-0.456,-1.94,0.74256,-0.077
1736035,-0.15,-0.5,0.91281,-0.033
1736036,-0.52,-1.65,0.82667,-0.055
1736037,-0.099,-0.46,0.82667,-0.055
1736038,-0.196,-1.35,0.58407,-0.121
1736039,-0.079,-0.82,0.58407,-0.121
1736040,-0.02,-0.66,0.37964,-0.187
1736041,-0.015,-0.55,0.37964,-0.187
1736042,-0.197,-1.52,0.27356,-0.231
1736043,-0.038,-0.33,0.54644,-0.132
1736044,-0.017,-0.29,0.54113,-0.132
1736045,-0.014,-0.56,0.31203,-0.209
1736046,-0.006,-0.66,0.33061,-0.198
1736047,0,0,0.27184,-0.209
1736048,0,0,0.27184,-0.209
1736050,0,0,0.18841,-0.22
1736055,0,0,0.0455,-0.253
1736092,0,0,0.81732,-0.044
1736093,0,0,0.81732,-0.044
1736094,0,0,0.81732,-0.044
1736095,0,0,0.3633,-0.121
1736096,0,0,0.3633,-0.121
1736097,0,0,0.3633,-0.121
1736098,0,0,0.3633,-0.121
1736099,0,0,0.58544,-0.077
1736100,0,0,0.58544,-0.077
1736101,0,0,0.46706,-0.099
1736102,0,0,0.46706,-0.099
1736103,0,0,0.46706,-0.099
1736104,0,0,0.19054,-0.198
1736105,0,0,0.58544,-0.077
1736106,0,NA,NA,0
1736107,0,0,0.46706,-0.099
1736108,0,NA,NA,0
1736109,0,NA,NA,0
1736110,0,NA,NA,0
1736111,0,NA,NA,0
1736112,0,NA,NA,0
1736113,0,NA,NA,0
1736114,0,NA,NA,0
1736115,0,NA,NA,0
1736116,0,NA,NA,0
1736117,0,NA,NA,0
1736140,0,NA,NA,0
1736141,0,NA,NA,0
1736142,0,NA,NA,0
1736143,0,NA,NA,0
1736144,0,NA,NA,0
1736145,0,NA,NA,0
1736146,0,NA,NA,0
1736147,0,NA,NA,0
1738367,0,0,0.36781,-0.165
1738368,-0.015,-0.47,0.50995,-0.143
1738369,-0.017,-0.32,0.6217,-0.11
1738370,-0.018,-0.44,0.66046,-0.099
1738371,-0.016,-0.49,0.44205,-0.165
1738372,-0.008,-0.28,0.29413,-0.22
1738373,-0.052,-1.64,0.18756,-0.275
1738374,-0.023,-0.69,0.37964,-0.187
1738375,-0.077,-0.78,0.70113,-0.088
1738376,-0.28,-2.03,0.74256,-0.077
1738377,-0.244,-1.07,0.74256,-0.077
1738378,0.11,0.25,1,0.011
1738379,-0.44,-0.61,0.91281,-0.033
1738380,-1.272,-1.3,0.74256,-0.077
1738381,-0.637,-0.51,0.91281,-0.033
1738382,-0.698,-0.47,1,-0.011
1738383,0.233,0.17,1,0.011
1738384,0.722,0.59,0.91281,0.033
1738385,-0.307,-0.39,1,-0.011
1738386,-0.15,-0.2,1,-0.011
1738387,0.976,0.84,0.82667,0.055
1738388,1.866,1.17,0.58407,0.121
1738389,3.626,1.74,0.58407,0.121
1738390,4.04,1.83,0.66142,0.099
1738391,4.452,2.18,0.66142,0.099
1738392,3.002,1.87,0.74256,0.077
1738393,2.71,2,0.66142,0.099
1738394,1.372,1.34,0.82667,0.055
1738395,4.266,2.72,0.74256,0.077
1738396,4.162,2.52,0.74256,0.077
1738397,3.93,2.6,0.58407,0.121
1738398,2.452,1.92,0.58407,0.121
1738399,2.11,2.18,0.74256,0.077
1738400,2.83,3.93,0.44342,0.165
1738401,2.945,5.55,0.38107,0.187
1738402,2,4.77,0.44342,0.165
1738403,0.465,1.71,0.66142,0.099
1738404,-0.001,-0.01,0.95628,-0.022
1738405,0.344,1.05,0.74256,0.077
1738406,2.31,5.31,0.32442,0.209
1738407,1.77,2.35,0.58407,0.121
1738408,2.64,2.25,0.58407,0.121
1738409,3.514,2.54,0.58407,0.121
1738410,4.011,2.35,0.82667,0.055
1738411,2.124,1.2,0.91281,0.033
1738412,2.66,1.95,0.66142,0.099
1738413,-0.143,-0.18,1,-0.011
1738414,2.054,4.51,0.32442,0.209
1738415,0.38,1.36,0.91281,0.033
1738416,0.29,1.09,0.91281,0.033
1738417,0.481,1.71,0.74256,0.077
1738418,0.3,1.19,0.82667,0.055
1738419,0.255,1.51,0.66142,0.099
1738420,-0.155,-1.85,0.69999,-0.088
1738421,0.109,0.6,0.82667,0.055
1738422,0.029,0.11,0.91281,0.033
1738423,0.808,2.26,0.44342,0.165
1738424,0.053,0.07,1,0.011
1738425,1.835,1.76,0.82667,0.055
1738426,1.057,1.08,0.74256,0.077
1738427,0.7,0.83,0.82667,0.055
1738428,0.434,0.58,0.91281,0.033
1738429,-0.25,-0.38,1,-0.011
1738430,0.218,0.43,1,0.011
1738431,0.043,0.11,1,0.011
1738432,0.06,0.21,0.91281,0.033
1738433,-0.35,-2.46,0.6217,-0.11
1738434,-0.017,-0.23,0.78398,-0.066
1738435,-0.03,-0.33,0.78398,-0.066
1738436,-0.176,-1.12,0.66142,-0.099
1738437,-0.425,-2.32,0.58407,-0.121
1738438,-0.522,-2.02,0.74256,-0.077
1738439,-0.183,-1.08,0.6217,-0.11
1738440,-0.11,-0.86,0.6217,-0.11
1738441,-0.049,-0.66,0.47422,-0.154
1738442,-0.002,-0.08,0.61708,-0.11
1738443,-0.005,-0.14,0.65622,-0.099
1738444,-0.038,-0.35,0.69999,-0.088
1738445,-0.012,-0.2,0.61708,-0.11
1738446,-0.015,-0.47,0.54113,-0.132
1738447,-0.01,-0.59,0.27689,-0.22
1738448,0,0,0.47975,-0.143
1738495,0,0,0.3633,-0.121
1738496,0,0,0.3633,-0.121
1738497,0,0,0.3633,-0.121
1738498,0,0,0.3633,-0.121
1738499,0,NA,NA,0
1738500,0,NA,NA,0
1738501,0,NA,NA,0
1738502,0,NA,NA,0
1738503,0,NA,NA,0
1738504,0,0,0.46706,-0.099
1738505,0,0,0.46706,-0.099
1738506,0,0,0.46706,-0.099
1738507,0,NA,NA,0
1738508,0,NA,NA,0
1738509,0,NA,NA,0
1738510,0,NA,NA,0
1738511,0,NA,NA,0
1738512,0,NA,NA,0
1738513,0,NA,NA,0
1738514,0,NA,NA,0
1738515,0,NA,NA,0
1738516,0,NA,NA,0
1738543,0,NA,NA,0
1738544,0,NA,NA,0
1738545,0,NA,NA,0
1738546,0,NA,NA,0
1738547,0,NA,NA,0
1738548,0,NA,NA,0
1738549,0,NA,NA,0
1740770,0,0,0.62528,-0.099
1740771,-0.005,-0.17,0.74181,-0.077
1740772,0,0,0.30337,-0.187
1740773,0,0,0.17926,-0.253
1740774,-0.009,-0.28,0.6217,-0.11
1740775,-0.01,-0.35,0.1288,-0.308
1740776,-0.036,-0.39,0.78398,-0.066
1740777,-0.247,-1.68,0.74256,-0.077
1740778,-0.088,-0.44,0.91281,-0.033
1740779,-0.232,-0.75,0.74256,-0.077
1740780,0.032,0.07,1,0.011
1740781,-1.53,-2.06,0.66142,-0.099
1740782,-0.748,-0.66,0.91281,-0.033
1740783,-1.202,-0.89,0.82667,-0.055
1740784,-1.108,-0.76,0.91281,-0.033
1740785,-0.706,-0.63,0.82667,-0.055
1740786,0.215,0.24,0.91281,0.033
1740787,0.716,1.44,0.82667,0.055
1740788,0.289,0.43,0.82667,0.055
1740789,0.618,0.62,0.74256,0.077
1740790,1.872,1.24,0.66142,0.099
1740791,3.607,1.8,0.44342,0.165
1740792,2.185,1.26,0.66142,0.099
1740793,3.135,2.13,0.74256,0.077
1740794,3.556,2.52,0.66142,0.099
1740795,1.242,1.18,0.74256,0.077
1740796,1.39,1.39,0.91281,0.033
1740797,3.81,2.55,0.66142,0.099
1740798,3.68,2.53,0.58407,0.121
1740799,2.354,1.85,0.66142,0.099
1740800,2.114,2.2,0.66142,0.099
1740801,3.004,4.41,0.44342,0.165
1740802,2.638,4.82,0.32442,0.209
1740803,0.602,1.74,0.82667,0.055
1740804,0.47,1.85,0.66142,0.099
1740805,0.169,0.86,0.74256,0.077
1740806,0.282,1.48,0.82667,0.055
1740807,0.673,1.9,0.82667,0.055
1740808,2.497,4.41,0.44342,0.165
1740809,1.694,1.77,0.74256,0.077
1740810,2.64,2.21,0.66142,0.099
1740811,3.463,2.21,0.66142,0.099
1740812,4.077,2.36,0.82667,0.055
1740813,4.073,2.6,0.66142,0.099
1740814,2.984,2.14,0.58407,0.121
1740815,2.168,2.02,0.66142,0.099
1740816,2.057,3.82,0.51122,0.143
1740817,0.602,1.92,0.51122,0.143
1740818,0.224,1.15,0.74256,0.077
1740819,0.27,1.59,0.66142,0.099
1740820,0.263,1.51,0.74256,0.077
1740821,0.002,0.02,1,0.011
1740822,-0.111,-0.98,0.86935,-0.044
1740823,0.174,1.23,0.66142,0.099
1740824,0.204,0.76,0.58407,0.121
1740825,-0.603,-1.12,0.91281,-0.033
1740826,0.91,1.02,0.91281,0.033
1740827,0.567,0.69,0.82667,0.055
1740828,0.133,0.18,1,0.011
1740829,0.157,0.21,0.91281,0.033
1740830,0.2,0.31,1,0.011
1740831,-0.01,-0.02,1,-0.011
1740832,0.067,0.14,1,0.011
1740833,-0.246,-0.67,0.82667,-0.055
1740834,0.088,0.32,1,0.011
