"nie_malla_modi_id","sen_slope_presu","sen_slope_per_presu","p_value_presu","tau_presu"
1723996,0.496,1,0.91281,0.033
1723997,0.218,0.42,0.91281,0.033
1723998,0.392,0.73,0.82667,0.055
1723999,0.628,1.13,0.82667,0.055
1724000,1.018,1.75,0.74256,0.077
1724001,1.108,1.85,0.74256,0.077
1724002,1.074,1.8,0.66142,0.099
1724003,0.677,1.2,0.74256,0.077
1724004,0.519,0.96,0.74256,0.077
1724005,0.631,1.18,0.66142,0.099
1724006,0.759,1.46,0.51122,0.143
1724007,1.361,2.72,0.51122,0.143
1724008,1.425,2.99,0.51122,0.143
1724009,1.814,4.05,0.44342,0.165
1724010,1.844,4.28,0.44342,0.165
1724011,1.873,4.4,0.44342,0.165
1724012,2.535,5.46,0.44342,0.165
1724013,2.265,4.51,0.44342,0.165
1724014,2.163,4.03,0.38107,0.187
1724015,2.678,4.59,0.44342,0.165
1724016,2.837,5.09,0.44342,0.165
1724017,2.75,5.03,0.38107,0.187
1724018,2.25,4.28,0.38107,0.187
1724019,2.113,4.18,0.44342,0.165
1724020,1.918,4.04,0.38107,0.187
1724021,1.844,3.91,0.32442,0.209
1724022,1.863,3.81,0.38107,0.187
1724023,1.826,3.88,0.44342,0.165
1724024,1.853,4.11,0.44342,0.165
1724025,1.874,3.83,0.44342,0.165
1724026,2.235,4.27,0.44342,0.165
1724027,1.911,3.74,0.44342,0.165
1724028,1.92,3.88,0.58407,0.121
1724029,1.926,4.01,0.58407,0.121
1724030,1.926,4.19,0.44342,0.165
1724031,1.667,3.87,0.44342,0.165
1724032,1.931,4.08,0.51122,0.143
1724033,1.941,3.92,0.58407,0.121
1724034,1.941,3.91,0.58407,0.121
1724035,1.94,3.93,0.58407,0.121
1724036,1.967,4.02,0.58407,0.121
1724037,2.113,4.41,0.58407,0.121
1724038,2.141,4.48,0.58407,0.121
1724039,2.019,4.32,0.51122,0.143
1724040,1.664,3.8,0.51122,0.143
1724041,1.336,3.25,0.44342,0.165
1724042,1.491,3.52,0.44342,0.165
1724043,1.732,3.91,0.51122,0.143
1724044,1.459,3.47,0.44342,0.165
1724045,1.195,3,0.44342,0.165
1724046,1.375,3.67,0.51122,0.143
1724047,0.551,1.25,0.74256,0.077
1724048,0.556,1.22,0.74256,0.077
1724049,0.603,1.31,0.74256,0.077
1724050,0.653,1.43,0.66142,0.099
1724051,0.55,1.2,0.58407,0.121
1724052,0.448,0.98,0.58407,0.121
1724053,0.557,1.23,0.58407,0.121
1724054,0.65,1.49,0.66142,0.099
1724055,0.674,1.63,0.66142,0.099
1724056,0.652,1.51,0.74256,0.077
1724057,0.659,1.49,0.74256,0.077
1724063,1.435,3.16,0.74256,0.077
1724064,1.377,2.99,0.74256,0.077
1724072,0.597,1.32,0.74256,0.077
1724073,0.737,1.61,0.74256,0.077
1724074,1.018,2.2,0.66142,0.099
1724075,1.025,2.23,0.58407,0.121
1724076,1.014,2.25,0.58407,0.121
1724077,1.35,2.9,0.51122,0.143
1724078,1.26,2.77,0.51122,0.143
1724079,1.346,3.01,0.51122,0.143
1724080,1.029,2.47,0.51122,0.143
1724081,1.024,2.48,0.51122,0.143
1724082,1.451,3.18,0.44342,0.165
1724083,1.428,3.06,0.51122,0.143
1724084,1.361,2.97,0.44342,0.165
1724085,1.272,2.84,0.44342,0.165
1724086,1.177,2.75,0.38107,0.187
1724087,1.018,2.44,0.44342,0.165
1724088,0.888,2.16,0.51122,0.143
1724089,0.666,1.6,0.51122,0.143
1724090,0.705,1.67,0.51122,0.143
1724091,0.665,1.55,0.44342,0.165
1724092,0.75,1.85,0.44342,0.165
1724093,0.69,1.78,0.51122,0.143
1724094,0.795,2.07,0.38107,0.187
1724095,0.926,2.44,0.38107,0.187
1724096,1.077,2.93,0.51122,0.143
1724097,0.989,2.77,0.51122,0.143
1724098,0.846,2.48,0.51122,0.143
1724099,0.65,2.01,0.44342,0.165
1724100,0.661,2.05,0.51122,0.143
1724101,0.585,1.87,0.51122,0.143
1724102,0.632,2,0.51122,0.143
1724103,0.61,1.97,0.66142,0.099
1724104,0.664,2.25,0.74256,0.077
1724105,0.525,1.84,0.66142,0.099
1724106,0.447,1.58,0.66142,0.099
1724107,0.318,1.19,0.74256,0.077
1724108,0.352,1.32,0.74256,0.077
1724109,-0.027,-0.11,1,-0.011
1724110,0.116,0.45,0.82667,0.055
1724111,0.1,0.4,0.91281,0.033
1724112,0.168,0.68,0.91281,0.033
1724113,-0.006,-0.02,1,-0.011
1724114,0.247,1.01,0.74256,0.077
1724115,0.18,0.75,0.82667,0.055
1724116,0.251,1.04,0.91281,0.033
1724117,0.207,0.86,0.91281,0.033
1724118,0.372,1.53,0.91281,0.033
1724119,0.348,1.45,0.91281,0.033
1724120,0.25,1.01,0.82667,0.055
1724121,0.396,1.64,0.91281,0.033
1724122,0.397,1.62,0.91281,0.033
1724123,0.332,1.33,0.91281,0.033
1724124,0.379,1.57,1,0.011
1724125,0.388,1.56,1,0.011
1724126,0.376,1.54,1,0.011
1724127,0.329,1.35,1,0.011
1724128,0.186,0.78,1,0.011
1724129,0.055,0.22,1,0.011
1724130,-0.037,-0.15,1,-0.011
1724131,-0.081,-0.33,1,-0.011
1724132,0.05,0.21,1,0.011
1724133,0.1,0.44,1,0.011
1724134,0.155,0.69,1,0.011
1724135,0.24,1.09,0.91281,0.033
1726343,1.27,3.73,0.66142,0.099
1726344,1.505,4.42,0.66142,0.099
1726345,1.589,4.67,0.66142,0.099
1726354,-0.209,-0.53,1,-0.011
1726355,-0.197,-0.48,1,-0.011
1726356,-0.2,-0.47,1,-0.011
1726357,-0.234,-0.56,1,-0.011
1726358,0.06,0.14,1,0.011
1726359,0.764,1.61,0.91281,0.033
1726360,0.854,1.76,0.91281,0.033
1726361,1.048,2.06,0.91281,0.033
1726362,1.137,2.09,0.82667,0.055
1726363,1.277,2.28,0.82667,0.055
1726364,1.597,2.72,0.74256,0.077
1726365,1.909,3.12,0.66142,0.099
1726366,2.2,3.5,0.66142,0.099
1726367,2.283,3.52,0.66142,0.099
1726368,2.505,3.72,0.66142,0.099
1726369,2.318,3.46,0.66142,0.099
1726370,2.468,3.6,0.66142,0.099
1726371,2.415,3.52,0.66142,0.099
1726372,2.67,3.79,0.66142,0.099
1726373,2.98,4.08,0.66142,0.099
1726374,2.871,3.84,0.66142,0.099
1726375,2.723,3.55,0.66142,0.099
1726376,2.62,3.35,0.66142,0.099
1726377,2.413,3.05,0.66142,0.099
1726378,2.375,3.18,0.66142,0.099
1726379,1.77,2.55,0.66142,0.099
1726380,1.756,2.47,0.74256,0.077
1726381,1.219,1.65,0.74256,0.077
1726382,0.707,0.94,0.82667,0.055
1726383,0.707,0.95,0.74256,0.077
1726384,0.612,0.85,0.82667,0.055
1726385,0.47,0.67,1,0.011
1726386,0.409,0.61,0.91281,0.033
1726387,0.249,0.38,1,0.011
1726388,0.144,0.23,1,0.011
1726389,-0.341,-0.57,1,-0.011
1726390,-0.333,-0.58,0.91281,-0.033
1726391,-0.406,-0.68,0.82667,-0.055
1726392,-0.416,-0.67,0.82667,-0.055
1726393,-0.439,-0.69,0.82667,-0.055
1726394,-0.43,-0.68,0.82667,-0.055
1726395,-0.41,-0.68,0.82667,-0.055
1726396,-0.33,-0.59,0.82667,-0.055
1726397,-0.13,-0.25,1,-0.011
1726398,0.145,0.27,0.91281,0.033
1726399,0.182,0.34,1,0.011
1726400,0.193,0.35,1,0.011
1726401,0.288,0.5,0.82667,0.055
1726402,0.763,1.29,0.74256,0.077
1726403,1.047,1.73,0.74256,0.077
1726404,0.697,1.19,0.66142,0.099
1726405,0.419,0.76,0.74256,0.077
1726406,0.504,0.97,0.74256,0.077
1726407,0.677,1.36,0.74256,0.077
1726408,0.806,1.67,0.58407,0.121
1726409,1.118,2.35,0.58407,0.121
1726410,1.761,3.88,0.44342,0.165
1726411,1.807,4.15,0.51122,0.143
1726412,1.836,4.42,0.44342,0.165
1726413,1.895,4.37,0.44342,0.165
1726414,2.197,4.6,0.44342,0.165
1726415,2.44,4.57,0.44342,0.165
1726416,2.952,5.23,0.44342,0.165
1726417,2.94,5.03,0.38107,0.187
1726418,3.772,6.6,0.38107,0.187
1726419,3.64,6.64,0.38107,0.187
1726420,2.48,4.67,0.38107,0.187
1726421,1.912,3.75,0.32442,0.209
1726422,1.841,3.76,0.44342,0.165
1726423,1.879,4.03,0.44342,0.165
1726424,1.9,4.05,0.44342,0.165
1726425,1.92,4.19,0.44342,0.165
1726426,1.937,3.99,0.58407,0.121
1726427,2.239,4.28,0.44342,0.165
1726428,2.244,4.28,0.44342,0.165
1726429,1.968,3.87,0.51122,0.143
1726430,1.964,3.99,0.58407,0.121
1726431,1.956,4.14,0.51122,0.143
1726432,1.946,4.26,0.51122,0.143
1726433,1.36,3.18,0.51122,0.143
1726434,1.95,4.15,0.51122,0.143
1726435,2,4.08,0.58407,0.121
1726436,2.057,4.2,0.58407,0.121
1726437,2.002,4.19,0.51122,0.143
1726438,1.981,4.16,0.51122,0.143
1726439,1.937,4.14,0.51122,0.143
1726440,1.933,4.16,0.51122,0.143
1726441,1.79,3.94,0.51122,0.143
1726442,1.6,3.63,0.51122,0.143
1726443,1.241,3.03,0.44342,0.165
1726444,1.206,2.97,0.44342,0.165
1726445,1.495,3.48,0.51122,0.143
1726446,1.384,3.3,0.51122,0.143
1726447,1.24,3.05,0.44342,0.165
1726448,1.128,3.08,0.51122,0.143
1726449,0.498,1.15,0.74256,0.077
1726450,0.49,1.11,0.74256,0.077
1726451,0.501,1.13,0.74256,0.077
1726452,0.502,1.14,0.74256,0.077
1726453,0.54,1.22,0.58407,0.121
1726454,0.441,0.99,0.58407,0.121
1726455,0.538,1.22,0.66142,0.099
1726456,0.662,1.53,0.66142,0.099
1726475,0.975,2.23,0.58407,0.121
1726476,1.052,2.41,0.58407,0.121
1726477,0.978,2.2,0.58407,0.121
1726478,1.35,3,0.51122,0.143
1726479,1.349,3,0.51122,0.143
1726480,1.434,3.18,0.44342,0.165
1726481,1.37,3.11,0.44342,0.165
1726482,1.293,3.08,0.44342,0.165
1726483,1.18,2.87,0.44342,0.165
1726484,1.437,3.21,0.44342,0.165
1726485,1.423,3.27,0.44342,0.165
1726486,1.343,3.14,0.44342,0.165
1726487,1.323,3.08,0.44342,0.165
1726488,1.209,2.83,0.38107,0.187
1726489,0.854,2.1,0.44342,0.165
1726490,0.874,2.18,0.51122,0.143
1726491,0.738,1.82,0.51122,0.143
1726492,0.743,1.82,0.51122,0.143
1726493,0.701,1.71,0.51122,0.143
1726494,0.88,2.28,0.51122,0.143
1726495,0.751,2,0.51122,0.143
1726496,0.685,1.88,0.38107,0.187
1726497,0.894,2.54,0.44342,0.165
1726498,0.88,2.49,0.44342,0.165
1726499,0.705,2.07,0.51122,0.143
1726500,0.742,2.22,0.44342,0.165
1726501,0.63,2.01,0.38107,0.187
1726502,0.555,1.8,0.38107,0.187
1726503,0.52,1.73,0.38107,0.187
1726504,0.492,1.62,0.44342,0.165
1726505,0.413,1.39,0.51122,0.143
1726506,0.52,1.83,0.66142,0.099
1726507,0.423,1.54,0.66142,0.099
1726508,0.365,1.37,0.74256,0.077
1726509,0.137,0.53,0.91281,0.033
1726510,0.232,0.89,0.82667,0.055
1726511,0.044,0.18,0.91281,0.033
1726512,-0.006,-0.02,1,-0.011
1726513,-0.072,-0.3,1,-0.011
1726514,0,0,1,0
1726515,0.016,0.07,1,0.011
1726516,0.193,0.8,0.91281,0.033
1726517,0.093,0.4,0.91281,0.033
1726518,0.239,1,0.91281,0.033
1726519,0.204,0.86,0.91281,0.033
1726520,0.373,1.54,0.91281,0.033
1726521,0.265,1.12,0.91281,0.033
1726522,0.406,1.67,0.82667,0.055
1726523,0.384,1.64,0.82667,0.055
1726524,0.381,1.61,0.91281,0.033
1726525,0.258,1.07,0.82667,0.055
1726526,0.322,1.34,0.91281,0.033
1726527,0.375,1.61,0.91281,0.033
1726528,0.362,1.53,0.91281,0.033
1726529,0.356,1.52,0.91281,0.033
1726530,0.29,1.25,0.91281,0.033
1726531,0.165,0.68,1,0.011
1726532,0.084,0.34,1,0.011
1726533,0.041,0.17,1,0.011
1726534,0.205,0.89,0.91281,0.033
1726535,0.23,1.02,0.91281,0.033
1726536,0.27,1.21,0.91281,0.033
1726537,0.325,1.46,0.91281,0.033
1728745,1.139,3.34,0.66142,0.099
1728746,1.185,3.48,0.66142,0.099
1728747,1.29,3.78,0.66142,0.099
1728758,-0.19,-0.45,1,-0.011
1728759,-0.2,-0.44,1,-0.011
1728760,0.71,1.53,1,0.011
1728761,0.959,1.93,0.91281,0.033
1728762,0.898,1.74,0.91281,0.033
1728763,0.992,1.88,0.91281,0.033
1728764,1.074,1.94,0.91281,0.033
1728765,1.216,2.14,0.82667,0.055
1728766,1.464,2.49,0.82667,0.055
1728767,1.767,2.94,0.66142,0.099
1728768,2.02,3.33,0.66142,0.099
1728769,2.23,3.52,0.66142,0.099
1728770,1.985,3.16,0.66142,0.099
1728771,2,3.14,0.66142,0.099
1728772,2.08,3.21,0.66142,0.099
1728773,2.23,3.36,0.66142,0.099
1728774,2.77,4.03,0.66142,0.099
1728775,2.721,3.84,0.66142,0.099
1728776,2.63,3.59,0.66142,0.099
1728777,2.463,3.27,0.66142,0.099
1728778,2.65,3.44,0.66142,0.099
1728779,2.247,2.96,0.66142,0.099
1728780,1.947,2.75,0.66142,0.099
1728781,1.787,2.54,0.66142,0.099
1728782,1.561,2.15,0.74256,0.077
1728783,1.077,1.44,0.74256,0.077
1728784,0.534,0.72,0.74256,0.077
1728785,0.96,1.35,0.82667,0.055
1728786,0.453,0.63,0.91281,0.033
1728787,0.485,0.7,0.91281,0.033
1728788,0.46,0.67,0.91281,0.033
1728789,0.212,0.32,0.91281,0.033
1728790,0.093,0.15,1,0.011
1728791,-0.377,-0.61,1,-0.011
1728792,-0.357,-0.61,0.91281,-0.033
1728793,-0.345,-0.61,0.91281,-0.033
1728794,-0.408,-0.68,0.82667,-0.055
1728795,-0.423,-0.69,0.82667,-0.055
1728796,-0.409,-0.68,0.82667,-0.055
1728797,-0.406,-0.69,0.82667,-0.055
1728798,-0.25,-0.46,0.91281,-0.033
1728799,-0.188,-0.35,1,-0.011
1728800,-0.152,-0.27,1,-0.011
1728801,0.136,0.24,1,0.011
1728802,0.166,0.29,1,0.011
1728803,0.402,0.69,0.91281,0.033
1728804,0.395,0.66,0.74256,0.077
1728805,0.605,1,0.74256,0.077
1728806,0.457,0.78,0.66142,0.099
1728807,0.413,0.74,0.74256,0.077
1728808,0.445,0.85,0.82667,0.055
1728809,0.709,1.49,0.74256,0.077
1728810,0.85,1.9,0.66142,0.099
1728811,0.955,2.14,0.58407,0.121
1728812,1.673,3.89,0.51122,0.143
1728813,1.692,4.03,0.44342,0.165
1728814,1.682,4.11,0.44342,0.165
1728815,1.925,4.31,0.51122,0.143
1728816,1.918,3.99,0.44342,0.165
1728817,3.187,5.92,0.44342,0.165
1728818,3.053,5.15,0.38107,0.187
1728819,3.977,6.7,0.44342,0.165
1728820,3.24,5.65,0.44342,0.165
1728821,2.275,4.1,0.44342,0.165
1728822,2.243,4.22,0.38107,0.187
1728823,1.94,3.77,0.44342,0.165
1728824,1.947,3.96,0.51122,0.143
1728825,1.881,4.01,0.51122,0.143
1728826,1.807,3.89,0.51122,0.143
1728827,1.86,3.97,0.51122,0.143
1728828,2.141,4.13,0.38107,0.187
1728829,2.277,4.14,0.38107,0.187
1728830,2.228,4.2,0.38107,0.187
1728831,1.996,3.91,0.44342,0.165
1728832,1.991,4.07,0.51122,0.143
1728833,1.972,4.19,0.51122,0.143
1728834,1.675,3.7,0.51122,0.143
1728835,1.139,2.65,0.51122,0.143
1728836,1.96,4.21,0.51122,0.143
1728837,1.974,4.03,0.58407,0.121
1728838,1.963,4.09,0.51122,0.143
1728839,1.95,4.17,0.51122,0.143
1728840,1.822,3.96,0.51122,0.143
1728841,1.678,3.69,0.51122,0.143
1728842,1.518,3.41,0.51122,0.143
1728843,1.459,3.33,0.51122,0.143
1728844,1.31,3.08,0.51122,0.143
1728845,1.144,2.79,0.51122,0.143
1728846,1.21,3.09,0.44342,0.165
1728847,1.22,2.95,0.51122,0.143
1728848,1.12,2.77,0.51122,0.143
1728849,1.207,3.09,0.44342,0.165
1728850,1.083,2.93,0.51122,0.143
1728851,0.29,0.71,0.74256,0.077
1728852,0.41,0.97,0.74256,0.077
1728853,0.436,1.01,0.74256,0.077
1728854,0.416,0.98,0.74256,0.077
1728855,0.498,1.17,0.58407,0.121
1728856,0.409,0.96,0.66142,0.099
1728857,0.509,1.21,0.66142,0.099
1728858,0.642,1.52,0.66142,0.099
1728876,0.792,1.88,0.58407,0.121
1728877,0.919,2.16,0.58407,0.121
1728878,0.968,2.29,0.58407,0.121
1728879,1.014,2.42,0.58407,0.121
1728880,1.339,3.02,0.44342,0.165
1728881,1.333,3.04,0.44342,0.165
1728882,1.313,3.03,0.44342,0.165
1728883,1.3,3.03,0.44342,0.165
1728884,1.274,3.09,0.44342,0.165
1728885,1.264,3.1,0.44342,0.165
1728886,1.277,3.08,0.44342,0.165
1728887,1.269,3.09,0.44342,0.165
1728888,1.38,3.32,0.44342,0.165
1728889,1.36,3.16,0.44342,0.165
1728890,1.261,3.07,0.44342,0.165
1728891,0.879,2.21,0.44342,0.165
1728892,0.867,2.19,0.44342,0.165
1728893,0.56,1.43,0.51122,0.143
1728894,0.667,1.67,0.58407,0.121
1728895,0.635,1.65,0.58407,0.121
1728896,0.836,2.26,0.51122,0.143
1728897,0.745,2.04,0.58407,0.121
1728898,0.655,1.85,0.38107,0.187
1728899,0.815,2.38,0.44342,0.165
1728900,0.781,2.35,0.44342,0.165
1728901,0.69,2.12,0.44342,0.165
1728902,0.58,1.83,0.476,0.154
1728903,0.614,1.99,0.44342,0.165
1728904,0.562,1.86,0.44342,0.165
1728905,0.534,1.81,0.44342,0.165
1728906,0.487,1.62,0.38107,0.187
1728907,0.399,1.37,0.51122,0.143
1728908,0.514,1.86,0.66142,0.099
1728909,0.397,1.46,0.66142,0.099
1728910,0.195,0.75,0.82667,0.055
1728911,0.055,0.21,1,0.011
1728912,-0.058,-0.23,1,-0.011
1728913,0.077,0.3,0.91281,0.033
1728914,-0.038,-0.16,1,-0.011
1728915,0.03,0.12,0.91281,0.033
1728916,-0.126,-0.54,1,-0.011
1728917,-0.06,-0.26,1,-0.011
1728918,0.134,0.57,0.91281,0.033
1728919,-0.023,-0.1,1,-0.011
1728920,0.234,0.99,0.91281,0.033
1728921,0.191,0.8,0.91281,0.033
1728922,0.27,1.13,0.91281,0.033
1728923,0.2,0.86,0.91281,0.033
1728924,0.365,1.54,0.82667,0.055
1728925,0.386,1.64,0.82667,0.055
1728926,0.381,1.62,0.91281,0.033
1728927,0.296,1.28,0.91281,0.033
1728928,0.345,1.51,0.91281,0.033
1728929,0.354,1.54,0.91281,0.033
1728930,0.437,1.89,0.91281,0.033
1728931,0.42,1.81,0.91281,0.033
1728932,0.405,1.76,0.91281,0.033
1728933,0.294,1.25,0.91281,0.033
1728934,0.218,0.92,1,0.011
1728935,0.171,0.71,1,0.011
1728936,0.151,0.63,1,0.011
1728937,0.161,0.68,0.91281,0.033
1728938,0.338,1.48,0.91281,0.033
1728939,0.322,1.46,0.91281,0.033
1728940,0.316,1.46,0.91281,0.033
1731148,1.127,3.3,0.66142,0.099
1731149,1.083,3.17,0.66142,0.099
1731160,-0.154,-0.36,1,-0.011
1731161,-0.116,-0.25,1,-0.011
1731162,-0.056,-0.12,1,-0.011
1731163,0.001,0,1,0.011
1731164,0.82,1.56,0.91281,0.033
1731165,1.133,2.14,0.91281,0.033
1731166,1.266,2.35,0.91281,0.033
1731167,1.454,2.64,0.91281,0.033
1731168,1.73,3.07,0.82667,0.055
1731169,1.936,3.46,0.82667,0.055
1731170,2.183,3.77,0.74256,0.077
1731171,2.324,4.04,0.66142,0.099
1731172,2.348,4.03,0.66142,0.099
1731173,2.667,4.33,0.66142,0.099
1731174,2.786,4.41,0.66142,0.099
1731175,2.88,4.45,0.66142,0.099
1731176,2.971,4.44,0.66142,0.099
1731177,2.516,3.54,0.66142,0.099
1731178,2.407,3.29,0.66142,0.099
1731179,2.42,3.22,0.66142,0.099
1731180,2.54,3.43,0.66142,0.099
1731181,1.88,2.59,0.66142,0.099
1731182,1.68,2.45,0.66142,0.099
1731183,1.77,2.51,0.74256,0.077
1731184,1.387,1.91,0.74256,0.077
1731185,0.896,1.2,0.82667,0.055
1731186,0.505,0.7,0.74256,0.077
1731187,0.887,1.27,0.91281,0.033
1731188,0.505,0.74,0.82667,0.055
1731189,0.51,0.75,0.91281,0.033
1731190,0.49,0.71,0.91281,0.033
1731191,0.184,0.27,0.91281,0.033
1731192,0.074,0.11,1,0.011
1731193,-0.392,-0.62,0.91281,-0.033
1731194,-0.374,-0.62,0.91281,-0.033
1731195,-0.347,-0.61,0.91281,-0.033
1731196,-0.355,-0.63,0.91281,-0.033
1731197,-0.406,-0.68,0.82667,-0.055
1731198,-0.406,-0.69,0.82667,-0.055
1731199,-0.312,-0.57,0.91281,-0.033
1731200,-0.252,-0.46,0.91281,-0.033
1731201,-0.199,-0.37,1,-0.011
1731202,-0.173,-0.31,1,-0.011
1731203,-0.141,-0.25,1,-0.011
1731204,0.146,0.25,1,0.011
1731205,0.42,0.7,0.91281,0.033
1731206,0.392,0.65,0.82667,0.055
1731207,0.403,0.68,0.91281,0.033
1731208,0.359,0.63,0.91281,0.033
1731209,0.431,0.78,0.82667,0.055
1731210,0.465,0.89,0.74256,0.077
1731211,0.69,1.41,0.74256,0.077
1731212,0.83,1.81,0.66142,0.099
1731213,0.97,2.27,0.66142,0.099
1731214,1.293,3.12,0.44342,0.165
1731215,1.278,3.19,0.44342,0.165
1731216,1.889,4.28,0.51122,0.143
1731217,1.93,4.16,0.54644,0.132
1731218,1.58,3.2,0.51122,0.143
1731219,3.263,5.8,0.38107,0.187
1731220,3.37,5.64,0.44342,0.165
1731221,2.65,4.5,0.44342,0.165
1731222,2.329,4.05,0.38107,0.187
1731223,2.295,4.12,0.38107,0.187
1731224,2.257,4.2,0.38107,0.187
1731225,2.135,4.14,0.38107,0.187
1731226,1.73,3.49,0.44342,0.165
1731227,1.99,4.25,0.51122,0.143
1731228,1.738,3.78,0.51122,0.143
1731229,1.977,4,0.38107,0.187
1731230,2.058,3.9,0.44342,0.165
1731231,2.069,3.84,0.38107,0.187
1731232,2.058,3.87,0.44342,0.165
1731233,2.034,3.97,0.44342,0.165
1731234,2,4.13,0.44342,0.165
1731235,1.813,3.87,0.44342,0.165
1731236,1.227,2.76,0.51122,0.143
1731237,0.945,2.22,0.51122,0.143
1731238,1.974,4.15,0.51122,0.143
1731239,1.981,4.07,0.51122,0.143
1731240,1.792,3.85,0.51122,0.143
1731241,1.58,3.46,0.51122,0.143
1731242,1.314,2.97,0.51122,0.143
1731243,1.259,2.9,0.51122,0.143
1731244,1.192,2.8,0.51122,0.143
1731245,1.164,2.76,0.51122,0.143
1731246,1.113,2.68,0.51122,0.143
1731247,1.175,2.97,0.51122,0.143
1731248,0.585,1.48,0.51122,0.143
1731249,0.663,1.61,0.44342,0.165
1731250,0.653,1.6,0.44342,0.165
1731251,0.608,1.53,0.51122,0.143
1731252,0.557,1.45,0.51122,0.143
1731253,0.598,1.53,0.51122,0.143
1731254,0.29,0.72,0.74256,0.077
1731255,0.339,0.82,0.74256,0.077
1731279,0.915,2.22,0.58407,0.121
1731280,0.994,2.4,0.58407,0.121
1731281,0.989,2.44,0.58407,0.121
1731282,1.031,2.53,0.51122,0.143
1731283,1.162,2.84,0.44342,0.165
1731284,1.19,2.93,0.44342,0.165
1731285,1.258,3.1,0.38107,0.187
1731286,1.146,2.87,0.44342,0.165
1731287,0.874,2.27,0.51122,0.143
1731288,1.066,2.69,0.44342,0.165
1731289,1.118,2.8,0.38107,0.187
1731290,1.313,3.17,0.44342,0.165
1731291,1.275,3.11,0.44342,0.165
1731292,0.906,2.32,0.58407,0.121
1731293,0.916,2.37,0.58407,0.121
1731294,0.849,2.2,0.51122,0.143
1731295,0.65,1.67,0.51122,0.143
1731296,0.52,1.39,0.74256,0.077
1731297,0.453,1.24,0.74256,0.077
1731298,0.39,1.06,0.51122,0.143
1731299,0.8,2.21,0.58407,0.121
1731300,0.604,1.71,0.44342,0.165
1731301,0.748,2.15,0.44342,0.165
1731302,0.828,2.4,0.44342,0.165
1731303,0.706,2.19,0.58407,0.121
1731304,0.678,2.21,0.58407,0.121
1731305,0.584,1.96,0.58407,0.121
1731306,0.521,1.74,0.51122,0.143
1731307,0.515,1.77,0.51122,0.143
1731308,0.453,1.58,0.51122,0.143
1731309,0.352,1.26,0.51122,0.143
1731310,0.401,1.48,0.66142,0.099
1731311,0.39,1.45,0.74256,0.077
1731312,0.197,0.76,0.82667,0.055
1731313,0.13,0.52,1,0.011
1731314,0.043,0.18,1,0.011
1731315,-0.067,-0.27,1,-0.011
1731316,-0.028,-0.12,1,-0.011
1731317,-0.079,-0.33,1,-0.011
1731320,0.1,0.43,1,0.011
1731321,0.255,1.08,1,0.011
1731322,0.237,1.02,1,0.011
1731323,0.192,0.82,0.91281,0.033
1731324,0.197,0.84,0.91281,0.033
1731325,0.14,0.62,0.91281,0.033
1731326,0.275,1.19,0.91281,0.033
1731327,0.293,1.29,0.91281,0.033
1731328,0.353,1.56,0.91281,0.033
1731329,0.18,0.8,0.91281,0.033
1731330,0.314,1.38,1,0.011
1731331,0.35,1.54,0.91281,0.033
1731332,0.354,1.54,0.91281,0.033
1731333,0.341,1.51,0.91281,0.033
1731334,0.51,2.24,0.91281,0.033
1731335,0.419,1.82,0.91281,0.033
1731336,0.34,1.43,1,0.011
1731337,0.298,1.27,0.91281,0.033
1731338,0.278,1.19,0.91281,0.033
1731339,0.34,1.49,0.91281,0.033
1731340,0.303,1.3,0.91281,0.033
1731341,0.354,1.58,0.91281,0.033
1731342,0.403,1.86,0.91281,0.033
1733551,0.787,2.32,0.74256,0.077
1733562,-0.144,-0.34,1,-0.011
1733563,-0.101,-0.23,1,-0.011
1733564,-0.036,-0.08,1,-0.011
1733565,0.034,0.07,1,0.011
1733566,0.67,1.3,1,0.011
1733567,1.02,1.96,0.91281,0.033
1733568,1.266,2.42,0.91281,0.033
1733569,1.401,2.68,0.91281,0.033
1733570,1.557,2.96,0.82667,0.055
1733571,1.771,3.32,0.82667,0.055
1733572,1.936,3.64,0.82667,0.055
1733573,2.166,3.85,0.74256,0.077
1733574,2.371,3.99,0.74256,0.077
1733575,2.553,4.1,0.66142,0.099
1733576,2.683,4.18,0.66142,0.099
1733577,2.797,4.22,0.66142,0.099
1733578,2.699,3.87,0.74256,0.077
1733579,2.311,3.23,0.66142,0.099
1733580,2.21,3,0.66142,0.099
1733581,2.286,3.1,0.74256,0.077
1733582,1.969,2.79,0.74256,0.077
1733583,1.649,2.41,0.66142,0.099
1733584,1.291,1.82,0.66142,0.099
1733585,1.67,2.34,0.74256,0.077
1733586,1.214,1.66,0.74256,0.077
1733587,0.754,1.04,0.82667,0.055
1733588,0.832,1.19,0.82667,0.055
1733589,0.943,1.39,0.91281,0.033
1733590,0.515,0.78,0.82667,0.055
1733591,0.46,0.69,0.91281,0.033
1733592,0.496,0.71,0.82667,0.055
1733593,0.19,0.28,0.82667,0.055
1733594,0.074,0.11,1,0.011
1733595,-0.397,-0.63,0.91281,-0.033
1733596,-0.38,-0.62,0.91281,-0.033
1733597,-0.363,-0.62,0.91281,-0.033
1733598,-0.337,-0.6,0.91281,-0.033
1733599,-0.327,-0.59,0.91281,-0.033
1733600,-0.342,-0.6,0.91281,-0.033
1733601,-0.282,-0.53,0.91281,-0.033
