"nie_malla_modi_id","sen_slope_tempsu","sen_slope_per_tempsu","p_value_tempsu","tau_tempsu"
1675912,-0.006,-0.03,0.91255,-0.033
1675913,-0.007,-0.03,0.91281,-0.033
1675914,-0.007,-0.03,0.91281,-0.033
1675915,-0.006,-0.03,0.82667,-0.055
1675916,-0.006,-0.03,0.86935,-0.044
1675917,-0.005,-0.02,1,-0.011
1675919,-0.004,-0.02,0.95628,-0.022
1675920,-0.008,-0.04,0.91281,-0.033
1675921,-0.013,-0.07,0.91281,-0.033
1675922,-0.015,-0.08,0.91281,-0.033
1675923,-0.014,-0.08,0.82667,-0.055
1675924,0.006,0.03,1,0.011
1675925,0.004,0.02,1,0.011
1675926,0.006,0.03,0.86935,0.044
1675927,0.008,0.04,0.95628,0.022
1675928,0.008,0.04,0.82667,0.055
1675929,0.017,0.08,1,0.011
1675930,0.012,0.06,0.82667,0.055
1675931,0.014,0.08,0.78398,0.066
1675932,0.015,0.08,0.78398,0.066
1675933,0.022,0.11,0.66142,0.099
1675934,0.03,0.15,0.58407,0.121
1675935,0.033,0.18,0.54644,0.132
1675936,0.037,0.19,0.54644,0.132
1675937,0.034,0.18,0.51122,0.143
1675938,0.036,0.19,0.58407,0.121
1675939,0.04,0.21,0.51122,0.143
1675940,0.027,0.15,0.58407,0.121
1675941,0.036,0.2,0.58407,0.121
1675942,0.044,0.26,0.476,0.154
1675943,0.051,0.3,0.44342,0.165
1675944,0.048,0.3,0.44342,0.165
1675945,0.051,0.33,0.38107,0.187
1675946,0.049,0.32,0.35131,0.198
1675947,0.045,0.27,0.54644,0.132
1675948,0.049,0.29,0.58407,0.121
1675949,0.047,0.28,0.54644,0.132
1675950,0.045,0.27,0.51122,0.143
1675951,0.039,0.25,0.58407,0.121
1675952,0.038,0.22,0.66142,0.099
1675953,0.03,0.16,0.74256,0.077
1675954,0.043,0.22,0.58407,0.121
1675955,0.038,0.21,0.66142,0.099
1675956,0.034,0.18,0.74256,0.077
1675957,0.03,0.15,0.78398,0.066
1675958,0.022,0.13,0.74256,0.077
1675959,0.016,0.09,0.74256,0.077
1675960,0.007,0.04,0.74256,0.077
1675961,0.002,0.02,0.95628,0.022
1675962,-0.006,-0.04,1,-0.011
1675963,-0.01,-0.07,1,-0.011
1675964,-0.011,-0.09,1,-0.011
1675965,-0.011,-0.09,0.91281,-0.033
1675966,-0.056,-0.42,0.74256,-0.077
1675967,-0.056,-0.41,0.74256,-0.077
1675968,-0.06,-0.43,0.74256,-0.077
1675969,-0.062,-0.42,0.74256,-0.077
1675970,-0.067,-0.47,0.74256,-0.077
1675971,-0.066,-0.51,0.74256,-0.077
1675972,-0.067,-0.51,0.74256,-0.077
1675973,-0.06,-0.43,0.74256,-0.077
1675974,-0.06,-0.42,0.74256,-0.077
1675975,-0.061,-0.4,0.74256,-0.077
1675976,-0.062,-0.41,0.74256,-0.077
1675977,-0.055,-0.39,0.74256,-0.077
1675978,-0.055,-0.37,0.74256,-0.077
1675979,-0.057,-0.37,0.82667,-0.055
1675980,-0.058,-0.37,0.82667,-0.055
1675981,-0.061,-0.37,0.82667,-0.055
1675982,-0.062,-0.38,0.78398,-0.066
1675983,-0.061,-0.37,0.78398,-0.066
1675984,-0.061,-0.37,0.82667,-0.055
1675985,-0.077,-0.48,0.82667,-0.055
1675986,-0.075,-0.48,0.82667,-0.055
1675987,-0.072,-0.44,0.78398,-0.066
1675988,-0.069,-0.42,0.74256,-0.077
1675989,-0.048,-0.28,0.74256,-0.077
1675990,-0.039,-0.24,0.74256,-0.077
1675991,-0.05,-0.3,0.66142,-0.099
1675992,-0.059,-0.34,0.66142,-0.099
1675993,-0.056,-0.32,0.66142,-0.099
1675994,-0.05,-0.29,0.74256,-0.077
1675995,-0.046,-0.26,0.74256,-0.077
1675996,-0.042,-0.23,0.82667,-0.055
1675997,-0.041,-0.23,0.82667,-0.055
1675998,-0.042,-0.24,0.82667,-0.055
1675999,-0.037,-0.21,0.82667,-0.055
1676000,-0.013,-0.07,0.91281,-0.033
1676001,-0.009,-0.05,0.91281,-0.033
1676002,-0.012,-0.06,0.91281,-0.033
1676003,-0.01,-0.05,0.91281,-0.033
1676004,-0.013,-0.07,1,-0.011
1676005,-0.012,-0.06,1,-0.011
1676006,-0.012,-0.06,1,-0.011
1676007,-0.013,-0.07,1,-0.011
1676008,-0.014,-0.07,1,-0.011
1676009,-0.005,-0.03,1,-0.011
1676010,0,0,1,0
1676011,0.009,0.05,1,0.011
1676012,0.008,0.04,1,0.011
1676013,-0.02,-0.11,0.91281,-0.033
1676014,-0.026,-0.14,0.91281,-0.033
1676015,-0.026,-0.13,0.91281,-0.033
1676016,-0.034,-0.17,0.91281,-0.033
1676017,0.001,0.01,1,0.011
1676018,-0.003,-0.02,0.91281,-0.033
1676019,0,0,1,0
1676020,-0.002,-0.01,0.91281,-0.033
1676021,-0.005,-0.03,0.91281,-0.033
1676022,-0.007,-0.04,0.82667,-0.055
1676023,-0.007,-0.04,0.82667,-0.055
1676024,-0.013,-0.08,0.86935,-0.044
1676025,-0.013,-0.08,1,-0.011
1676026,-0.007,-0.04,0.91281,-0.033
1676027,-0.004,-0.02,0.91281,-0.033
1676028,-0.007,-0.04,0.91281,-0.033
1676029,-0.004,-0.02,0.91281,-0.033
1676030,-0.01,-0.06,0.91281,-0.033
1676031,-0.001,0,0.95628,-0.022
1676032,-0.013,-0.07,1,-0.011
1676033,-0.01,-0.05,1,-0.011
1676034,-0.01,-0.05,1,-0.011
1676035,-0.009,-0.05,0.91281,-0.033
1676036,-0.006,-0.03,0.91281,-0.033
1676037,-0.004,-0.02,0.91281,-0.033
1676038,-0.003,-0.01,0.91281,-0.033
1676039,-0.003,-0.02,0.95628,-0.022
1676040,-0.022,-0.11,0.78398,-0.066
1676041,-0.021,-0.11,0.86935,-0.044
1676042,-0.027,-0.14,0.78398,-0.066
1676043,-0.028,-0.14,0.6217,-0.11
1676044,-0.029,-0.15,0.58407,-0.121
1676045,-0.03,-0.15,0.58407,-0.121
1676046,-0.046,-0.21,0.51122,-0.143
1676047,-0.049,-0.22,0.51122,-0.143
1676048,-0.05,-0.23,0.51122,-0.143
1676049,-0.041,-0.2,0.54644,-0.132
1676050,-0.05,-0.23,0.51122,-0.143
1676051,-0.052,-0.23,0.51122,-0.143
1676052,-0.053,-0.24,0.44342,-0.165
1676053,-0.054,-0.25,0.44342,-0.165
1676054,-0.052,-0.23,0.44342,-0.165
1676055,-0.054,-0.23,0.38107,-0.187
1676056,-0.057,-0.25,0.44342,-0.165
1676057,-0.057,-0.26,0.44342,-0.165
1676058,-0.05,-0.23,0.32442,-0.209
1676059,-0.05,-0.24,0.38107,-0.187
1676060,-0.05,-0.24,0.32442,-0.209
1676061,-0.057,-0.27,0.32442,-0.209
1676062,-0.043,-0.2,0.32442,-0.209
1676063,-0.055,-0.24,0.38107,-0.187
1676064,-0.061,-0.27,0.41085,-0.176
1676065,-0.06,-0.26,0.44342,-0.165
1676066,-0.057,-0.24,0.476,-0.154
1676067,-0.059,-0.25,0.44342,-0.165
1676068,-0.062,-0.26,0.51122,-0.143
1676069,-0.06,-0.25,0.51122,-0.143
1676070,-0.065,-0.27,0.51122,-0.143
1676071,-0.075,-0.3,0.51122,-0.143
1676072,-0.08,-0.32,0.44342,-0.165
1676073,-0.078,-0.31,0.476,-0.154
1676074,-0.077,-0.31,0.44342,-0.165
1676075,-0.079,-0.32,0.51122,-0.143
1676076,-0.079,-0.33,0.51122,-0.143
1676077,-0.079,-0.33,0.51122,-0.143
1676078,-0.078,-0.32,0.51122,-0.143
1676079,-0.078,-0.31,0.44342,-0.165
1676080,-0.08,-0.32,0.38107,-0.187
1676081,-0.077,-0.3,0.38107,-0.187
1676082,-0.077,-0.31,0.476,-0.154
1676083,-0.075,-0.3,0.51122,-0.143
1676084,-0.078,-0.3,0.38107,-0.187
1676085,-0.075,-0.29,0.38107,-0.187
1676086,-0.073,-0.28,0.32442,-0.209
1676087,-0.074,-0.28,0.38107,-0.187
1676088,-0.073,-0.27,0.35131,-0.198
1678314,-0.012,-0.05,0.82667,-0.055
1678315,-0.014,-0.06,0.82667,-0.055
1678316,-0.007,-0.03,0.95628,-0.022
1678317,-0.01,-0.04,0.91281,-0.033
1678318,-0.006,-0.03,0.95628,-0.022
1678319,-0.004,-0.02,1,-0.011
1678322,-0.008,-0.04,1,-0.011
1678323,-0.012,-0.06,0.91281,-0.033
1678324,-0.016,-0.08,0.74256,-0.077
1678325,-0.016,-0.09,0.78398,-0.066
1678326,0.009,0.05,0.86935,0.044
1678327,0.01,0.06,0.82667,0.055
1678328,0.008,0.04,0.82667,0.055
1678329,0.006,0.03,0.78398,0.066
1678330,0.02,0.11,0.70113,0.088
1678331,0.024,0.12,0.66142,0.099
1678332,0.026,0.14,0.66142,0.099
1678333,0.017,0.09,0.70113,0.088
1678334,0.022,0.12,0.66142,0.099
1678335,0.027,0.14,0.66142,0.099
1678336,0.03,0.16,0.51122,0.143
1678337,0.036,0.2,0.476,0.154
1678338,0.035,0.19,0.44342,0.165
1678339,0.027,0.15,0.6217,0.11
1678340,0.032,0.18,0.66142,0.099
1678341,0.027,0.15,0.58407,0.121
1678342,0.036,0.2,0.58407,0.121
1678343,0.043,0.25,0.51122,0.143
1678344,0.046,0.26,0.476,0.154
1678345,0.052,0.31,0.44342,0.165
1678346,0.058,0.35,0.44342,0.165
1678347,0.048,0.3,0.476,0.154
1678348,0.046,0.3,0.44342,0.165
1678349,0.05,0.32,0.38107,0.187
1678350,0.05,0.3,0.44342,0.165
1678351,0.05,0.31,0.41085,0.176
1678352,0.047,0.3,0.35131,0.198
1678353,0.046,0.29,0.51122,0.143
1678354,0.045,0.26,0.58407,0.121
1678355,0.034,0.18,0.70113,0.088
1678356,0.023,0.13,0.66142,0.099
1678357,0.011,0.06,0.74256,0.077
1678358,0.038,0.2,0.70113,0.088
1678359,0.024,0.12,0.74256,0.077
1678360,0.023,0.12,0.91281,0.033
1678361,0.018,0.11,0.74256,0.077
1678362,0.011,0.07,0.66142,0.099
1678363,0.005,0.03,0.95628,0.022
1678364,-0.003,-0.02,1,-0.011
1678365,-0.01,-0.07,1,-0.011
1678366,-0.017,-0.13,0.91281,-0.033
1678367,-0.01,-0.08,0.95628,-0.022
1678368,-0.064,-0.47,0.74256,-0.077
1678369,-0.064,-0.45,0.74256,-0.077
1678370,-0.067,-0.45,0.74256,-0.077
1678371,-0.07,-0.46,0.74256,-0.077
1678372,-0.07,-0.5,0.74256,-0.077
1678373,-0.075,-0.57,0.78398,-0.066
1678374,-0.077,-0.59,0.82667,-0.055
1678375,-0.079,-0.57,0.82667,-0.055
1678376,-0.084,-0.58,0.82667,-0.055
1678377,-0.059,-0.39,0.82667,-0.055
1678378,-0.063,-0.41,0.82667,-0.055
1678379,-0.066,-0.46,0.82667,-0.055
1678380,-0.069,-0.47,0.82667,-0.055
1678381,-0.069,-0.48,0.82667,-0.055
1678382,-0.07,-0.48,0.82667,-0.055
1678383,-0.071,-0.47,0.82667,-0.055
1678384,-0.08,-0.53,0.74256,-0.077
1678385,-0.07,-0.47,0.74256,-0.077
1678386,-0.086,-0.58,0.82667,-0.055
1678387,-0.085,-0.57,0.82667,-0.055
1678388,-0.084,-0.56,0.82667,-0.055
1678389,-0.083,-0.54,0.82667,-0.055
1678390,-0.08,-0.52,0.82667,-0.055
1678391,-0.054,-0.34,0.74256,-0.077
1678392,-0.047,-0.3,0.74256,-0.077
1678393,-0.039,-0.25,0.74256,-0.077
1678394,-0.04,-0.25,0.66142,-0.099
1678395,-0.05,-0.3,0.66142,-0.099
1678396,-0.058,-0.34,0.66142,-0.099
1678397,-0.05,-0.3,0.74256,-0.077
1678398,-0.046,-0.28,0.74256,-0.077
1678399,-0.044,-0.27,0.82667,-0.055
1678400,-0.037,-0.23,0.74256,-0.077
1678401,-0.032,-0.19,0.74256,-0.077
1678402,-0.041,-0.23,0.66142,-0.099
1678403,-0.039,-0.21,0.66142,-0.099
1678404,-0.012,-0.07,1,-0.011
1678405,-0.015,-0.08,0.91281,-0.033
1678406,-0.017,-0.1,1,-0.011
1678407,-0.018,-0.1,1,-0.011
1678408,-0.014,-0.08,1,-0.011
1678409,-0.01,-0.06,1,-0.011
1678410,-0.002,-0.01,1,-0.011
1678411,0.004,0.02,1,0.011
1678412,0.007,0.04,1,0.011
1678413,0,0,1,0
1678414,-0.018,-0.09,0.91281,-0.033
1678415,-0.01,-0.05,0.82667,-0.055
1678416,-0.025,-0.13,0.91281,-0.033
1678417,-0.03,-0.15,0.91281,-0.033
1678418,-0.038,-0.19,0.91281,-0.033
1678419,0,0,1,-0.011
1678420,-0.003,-0.02,0.91281,-0.033
1678421,0.003,0.02,1,0.011
1678422,-0.003,-0.02,1,-0.011
1678423,-0.008,-0.05,0.91281,-0.033
1678424,-0.007,-0.04,0.82667,-0.055
1678425,-0.003,-0.02,0.78398,-0.066
1678426,-0.01,-0.06,0.91281,-0.033
1678427,-0.013,-0.08,0.95628,-0.022
1678428,-0.007,-0.04,0.95628,-0.022
1678429,-0.003,-0.02,0.91281,-0.033
1678430,-0.007,-0.04,0.91281,-0.033
1678431,-0.01,-0.06,0.91281,-0.033
1678432,-0.01,-0.06,0.91281,-0.033
1678433,-0.007,-0.04,0.91281,-0.033
1678434,-0.017,-0.1,1,-0.011
1678435,-0.017,-0.1,1,-0.011
1678436,-0.013,-0.08,1,-0.011
1678437,-0.008,-0.04,1,-0.011
1678438,-0.007,-0.04,0.95628,-0.022
1678439,-0.003,-0.02,0.91281,-0.033
1678440,-0.002,-0.01,0.95628,-0.022
1678441,0,0,1,0
1678442,-0.002,-0.01,0.91281,-0.033
1678443,-0.001,-0.01,0.95628,-0.022
1678444,0.001,0,0.95628,0.022
1678445,-0.02,-0.11,0.91281,-0.033
1678446,-0.026,-0.13,0.74256,-0.077
1678447,-0.027,-0.13,0.6217,-0.11
1678448,-0.044,-0.21,0.58407,-0.121
1678449,-0.044,-0.21,0.58407,-0.121
1678450,-0.044,-0.21,0.58407,-0.121
1678451,-0.047,-0.23,0.58407,-0.121
1678452,-0.05,-0.23,0.51122,-0.143
1678453,-0.049,-0.22,0.51122,-0.143
1678454,-0.05,-0.23,0.51122,-0.143
1678455,-0.051,-0.24,0.51122,-0.143
1678456,-0.053,-0.24,0.476,-0.154
1678457,-0.057,-0.26,0.476,-0.154
1678458,-0.056,-0.25,0.44342,-0.165
1678459,-0.054,-0.25,0.44342,-0.165
1678460,-0.05,-0.24,0.35131,-0.198
1678461,-0.05,-0.24,0.38107,-0.187
1678462,-0.053,-0.26,0.38107,-0.187
1678463,-0.056,-0.27,0.38107,-0.187
1678464,-0.043,-0.2,0.38107,-0.187
1678465,-0.045,-0.21,0.32297,-0.209
1678466,-0.052,-0.24,0.38107,-0.187
1678467,-0.058,-0.26,0.44342,-0.165
1678468,-0.057,-0.25,0.44342,-0.165
1678469,-0.058,-0.25,0.44342,-0.165
1678470,-0.052,-0.22,0.51122,-0.143
1678471,-0.055,-0.23,0.51122,-0.143
1678472,-0.062,-0.26,0.51122,-0.143
1678473,-0.073,-0.29,0.51122,-0.143
1678474,-0.078,-0.31,0.476,-0.154
1678475,-0.077,-0.31,0.51122,-0.143
1678476,-0.078,-0.32,0.51122,-0.143
1678477,-0.075,-0.31,0.51122,-0.143
1678478,-0.077,-0.32,0.51122,-0.143
1678479,-0.077,-0.32,0.51122,-0.143
1678480,-0.077,-0.32,0.51122,-0.143
1678481,-0.078,-0.32,0.51122,-0.143
1678482,-0.077,-0.31,0.51122,-0.143
1678483,-0.077,-0.31,0.51122,-0.143
1678484,-0.074,-0.3,0.51122,-0.143
1678485,-0.076,-0.3,0.51122,-0.143
1678486,-0.072,-0.29,0.51122,-0.143
1678487,-0.073,-0.29,0.51122,-0.143
1678488,-0.072,-0.28,0.51122,-0.143
1678489,-0.073,-0.28,0.44342,-0.165
1678490,-0.072,-0.27,0.38107,-0.187
1680717,-0.013,-0.05,0.91281,-0.033
1680718,-0.012,-0.05,0.91281,-0.033
1680719,-0.012,-0.05,0.91281,-0.033
1680720,-0.005,-0.02,1,-0.011
1680724,-0.005,-0.02,0.82667,-0.055
1680725,-0.01,-0.05,0.74256,-0.077
1680726,-0.012,-0.06,0.74256,-0.077
1680727,-0.015,-0.08,0.82667,-0.055
1680728,-0.016,-0.08,0.74256,-0.077
1680729,0.015,0.08,0.74256,0.077
1680730,0.017,0.09,0.74256,0.077
1680731,0.019,0.1,0.66142,0.099
1680732,0.014,0.08,0.70113,0.088
1680733,0.021,0.12,0.66142,0.099
1680734,0.025,0.14,0.66142,0.099
1680735,0.026,0.15,0.66142,0.099
1680736,0.029,0.17,0.66142,0.099
1680737,0.032,0.18,0.51122,0.143
1680738,0.022,0.12,0.78398,0.066
1680739,0.026,0.15,0.70113,0.088
1680740,0.03,0.16,0.66142,0.099
1680741,0.028,0.16,0.66142,0.099
1680742,0.034,0.2,0.66142,0.099
1680743,0.037,0.21,0.58407,0.121
1680744,0.042,0.24,0.58407,0.121
1680745,0.049,0.29,0.476,0.154
1680746,0.052,0.31,0.44342,0.165
1680747,0.058,0.34,0.41085,0.176
1680748,0.052,0.3,0.44342,0.165
1680749,0.05,0.31,0.38107,0.187
1680750,0.052,0.34,0.38107,0.187
1680751,0.052,0.34,0.35131,0.198
1680752,0.05,0.32,0.35131,0.198
1680753,0.053,0.35,0.35131,0.198
1680754,0.05,0.34,0.38107,0.187
1680755,0.047,0.29,0.44342,0.165
1680756,0.051,0.29,0.54644,0.132
1680757,0.044,0.24,0.58407,0.121
1680758,0.03,0.17,0.74256,0.077
1680759,0.018,0.11,0.74256,0.077
1680760,0.008,0.04,0.82667,0.055
1680761,0.013,0.07,1,0.011
1680762,0.023,0.12,0.91281,0.033
1680763,0.021,0.12,0.82667,0.055
1680764,0.012,0.07,0.74256,0.077
1680765,0.01,0.06,0.82667,0.055
1680766,0.001,0.01,1,0.011
1680767,-0.008,-0.05,1,-0.011
1680768,-0.013,-0.09,0.95628,-0.022
1680769,-0.068,-0.51,0.74256,-0.077
1680770,-0.07,-0.51,0.74256,-0.077
1680771,-0.058,-0.4,0.74256,-0.077
1680772,-0.075,-0.5,0.78398,-0.066
1680773,-0.077,-0.5,0.82667,-0.055
1680774,-0.079,-0.56,0.82667,-0.055
1680775,-0.084,-0.63,0.82667,-0.055
1680776,-0.088,-0.65,0.82667,-0.055
1680777,-0.092,-0.65,0.82667,-0.055
1680778,-0.092,-0.64,0.82667,-0.055
1680779,-0.092,-0.6,0.70113,-0.088
1680780,-0.088,-0.6,0.74256,-0.077
1680781,-0.089,-0.64,0.58407,-0.121
1680782,-0.081,-0.55,0.74256,-0.077
1680783,-0.082,-0.56,0.74256,-0.077
1680784,-0.082,-0.56,0.74256,-0.077
1680785,-0.083,-0.58,0.74256,-0.077
1680786,-0.085,-0.6,0.74256,-0.077
1680787,-0.084,-0.6,0.74256,-0.077
1680788,-0.083,-0.59,0.74256,-0.077
1680789,-0.084,-0.58,0.74256,-0.077
1680790,-0.088,-0.59,0.74256,-0.077
1680791,-0.073,-0.47,0.74256,-0.077
1680792,-0.063,-0.4,0.66142,-0.099
1680793,-0.062,-0.4,0.74256,-0.077
1680794,-0.057,-0.36,0.74256,-0.077
1680795,-0.048,-0.3,0.74256,-0.077
1680796,-0.038,-0.23,0.74256,-0.077
1680797,-0.04,-0.24,0.66142,-0.099
1680798,-0.06,-0.35,0.66142,-0.099
1680799,-0.044,-0.26,0.54644,-0.132
1680800,-0.05,-0.3,0.51122,-0.143
1680801,-0.067,-0.42,0.58407,-0.121
1680802,-0.043,-0.26,0.66142,-0.099
1680803,-0.047,-0.28,0.66142,-0.099
1680804,-0.048,-0.27,0.66142,-0.099
1680805,-0.047,-0.25,0.66142,-0.099
1680806,-0.049,-0.26,0.66142,-0.099
1680807,-0.02,-0.11,1,-0.011
1680808,-0.018,-0.1,1,-0.011
1680809,-0.013,-0.07,1,-0.011
1680810,-0.006,-0.04,1,-0.011
1680811,-0.006,-0.04,1,-0.011
1680812,-0.004,-0.02,1,-0.011
1680813,0,0,1,0
1680814,0.002,0.01,1,0.011
1680815,-0.02,-0.11,0.91281,-0.033
1680816,-0.018,-0.09,0.91281,-0.033
1680817,-0.02,-0.1,0.82615,-0.055
1680818,-0.028,-0.14,0.74256,-0.077
1680819,-0.038,-0.19,0.82667,-0.055
1680820,-0.033,-0.17,0.86935,-0.044
1680821,-0.032,-0.17,0.91281,-0.033
1680822,-0.008,-0.05,0.91281,-0.033
1680823,-0.002,-0.01,1,-0.011
1680824,-0.003,-0.02,0.95628,-0.022
1680825,-0.002,-0.01,0.86935,-0.044
1680826,-0.007,-0.04,0.91281,-0.033
1680827,-0.013,-0.08,1,-0.011
1680828,-0.013,-0.08,0.95628,-0.022
1680829,-0.017,-0.1,1,-0.011
1680830,-0.01,-0.06,1,-0.011
1680831,-0.01,-0.06,1,-0.011
1680832,0,0,1,0
1680833,-0.003,-0.02,0.95628,-0.022
1680834,-0.007,-0.04,1,-0.011
1680835,-0.017,-0.09,1,-0.011
1680836,-0.016,-0.09,1,-0.011
1680837,-0.012,-0.07,1,-0.011
1680838,-0.01,-0.06,1,-0.011
1680839,-0.01,-0.06,1,-0.011
1680840,-0.007,-0.04,1,-0.011
1680841,-0.003,-0.02,1,-0.011
1680842,0.001,0.01,1,0.011
1680843,0.001,0.01,0.95628,0.022
1680844,0,0,1,0.011
1680845,0,0,1,-0.011
1680846,0.003,0.02,0.86935,0.044
1680847,0.007,0.04,0.86935,0.044
1680848,0.003,0.02,0.86935,0.044
1680849,0.003,0.01,1,0.011
1680850,-0.003,-0.02,0.74181,-0.077
1680851,-0.037,-0.18,0.58407,-0.121
1680852,-0.04,-0.19,0.58407,-0.121
1680853,-0.04,-0.19,0.58407,-0.121
1680854,-0.044,-0.21,0.58407,-0.121
1680855,-0.047,-0.22,0.58407,-0.121
1680856,-0.05,-0.24,0.58407,-0.121
1680857,-0.047,-0.23,0.58407,-0.121
1680858,-0.051,-0.24,0.51122,-0.143
1680859,-0.045,-0.22,0.58407,-0.121
1680860,-0.044,-0.21,0.58407,-0.121
1680861,-0.049,-0.23,0.51122,-0.143
1680862,-0.047,-0.23,0.38107,-0.187
1680863,-0.053,-0.26,0.38107,-0.187
1680864,-0.057,-0.27,0.35131,-0.198
1680865,-0.061,-0.29,0.38107,-0.187
1680866,-0.047,-0.22,0.41085,-0.176
1680867,-0.047,-0.22,0.35131,-0.198
1680868,-0.045,-0.21,0.35131,-0.198
1680869,-0.052,-0.24,0.44342,-0.165
1680870,-0.059,-0.26,0.44342,-0.165
1680871,-0.052,-0.23,0.44342,-0.165
1680872,-0.053,-0.23,0.51122,-0.143
1680873,-0.052,-0.22,0.51122,-0.143
1680874,-0.054,-0.23,0.51122,-0.143
1680875,-0.06,-0.25,0.51122,-0.143
1680876,-0.068,-0.27,0.51122,-0.143
1680877,-0.075,-0.31,0.51122,-0.143
1680878,-0.077,-0.31,0.51122,-0.143
1680879,-0.073,-0.3,0.51122,-0.143
1680880,-0.077,-0.32,0.51122,-0.143
1680881,-0.065,-0.28,0.51122,-0.143
1680882,-0.065,-0.28,0.51122,-0.143
1680883,-0.075,-0.31,0.51122,-0.143
1680884,-0.077,-0.32,0.51122,-0.143
1680885,-0.072,-0.3,0.51122,-0.143
1680886,-0.062,-0.26,0.51122,-0.143
1680887,-0.064,-0.26,0.51122,-0.143
1680888,-0.062,-0.25,0.51122,-0.143
1680889,-0.066,-0.26,0.51122,-0.143
1680890,-0.068,-0.26,0.51122,-0.143
1680891,-0.067,-0.26,0.44342,-0.165
1680892,-0.065,-0.25,0.44342,-0.165
1683119,-0.009,-0.04,0.91281,-0.033
1683120,-0.006,-0.02,0.86935,-0.044
1683121,-0.006,-0.02,0.86935,-0.044
1683122,-0.007,-0.03,0.86935,-0.044
1683123,-0.01,-0.05,0.82667,-0.055
1683127,-0.01,-0.05,0.91281,-0.033
1683128,-0.013,-0.07,0.74256,-0.077
1683129,-0.015,-0.08,0.74256,-0.077
1683130,-0.014,-0.07,0.74256,-0.077
1683131,0.022,0.11,0.66142,0.099
1683132,0.022,0.11,0.58407,0.121
1683133,0.023,0.12,0.6217,0.11
1683134,0.024,0.12,0.58407,0.121
1683135,0.02,0.1,0.58407,0.121
1683136,0.027,0.15,0.66142,0.099
1683137,0.024,0.14,0.70113,0.088
1683138,0.031,0.18,0.66142,0.099
1683139,0.018,0.11,0.78398,0.066
1683140,0.023,0.14,0.78398,0.066
1683141,0.025,0.15,0.74256,0.077
1683142,0.027,0.15,0.70113,0.088
1683143,0.033,0.19,0.66142,0.099
1683144,0.037,0.22,0.66142,0.099
1683145,0.037,0.22,0.66142,0.099
1683146,0.044,0.27,0.58407,0.121
1683147,0.05,0.31,0.51122,0.143
1683148,0.046,0.28,0.51122,0.143
1683149,0.049,0.3,0.44342,0.165
1683150,0.053,0.32,0.38107,0.187
1683151,0.057,0.36,0.32442,0.209
1683152,0.055,0.36,0.32442,0.209
1683153,0.056,0.38,0.29754,0.22
1683154,0.06,0.39,0.29754,0.22
1683155,0.057,0.38,0.27356,0.231
1683156,0.051,0.36,0.27356,0.231
1683157,0.054,0.35,0.38107,0.187
1683158,0.05,0.28,0.6217,0.11
1683159,0.047,0.28,0.51122,0.143
1683160,0.036,0.22,0.6217,0.11
1683161,0.022,0.13,0.82667,0.055
1683162,0.01,0.06,0.78398,0.066
1683163,0.007,0.04,0.95628,0.022
1683164,0.012,0.06,1,0.011
1683165,0.004,0.02,1,0.011
1683166,0.012,0.07,0.86935,0.044
1683167,0.012,0.07,0.82667,0.055
1683168,-0.018,-0.12,0.91281,-0.033
1683169,-0.027,-0.18,0.91281,-0.033
1683170,-0.035,-0.25,0.91281,-0.033
1683171,-0.04,-0.29,0.91281,-0.033
1683172,-0.063,-0.44,0.74256,-0.077
1683173,-0.067,-0.46,0.82667,-0.055
1683174,-0.079,-0.51,0.78398,-0.066
1683175,-0.081,-0.53,0.74256,-0.077
1683176,-0.088,-0.6,0.82667,-0.055
1683177,-0.092,-0.65,0.82667,-0.055
1683178,-0.094,-0.68,0.78398,-0.066
1683179,-0.094,-0.66,0.78398,-0.066
1683180,-0.086,-0.6,0.66142,-0.099
1683181,-0.089,-0.58,0.54644,-0.132
1683182,-0.091,-0.6,0.51122,-0.143
1683183,-0.096,-0.67,0.58407,-0.121
1683184,-0.095,-0.64,0.51122,-0.143
1683185,-0.096,-0.66,0.58407,-0.121
1683186,-0.101,-0.71,0.58407,-0.121
1683187,-0.072,-0.51,0.74256,-0.077
1683188,-0.094,-0.66,0.66142,-0.099
1683189,-0.089,-0.63,0.66142,-0.099
1683190,-0.09,-0.63,0.66142,-0.099
1683191,-0.08,-0.53,0.74256,-0.077
1683192,-0.076,-0.49,0.74256,-0.077
1683193,-0.066,-0.42,0.66142,-0.099
1683194,-0.066,-0.41,0.70113,-0.088
1683195,-0.071,-0.45,0.74256,-0.077
1683196,-0.065,-0.4,0.74256,-0.077
1683197,-0.058,-0.35,0.74256,-0.077
1683198,-0.072,-0.43,0.6217,-0.11
1683199,-0.064,-0.37,0.54644,-0.132
1683200,-0.056,-0.31,0.58407,-0.121
1683201,-0.048,-0.27,0.58407,-0.121
1683202,-0.05,-0.29,0.51122,-0.143
1683203,-0.069,-0.42,0.51122,-0.143
1683204,-0.057,-0.33,0.51122,-0.143
1683205,-0.058,-0.34,0.58407,-0.121
1683206,-0.05,-0.28,0.66142,-0.099
1683207,-0.047,-0.25,0.66142,-0.099
1683208,-0.054,-0.28,0.66142,-0.099
1683209,-0.046,-0.25,0.66142,-0.099
1683210,-0.02,-0.11,1,-0.011
1683211,-0.01,-0.06,1,-0.011
1683212,-0.009,-0.05,1,-0.011
