"nie_malla_modi_id","sen_slope_tempsu","sen_slope_per_tempsu","p_value_tempsu","tau_tempsu"
1726455,-0.078,-0.32,0.51122,-0.143
1726456,-0.078,-0.32,0.51122,-0.143
1726475,0.02,0.08,0.74256,0.077
1726476,0.022,0.09,0.74256,0.077
1726477,0.03,0.13,0.66142,0.099
1726478,0.035,0.15,0.6217,0.11
1726479,0.04,0.17,0.58407,0.121
1726480,0.04,0.17,0.58407,0.121
1726481,0.033,0.14,0.66142,0.099
1726482,0.02,0.08,0.95628,0.022
1726483,0.004,0.02,1,0.011
1726484,0.005,0.02,0.95628,0.022
1726485,0.008,0.03,1,0.011
1726486,0.002,0.01,1,0.011
1726487,0.004,0.02,0.91281,0.033
1726488,0.002,0.01,1,0.011
1726489,-0.01,-0.04,1,-0.011
1726490,-0.008,-0.03,1,-0.011
1726491,-0.006,-0.02,1,-0.011
1726492,0,0,1,0
1726493,0.003,0.01,1,0.011
1726494,-0.01,-0.04,1,-0.011
1726495,-0.01,-0.04,1,-0.011
1726496,-0.007,-0.03,1,-0.011
1726497,-0.013,-0.05,1,-0.011
1726498,-0.003,-0.01,1,-0.011
1726499,-0.01,-0.04,1,-0.011
1726500,-0.007,-0.03,1,-0.011
1726501,-0.012,-0.05,0.91281,-0.033
1726502,-0.014,-0.06,0.91281,-0.033
1726503,-0.012,-0.05,0.86935,-0.044
1726504,-0.012,-0.05,0.86935,-0.044
1726505,-0.025,-0.1,0.78398,-0.066
1726506,-0.022,-0.09,0.74256,-0.077
1726507,-0.04,-0.16,0.41085,-0.176
1726508,-0.043,-0.16,0.51122,-0.143
1726509,-0.044,-0.17,0.476,-0.154
1726510,-0.043,-0.17,0.44342,-0.165
1726511,-0.046,-0.17,0.44342,-0.165
1726512,-0.046,-0.17,0.44342,-0.165
1726513,-0.048,-0.18,0.44342,-0.165
1726514,-0.04,-0.15,0.44342,-0.165
1726515,-0.043,-0.16,0.51122,-0.143
1726516,-0.038,-0.14,0.51122,-0.143
1726517,-0.04,-0.15,0.51122,-0.143
1726518,-0.036,-0.14,0.51122,-0.143
1726519,-0.038,-0.14,0.51122,-0.143
1726520,-0.04,-0.15,0.58407,-0.121
1726521,-0.037,-0.14,0.51122,-0.143
1726522,-0.038,-0.14,0.58407,-0.121
1726523,-0.037,-0.14,0.51122,-0.143
1726524,-0.036,-0.13,0.51122,-0.143
1726525,-0.037,-0.14,0.54644,-0.132
1726526,-0.035,-0.13,0.51122,-0.143
1726527,-0.034,-0.13,0.51122,-0.143
1726528,-0.035,-0.13,0.51122,-0.143
1726529,-0.033,-0.12,0.51122,-0.143
1726530,-0.038,-0.14,0.51122,-0.143
1726531,-0.04,-0.15,0.51122,-0.143
1726532,-0.044,-0.16,0.44342,-0.165
1726533,-0.043,-0.16,0.476,-0.154
1726534,-0.042,-0.15,0.51122,-0.143
1726535,-0.042,-0.15,0.44342,-0.165
1726536,-0.04,-0.14,0.44342,-0.165
1726537,-0.044,-0.16,0.41085,-0.176
1728745,-0.02,-0.08,0.82667,-0.055
1728746,-0.017,-0.07,0.86935,-0.044
1728747,-0.017,-0.07,0.82667,-0.055
1728758,0.02,0.08,0.78398,0.066
1728759,0.018,0.08,0.82667,0.055
1728760,0.02,0.09,0.82667,0.055
1728761,0.009,0.04,0.82667,0.055
1728762,0.004,0.02,1,0.011
1728763,0.003,0.01,1,0.011
1728764,-0.003,-0.01,1,-0.011
1728765,-0.006,-0.03,0.91281,-0.033
1728766,-0.01,-0.05,0.95628,-0.022
1728767,-0.01,-0.05,1,-0.011
1728768,-0.013,-0.07,0.95628,-0.022
1728769,-0.018,-0.09,0.95628,-0.022
1728770,-0.03,-0.16,0.74256,-0.077
1728771,-0.038,-0.2,0.74256,-0.077
1728772,-0.039,-0.21,0.74256,-0.077
1728773,-0.044,-0.24,0.74256,-0.077
1728774,-0.056,-0.3,0.66142,-0.099
1728775,-0.059,-0.33,0.58407,-0.121
1728776,-0.063,-0.37,0.66142,-0.099
1728777,-0.032,-0.2,0.74256,-0.077
1728778,-0.034,-0.23,0.74256,-0.077
1728779,-0.033,-0.22,0.74256,-0.077
1728780,-0.04,-0.25,0.74256,-0.077
1728781,-0.032,-0.2,0.74256,-0.077
1728782,-0.027,-0.18,0.82667,-0.055
1728783,-0.023,-0.16,0.91281,-0.033
1728784,-0.028,-0.19,0.91281,-0.033
1728785,-0.037,-0.24,0.86935,-0.044
1728786,-0.043,-0.28,0.91281,-0.033
1728787,-0.049,-0.31,0.82667,-0.055
1728788,-0.054,-0.33,0.74256,-0.077
1728789,-0.059,-0.34,0.70113,-0.088
1728790,-0.065,-0.35,0.58407,-0.121
1728791,-0.071,-0.37,0.58407,-0.121
1728792,-0.081,-0.4,0.51122,-0.143
1728793,-0.083,-0.39,0.51122,-0.143
1728794,-0.09,-0.44,0.44205,-0.165
1728795,-0.091,-0.45,0.44342,-0.165
1728796,-0.092,-0.45,0.44205,-0.165
1728797,-0.085,-0.42,0.51122,-0.143
1728798,-0.073,-0.35,0.44342,-0.165
1728799,-0.068,-0.34,0.51122,-0.143
1728800,-0.07,-0.37,0.51122,-0.143
1728801,-0.069,-0.39,0.58407,-0.121
1728802,-0.069,-0.4,0.58407,-0.121
1728803,-0.061,-0.37,0.51122,-0.143
1728804,-0.066,-0.41,0.51122,-0.143
1728805,-0.066,-0.42,0.51122,-0.143
1728806,-0.076,-0.46,0.58407,-0.121
1728807,-0.083,-0.49,0.58407,-0.121
1728808,-0.083,-0.46,0.51122,-0.143
1728809,-0.075,-0.38,0.51122,-0.143
1728810,-0.07,-0.34,0.58407,-0.121
1728811,-0.079,-0.38,0.54644,-0.132
1728812,-0.08,-0.39,0.51122,-0.143
1728813,-0.087,-0.41,0.51122,-0.143
1728814,-0.089,-0.41,0.58407,-0.121
1728815,-0.098,-0.48,0.58407,-0.121
1728816,-0.097,-0.5,0.51122,-0.143
1728817,-0.105,-0.59,0.51122,-0.143
1728818,-0.108,-0.67,0.51122,-0.143
1728819,-0.104,-0.63,0.51122,-0.143
1728820,-0.106,-0.62,0.51122,-0.143
1728821,-0.103,-0.58,0.51122,-0.143
1728822,-0.101,-0.55,0.44342,-0.165
1728823,-0.1,-0.52,0.51122,-0.143
1728824,-0.103,-0.52,0.6217,-0.11
1728825,-0.102,-0.49,0.66142,-0.099
1728826,-0.082,-0.39,0.51122,-0.143
1728827,-0.081,-0.38,0.51122,-0.143
1728828,-0.094,-0.48,0.58294,-0.121
1728829,-0.097,-0.52,0.66142,-0.099
1728830,-0.1,-0.52,0.51122,-0.143
1728831,-0.098,-0.49,0.44342,-0.165
1728832,-0.091,-0.44,0.44342,-0.165
1728833,-0.088,-0.41,0.44342,-0.165
1728834,-0.081,-0.37,0.29754,-0.22
1728835,-0.078,-0.34,0.22844,-0.253
1728836,-0.103,-0.47,0.27356,-0.231
1728837,-0.14,-0.66,0.32442,-0.209
1728838,-0.13,-0.6,0.32442,-0.209
1728839,-0.093,-0.42,0.32442,-0.209
1728840,-0.089,-0.4,0.32442,-0.209
1728841,-0.093,-0.41,0.38107,-0.187
1728842,-0.096,-0.42,0.38107,-0.187
1728843,-0.095,-0.41,0.38107,-0.187
1728844,-0.093,-0.39,0.41085,-0.176
1728845,-0.104,-0.43,0.44342,-0.165
1728846,-0.1,-0.4,0.38107,-0.187
1728847,-0.104,-0.43,0.38107,-0.187
1728848,-0.106,-0.43,0.38107,-0.187
1728849,-0.107,-0.43,0.44342,-0.165
1728850,-0.103,-0.4,0.44342,-0.165
1728851,-0.102,-0.41,0.44342,-0.165
1728852,-0.106,-0.43,0.44342,-0.165
1728853,-0.105,-0.43,0.38107,-0.187
1728854,-0.1,-0.41,0.44342,-0.165
1728855,-0.091,-0.37,0.44342,-0.165
1728856,-0.09,-0.37,0.51122,-0.143
1728857,-0.086,-0.35,0.51122,-0.143
1728858,-0.084,-0.34,0.51122,-0.143
1728876,0.01,0.04,1,0.011
1728877,0.008,0.03,1,0.011
1728878,0.01,0.04,0.95628,0.022
1728879,0.01,0.04,1,0.011
1728880,0.01,0.04,0.74256,0.077
1728881,0.008,0.03,0.95628,0.022
1728882,0.004,0.02,1,0.011
1728883,0,0,1,0
1728884,0.002,0.01,0.91281,0.033
1728885,-0.004,-0.02,0.91281,-0.033
1728886,-0.004,-0.02,0.91281,-0.033
1728887,-0.002,-0.01,0.95628,-0.022
1728888,-0.001,0,1,-0.011
1728889,-0.003,-0.01,1,-0.011
1728890,0.001,0,1,0.011
1728891,0.003,0.01,1,0.011
1728892,0.004,0.02,1,0.011
1728893,-0.007,-0.03,1,-0.011
1728894,-0.007,-0.03,1,-0.011
1728895,-0.01,-0.04,1,-0.011
1728896,-0.007,-0.03,1,-0.011
1728897,-0.007,-0.03,1,-0.011
1728898,-0.007,-0.03,1,-0.011
1728899,-0.013,-0.05,1,-0.011
1728900,-0.017,-0.07,1,-0.011
1728901,-0.013,-0.05,1,-0.011
1728902,-0.013,-0.05,1,-0.011
1728903,-0.018,-0.07,0.91281,-0.033
1728904,-0.018,-0.07,0.91281,-0.033
1728905,-0.015,-0.06,0.82667,-0.055
1728906,-0.016,-0.06,0.82667,-0.055
1728907,-0.023,-0.09,0.82667,-0.055
1728908,-0.026,-0.1,0.70113,-0.088
1728909,-0.026,-0.1,0.66142,-0.099
1728910,-0.044,-0.17,0.51122,-0.143
1728911,-0.044,-0.17,0.41085,-0.176
1728912,-0.045,-0.17,0.44342,-0.165
1728913,-0.045,-0.17,0.44342,-0.165
1728914,-0.048,-0.18,0.44342,-0.165
1728915,-0.047,-0.18,0.44342,-0.165
1728916,-0.048,-0.18,0.44342,-0.165
1728917,-0.043,-0.16,0.51122,-0.143
1728918,-0.04,-0.15,0.51122,-0.143
1728919,-0.038,-0.14,0.51122,-0.143
1728920,-0.038,-0.14,0.51122,-0.143
1728921,-0.037,-0.14,0.51122,-0.143
1728922,-0.037,-0.14,0.51122,-0.143
1728923,-0.036,-0.13,0.51122,-0.143
1728924,-0.039,-0.14,0.58407,-0.121
1728925,-0.039,-0.14,0.51122,-0.143
1728926,-0.035,-0.13,0.51122,-0.143
1728927,-0.033,-0.12,0.51122,-0.143
1728928,-0.034,-0.13,0.51122,-0.143
1728929,-0.033,-0.12,0.51122,-0.143
1728930,-0.033,-0.12,0.51122,-0.143
1728931,-0.033,-0.12,0.51122,-0.143
1728932,-0.037,-0.13,0.51122,-0.143
1728933,-0.037,-0.13,0.51122,-0.143
1728934,-0.045,-0.17,0.44342,-0.165
1728935,-0.042,-0.15,0.44342,-0.165
1728936,-0.04,-0.15,0.51122,-0.143
1728937,-0.042,-0.15,0.51122,-0.143
1728938,-0.04,-0.14,0.44342,-0.165
1728939,-0.044,-0.16,0.38107,-0.187
1728940,-0.047,-0.17,0.41085,-0.176
1731148,-0.011,-0.04,0.95628,-0.022
1731149,-0.02,-0.08,0.91281,-0.033
1731160,0.022,0.09,0.82667,0.055
1731161,0.02,0.09,0.82667,0.055
1731162,0.014,0.06,0.82667,0.055
1731163,0.005,0.02,0.82667,0.055
1731164,0.002,0.01,1,0.011
1731165,-0.001,0,1,-0.011
1731166,-0.003,-0.01,1,-0.011
1731167,-0.005,-0.02,0.91281,-0.033
1731168,-0.007,-0.03,0.91281,-0.033
1731169,-0.006,-0.03,0.82667,-0.055
1731170,-0.01,-0.05,0.82667,-0.055
1731171,-0.031,-0.15,0.74256,-0.077
1731172,-0.038,-0.19,0.74256,-0.077
1731173,-0.037,-0.19,0.74256,-0.077
1731174,-0.04,-0.21,0.74256,-0.077
1731175,-0.041,-0.22,0.74256,-0.077
1731176,-0.049,-0.28,0.6217,-0.11
1731177,-0.06,-0.34,0.58407,-0.121
1731178,-0.064,-0.38,0.66142,-0.099
1731179,-0.065,-0.41,0.66142,-0.099
1731180,-0.037,-0.24,0.74256,-0.077
1731181,-0.04,-0.25,0.70113,-0.088
1731182,-0.045,-0.27,0.70113,-0.088
1731183,-0.04,-0.25,0.74256,-0.077
1731184,-0.04,-0.27,0.74256,-0.077
1731185,-0.027,-0.19,0.91281,-0.033
1731186,-0.037,-0.24,0.82667,-0.055
1731187,-0.047,-0.29,0.82667,-0.055
1731188,-0.05,-0.3,0.82667,-0.055
1731189,-0.081,-0.48,0.51122,-0.143
1731190,-0.085,-0.52,0.51122,-0.143
1731191,-0.084,-0.49,0.476,-0.154
1731192,-0.065,-0.37,0.58407,-0.121
1731193,-0.073,-0.39,0.58407,-0.121
1731194,-0.08,-0.4,0.51122,-0.143
1731195,-0.082,-0.39,0.51122,-0.143
1731196,-0.085,-0.4,0.38107,-0.187
1731197,-0.092,-0.44,0.38107,-0.187
1731198,-0.09,-0.44,0.476,-0.154
1731199,-0.081,-0.37,0.476,-0.154
1731200,-0.075,-0.36,0.44342,-0.165
1731201,-0.07,-0.34,0.51122,-0.143
1731202,-0.065,-0.35,0.51122,-0.143
1731203,-0.07,-0.39,0.54644,-0.132
1731204,-0.065,-0.38,0.58407,-0.121
1731205,-0.061,-0.37,0.58407,-0.121
1731206,-0.063,-0.4,0.58407,-0.121
1731207,-0.059,-0.36,0.51122,-0.143
1731208,-0.084,-0.49,0.58407,-0.121
1731209,-0.082,-0.47,0.51122,-0.143
1731210,-0.083,-0.45,0.51122,-0.143
1731211,-0.074,-0.38,0.51122,-0.143
1731212,-0.072,-0.35,0.54644,-0.132
1731213,-0.078,-0.37,0.51122,-0.143
1731214,-0.081,-0.38,0.51122,-0.143
1731215,-0.083,-0.38,0.51122,-0.143
1731216,-0.091,-0.44,0.58407,-0.121
1731217,-0.093,-0.47,0.54644,-0.132
1731218,-0.096,-0.5,0.51122,-0.143
1731219,-0.106,-0.62,0.51122,-0.143
1731220,-0.102,-0.62,0.51122,-0.143
1731221,-0.103,-0.62,0.51122,-0.143
1731222,-0.105,-0.61,0.54644,-0.132
1731223,-0.1,-0.56,0.58407,-0.121
1731224,-0.098,-0.53,0.58407,-0.121
1731225,-0.099,-0.51,0.51122,-0.143
1731226,-0.1,-0.5,0.58407,-0.121
1731227,-0.076,-0.35,0.58407,-0.121
1731228,-0.07,-0.32,0.51122,-0.143
1731229,-0.083,-0.4,0.58407,-0.121
1731230,-0.092,-0.47,0.58407,-0.121
1731231,-0.097,-0.5,0.54644,-0.132
1731232,-0.099,-0.51,0.44342,-0.165
1731233,-0.097,-0.48,0.44342,-0.165
1731234,-0.09,-0.43,0.44342,-0.165
1731235,-0.085,-0.39,0.44342,-0.165
1731236,-0.082,-0.36,0.24958,-0.242
1731237,-0.08,-0.34,0.32442,-0.209
1731238,-0.12,-0.55,0.32442,-0.209
1731239,-0.15,-0.7,0.32442,-0.209
1731240,-0.11,-0.5,0.32442,-0.209
1731241,-0.089,-0.4,0.29754,-0.22
1731242,-0.086,-0.37,0.32442,-0.209
1731243,-0.087,-0.37,0.38107,-0.187
1731244,-0.09,-0.38,0.38107,-0.187
1731245,-0.098,-0.41,0.41085,-0.176
1731246,-0.097,-0.41,0.44342,-0.165
1731247,-0.107,-0.44,0.38107,-0.187
1731248,-0.098,-0.39,0.44342,-0.165
1731249,-0.106,-0.43,0.44342,-0.165
1731250,-0.106,-0.42,0.44342,-0.165
1731251,-0.104,-0.41,0.44342,-0.165
1731252,-0.103,-0.4,0.44342,-0.165
1731253,-0.105,-0.41,0.44342,-0.165
1731254,-0.1,-0.39,0.44342,-0.165
1731255,-0.109,-0.43,0.44342,-0.165
1731279,-0.004,-0.02,1,-0.011
1731280,-0.006,-0.02,1,-0.011
1731281,-0.01,-0.04,1,-0.011
1731282,0,0,1,0
1731283,0.003,0.01,0.91281,0.033
1731284,-0.006,-0.02,0.91281,-0.033
1731285,-0.028,-0.11,0.74256,-0.077
1731286,-0.027,-0.11,0.82667,-0.055
1731287,-0.025,-0.1,0.82667,-0.055
1731288,-0.031,-0.13,0.78398,-0.066
1731289,-0.031,-0.13,0.74256,-0.077
1731290,-0.021,-0.09,0.74256,-0.077
1731291,-0.014,-0.06,0.91281,-0.033
1731292,-0.009,-0.04,0.91281,-0.033
1731293,-0.003,-0.01,1,-0.011
1731294,0.002,0.01,1,0.011
1731295,0.002,0.01,1,0.011
1731296,0.007,0.03,1,0.011
1731297,-0.007,-0.03,1,-0.011
1731298,-0.003,-0.01,1,-0.011
1731299,-0.003,-0.01,1,-0.011
1731300,-0.003,-0.01,1,-0.011
1731301,-0.007,-0.03,1,-0.011
1731302,-0.007,-0.03,1,-0.011
1731303,-0.02,-0.08,1,-0.011
1731304,-0.017,-0.06,1,-0.011
1731305,-0.022,-0.09,0.91281,-0.033
1731306,-0.016,-0.06,0.91281,-0.033
1731307,-0.018,-0.07,0.82667,-0.055
1731308,-0.02,-0.08,0.82667,-0.055
1731309,-0.024,-0.09,0.82667,-0.055
1731310,-0.028,-0.11,0.66142,-0.099
1731311,-0.026,-0.1,0.66142,-0.099
1731312,-0.042,-0.16,0.476,-0.154
1731313,-0.05,-0.19,0.51122,-0.143
1731314,-0.043,-0.16,0.44342,-0.165
1731315,-0.043,-0.16,0.44342,-0.165
1731316,-0.047,-0.17,0.44342,-0.165
1731317,-0.048,-0.18,0.44342,-0.165
1731320,-0.043,-0.16,0.51122,-0.143
1731321,-0.038,-0.14,0.51122,-0.143
1731322,-0.037,-0.14,0.51122,-0.143
1731323,-0.035,-0.13,0.51122,-0.143
1731324,-0.035,-0.13,0.54644,-0.132
1731325,-0.034,-0.13,0.51122,-0.143
1731326,-0.033,-0.12,0.51122,-0.143
1731327,-0.036,-0.13,0.51122,-0.143
1731328,-0.033,-0.12,0.51122,-0.143
1731329,-0.033,-0.12,0.51122,-0.143
1731330,-0.033,-0.12,0.51122,-0.143
1731331,-0.033,-0.12,0.51122,-0.143
1731332,-0.033,-0.12,0.51122,-0.143
1731333,-0.033,-0.12,0.51122,-0.143
1731334,-0.037,-0.13,0.51122,-0.143
1731335,-0.037,-0.13,0.51122,-0.143
1731336,-0.042,-0.15,0.44342,-0.165
1731337,-0.038,-0.14,0.51122,-0.143
1731338,-0.043,-0.16,0.51122,-0.143
1731339,-0.04,-0.14,0.44342,-0.165
1731340,-0.04,-0.15,0.44342,-0.165
1731341,-0.044,-0.16,0.38107,-0.187
1731342,-0.04,-0.14,0.38107,-0.187
1733551,-0.012,-0.05,1,-0.011
1733562,0.023,0.09,0.82667,0.055
1733563,0.016,0.07,0.82667,0.055
1733564,0.01,0.04,0.82667,0.055
1733565,0.006,0.03,0.91281,0.033
1733566,0.003,0.01,1,0.011
1733567,-0.001,0,1,-0.011
1733568,-0.005,-0.02,1,-0.011
1733569,0,0,1,0
1733570,-0.002,-0.01,0.86935,-0.044
1733571,-0.021,-0.1,0.82667,-0.055
1733572,-0.025,-0.12,0.82667,-0.055
1733573,-0.035,-0.17,0.74256,-0.077
1733574,-0.037,-0.19,0.74256,-0.077
1733575,-0.039,-0.21,0.74256,-0.077
1733576,-0.042,-0.23,0.74256,-0.077
1733577,-0.049,-0.28,0.66142,-0.099
1733578,-0.056,-0.33,0.66142,-0.099
1733579,-0.06,-0.35,0.54644,-0.132
1733580,-0.064,-0.39,0.58407,-0.121
1733581,-0.072,-0.46,0.51122,-0.143
1733582,-0.08,-0.48,0.51122,-0.143
1733583,-0.05,-0.29,0.51122,-0.143
1733584,-0.048,-0.29,0.54644,-0.132
1733585,-0.043,-0.28,0.74256,-0.077
1733586,-0.043,-0.29,0.74256,-0.077
1733587,-0.033,-0.22,0.74256,-0.077
1733588,-0.043,-0.28,0.82667,-0.055
1733589,-0.047,-0.29,0.82667,-0.055
1733590,-0.079,-0.46,0.54644,-0.132
1733591,-0.078,-0.46,0.51122,-0.143
1733592,-0.084,-0.52,0.51122,-0.143
1733593,-0.085,-0.5,0.44342,-0.165
1733594,-0.085,-0.48,0.44342,-0.165
1733595,-0.085,-0.45,0.44342,-0.165
1733596,-0.075,-0.38,0.51122,-0.143
1733597,-0.083,-0.41,0.51122,-0.143
1733598,-0.081,-0.38,0.44342,-0.165
1733599,-0.086,-0.4,0.44342,-0.165
1733600,-0.082,-0.39,0.476,-0.154
1733601,-0.074,-0.34,0.51122,-0.143
1733602,-0.074,-0.36,0.44342,-0.165
1733603,-0.069,-0.35,0.51122,-0.143
1733604,-0.065,-0.35,0.51122,-0.143
1733605,-0.063,-0.35,0.51122,-0.143
1733606,-0.06,-0.35,0.58407,-0.121
1733607,-0.066,-0.4,0.58407,-0.121
1733608,-0.063,-0.38,0.58407,-0.121
1733609,-0.053,-0.31,0.58407,-0.121
1733610,-0.078,-0.43,0.51122,-0.143
1733611,-0.083,-0.45,0.51122,-0.143
1733612,-0.087,-0.46,0.51122,-0.143
1733613,-0.077,-0.4,0.51122,-0.143
1733614,-0.075,-0.38,0.51122,-0.143
1733615,-0.077,-0.36,0.51122,-0.143
1733616,-0.079,-0.36,0.51122,-0.143
1733617,-0.083,-0.38,0.51122,-0.143
1733618,-0.09,-0.44,0.58407,-0.121
1733619,-0.095,-0.5,0.51122,-0.143
1733620,-0.1,-0.55,0.51122,-0.143
1733621,-0.094,-0.54,0.58407,-0.121
1733622,-0.093,-0.55,0.58407,-0.121
1733623,-0.092,-0.54,0.58407,-0.121
1733624,-0.098,-0.56,0.58407,-0.121
1733625,-0.095,-0.52,0.58407,-0.121
1733626,-0.095,-0.5,0.58407,-0.121
1733627,-0.093,-0.47,0.58407,-0.121
1733628,-0.093,-0.46,0.66142,-0.099
1733629,-0.076,-0.36,0.476,-0.154
1733630,-0.065,-0.29,0.51122,-0.143
1733631,-0.077,-0.37,0.66142,-0.099
1733632,-0.083,-0.41,0.54644,-0.132
1733633,-0.094,-0.47,0.51122,-0.143
1733634,-0.096,-0.47,0.44342,-0.165
1733635,-0.088,-0.43,0.44342,-0.165
1733636,-0.087,-0.41,0.44342,-0.165
1733637,-0.081,-0.37,0.32442,-0.209
1733638,-0.09,-0.39,0.27356,-0.231
1733639,-0.117,-0.51,0.32442,-0.209
1733640,-0.117,-0.53,0.32442,-0.209
1733641,-0.14,-0.64,0.32442,-0.209
1733642,-0.09,-0.4,0.32442,-0.209
1733643,-0.091,-0.4,0.27356,-0.231
1733644,-0.079,-0.34,0.35131,-0.198
1733645,-0.086,-0.36,0.38107,-0.187
1733646,-0.09,-0.37,0.38107,-0.187
1733647,-0.092,-0.38,0.38107,-0.187
1733648,-0.1,-0.4,0.44342,-0.165
1733649,-0.094,-0.38,0.38107,-0.187
1733650,-0.104,-0.41,0.44342,-0.165
1733653,-0.103,-0.4,0.44342,-0.165
1733654,-0.098,-0.37,0.44342,-0.165
1733656,-0.101,-0.39,0.44342,-0.165
1733657,-0.102,-0.4,0.44342,-0.165
1733682,-0.01,-0.04,1,-0.011
1733683,-0.003,-0.01,1,-0.011
1733684,-0.001,0,0.95628,-0.022
1733685,-0.027,-0.11,0.82667,-0.055
1733686,-0.034,-0.14,0.78398,-0.066
1733687,0,0,0.9122,-0.033
1733688,-0.007,-0.03,0.95628,-0.022
1733689,-0.009,-0.04,0.95628,-0.022
1733690,-0.001,0,1,-0.011
1733691,-0.03,-0.12,0.82667,-0.055
1733692,-0.03,-0.12,0.74256,-0.077
1733693,-0.029,-0.11,0.82667,-0.055
1733694,-0.02,-0.08,0.78398,-0.066
1733695,-0.009,-0.04,0.86935,-0.044
1733696,-0.004,-0.02,0.95628,-0.022
1733697,-0.004,-0.02,1,-0.011
1733698,0.002,0.01,1,0.011
1733699,0.007,0.03,1,0.011
1733700,0.003,0.01,1,0.011
1733701,-0.003,-0.01,1,-0.011
1733702,-0.003,-0.01,1,-0.011
1733703,0,0,1,0
1733704,-0.007,-0.03,1,-0.011
1733705,0,0,1,0
1733706,-0.013,-0.05,1,-0.011
1733707,-0.018,-0.07,0.95628,-0.022
1733708,-0.016,-0.06,0.91281,-0.033
1733709,-0.022,-0.09,0.82667,-0.055
1733710,-0.022,-0.08,0.82667,-0.055
1733711,-0.026,-0.1,0.74256,-0.077
1733712,-0.032,-0.12,0.70113,-0.088
1733713,-0.028,-0.11,0.66142,-0.099
1733714,-0.026,-0.1,0.66142,-0.099
1733715,-0.042,-0.16,0.51122,-0.143
1733716,-0.044,-0.17,0.44342,-0.165
1733717,-0.044,-0.16,0.44342,-0.165
1733726,-0.035,-0.13,0.51122,-0.143
1733727,-0.034,-0.13,0.51122,-0.143
1733728,-0.033,-0.12,0.51122,-0.143
1733729,-0.033,-0.12,0.51122,-0.143
1733730,-0.033,-0.12,0.51122,-0.143
1733731,-0.032,-0.12,0.51122,-0.143
1733732,-0.031,-0.11,0.51122,-0.143
1733733,-0.033,-0.12,0.51122,-0.143
1733734,-0.033,-0.12,0.51122,-0.143
1733735,-0.037,-0.13,0.51122,-0.143
1733736,-0.035,-0.13,0.54644,-0.132
1733737,-0.037,-0.13,0.58407,-0.121
1733738,-0.038,-0.14,0.58407,-0.121
1733739,-0.042,-0.15,0.51122,-0.143
1733740,-0.04,-0.14,0.44342,-0.165
1733741,-0.042,-0.15,0.41085,-0.176
1733742,-0.042,-0.15,0.38107,-0.187
1733743,-0.04,-0.14,0.38107,-0.187
1733744,-0.037,-0.13,0.41085,-0.176
1735964,0.022,0.09,0.78398,0.066
1735965,0.018,0.08,0.82667,0.055
1735966,0.009,0.04,0.82667,0.055
1735967,0.007,0.03,1,0.011
1735968,0,0,1,0
1735969,0,0,1,0
1735970,-0.002,-0.01,1,-0.011
1735971,-0.002,-0.01,1,-0.011
1735972,-0.016,-0.07,0.82667,-0.055
1735973,-0.022,-0.1,0.78398,-0.066
1735974,-0.031,-0.15,0.82667,-0.055
1735975,-0.037,-0.19,0.74256,-0.077
1735976,-0.04,-0.21,0.74256,-0.077
1735977,-0.042,-0.23,0.74256,-0.077
1735978,-0.05,-0.29,0.66142,-0.099
1735979,-0.056,-0.33,0.66142,-0.099
1735980,-0.06,-0.37,0.58407,-0.121
1735981,-0.061,-0.39,0.51122,-0.143
1735982,-0.09,-0.56,0.51122,-0.143
1735983,-0.064,-0.38,0.51122,-0.143
1735984,-0.068,-0.39,0.51122,-0.143
1735985,-0.064,-0.37,0.51122,-0.143
1735986,-0.051,-0.31,0.51122,-0.143
1735987,-0.057,-0.37,0.66142,-0.099
1735988,-0.053,-0.36,0.74256,-0.077
1735989,-0.047,-0.31,0.70113,-0.088
1735990,-0.047,-0.29,0.70113,-0.088
1735991,-0.074,-0.43,0.58407,-0.121
1735992,-0.078,-0.44,0.58407,-0.121
1735993,-0.079,-0.46,0.51122,-0.143
1735994,-0.082,-0.49,0.51122,-0.143
1735995,-0.084,-0.49,0.51122,-0.143
1735996,-0.084,-0.47,0.44342,-0.165
1735997,-0.084,-0.45,0.44342,-0.165
1735998,-0.085,-0.44,0.44342,-0.165
1735999,-0.085,-0.43,0.51122,-0.143
1736000,-0.087,-0.42,0.51122,-0.143
1736001,-0.077,-0.35,0.476,-0.154
1736002,-0.077,-0.35,0.51122,-0.143
1736003,-0.075,-0.35,0.51122,-0.143
1736004,-0.074,-0.37,0.54644,-0.132
1736005,-0.069,-0.36,0.51122,-0.143
1736006,-0.067,-0.37,0.51122,-0.143
1736007,-0.065,-0.36,0.51122,-0.143
1736008,-0.062,-0.36,0.58407,-0.121
1736009,-0.067,-0.41,0.58407,-0.121
1736010,-0.059,-0.35,0.58407,-0.121
1736011,-0.062,-0.35,0.58407,-0.121
1736012,-0.083,-0.44,0.51122,-0.143
1736013,-0.075,-0.38,0.51122,-0.143
1736014,-0.078,-0.4,0.51122,-0.143
1736015,-0.074,-0.37,0.51122,-0.143
1736016,-0.075,-0.37,0.54644,-0.132
1736017,-0.078,-0.37,0.51122,-0.143
1736018,-0.074,-0.33,0.51122,-0.143
1736019,-0.084,-0.39,0.51122,-0.143
1736020,-0.09,-0.44,0.50995,-0.143
1736021,-0.091,-0.47,0.51122,-0.143
1736022,-0.085,-0.45,0.58407,-0.121
