"nie_malla_modi_id","sen_slope_preau","sen_slope_per_preau","p_value_preau","tau_preau"
1673636,-3.837,-1.57,0.82667,-0.055
1673637,-3.786,-1.61,0.82667,-0.055
1673638,-3.674,-1.56,0.82667,-0.055
1673639,-3.433,-1.37,0.82667,-0.055
1673640,-3.35,-1.38,0.82667,-0.055
1673641,-3.283,-1.41,0.82667,-0.055
1673642,-3.222,-1.33,0.82667,-0.055
1673643,-3.017,-1.31,0.82667,-0.055
1673644,-3.009,-1.43,0.66142,-0.099
1673645,-2.986,-1.52,0.66142,-0.099
1673646,-2.66,-1.52,0.58407,-0.121
1673647,-2.443,-1.35,0.58407,-0.121
1673648,-2.246,-1.2,0.58407,-0.121
1673649,-2.269,-1.27,0.58407,-0.121
1673650,-2.48,-1.54,0.58407,-0.121
1673651,-2.354,-1.42,0.58407,-0.121
1673652,-2.417,-1.52,0.66142,-0.099
1673653,-2.444,-1.57,0.58407,-0.121
1673654,-2.446,-1.41,0.58407,-0.121
1673655,-2.98,-1.7,0.58407,-0.121
1673656,-4.347,-2.37,0.58407,-0.121
1673657,-4.422,-2.41,0.58407,-0.121
1673658,-2.196,-1.17,0.74256,-0.077
1673659,-2.288,-1.24,0.66142,-0.099
1673660,-2.88,-1.66,0.58407,-0.121
1673661,-3.28,-1.92,0.58407,-0.121
1673662,-3.638,-2.23,0.58407,-0.121
1673663,-3.765,-2.36,0.58407,-0.121
1673664,-3.888,-2.48,0.58407,-0.121
1673665,-3.988,-2.6,0.58407,-0.121
1673666,-4.02,-2.75,0.58407,-0.121
1673667,-4.021,-2.69,0.58407,-0.121
1673668,-3.915,-2.76,0.58407,-0.121
1673669,-3.44,-2.46,0.58407,-0.121
1673670,-2.958,-2.24,0.66142,-0.099
1673671,-3.068,-2.54,0.66142,-0.099
1673672,-2.336,-1.7,0.82667,-0.055
1673673,-2.059,-1.45,0.91281,-0.033
1673674,-1.806,-1.22,0.91281,-0.033
1673675,-2.04,-1.45,0.82667,-0.055
1673676,-2.13,-1.62,0.82667,-0.055
1673677,-1.952,-1.56,0.82667,-0.055
1673678,-1.678,-1.47,0.82667,-0.055
1673679,-1.357,-1.34,0.82667,-0.055
1673680,-1.392,-1.27,0.91281,-0.033
1673681,-1.308,-1.18,1,-0.011
1673682,-1.068,-1.04,1,-0.011
1673683,-0.975,-0.96,1,-0.011
1673684,-0.923,-1.04,0.82667,-0.055
1673685,-1.11,-1.27,0.82667,-0.055
1675910,3.05,1.69,0.82667,0.055
1675911,2.079,1.12,0.74256,0.077
1675912,1.887,1.02,0.74256,0.077
1675913,2.352,1.21,0.74256,0.077
1675914,2.42,1.21,0.82667,0.055
1675915,2.567,1.26,0.74256,0.077
1675916,2.673,1.3,0.74256,0.077
1675917,1.73,0.81,0.74256,0.077
1675919,1.409,0.68,0.74256,0.077
1675920,2.584,1.11,0.74256,0.077
1675921,2.913,1.13,0.74256,0.077
1675922,2.37,0.88,0.74256,0.077
1675923,2.88,1.06,0.74256,0.077
1675924,2.619,0.94,0.82667,0.055
1675925,2.671,0.97,0.82667,0.055
1675926,2.78,1.02,0.82667,0.055
1675927,2.264,0.8,0.82667,0.055
1675928,2.842,1.06,0.74256,0.077
1675929,3.741,1.52,0.74256,0.077
1675930,2.99,1.14,0.74256,0.077
1675931,2.522,0.93,0.82667,0.055
1675932,2.764,1.04,0.74256,0.077
1675933,2.953,1.14,0.74256,0.077
1675934,2.982,1.15,0.74256,0.077
1675935,2.599,0.97,0.82667,0.055
1675936,2.624,0.99,0.74256,0.077
1675937,2.787,1.06,0.74256,0.077
1675938,2.517,0.94,0.82667,0.055
1675939,2.752,0.99,0.74256,0.077
1675940,1.33,0.49,0.74256,0.077
1675941,1.11,0.39,0.82667,0.055
1675942,0.917,0.31,1,0.011
1675943,-1.917,-0.6,0.91281,-0.033
1675944,-1.643,-0.49,0.91281,-0.033
1675945,-1.441,-0.42,0.91281,-0.033
1675946,-1.274,-0.36,0.91281,-0.033
1675947,-1.243,-0.37,0.91281,-0.033
1675948,-1.4,-0.44,0.91281,-0.033
1675949,-1.443,-0.44,0.91281,-0.033
1675950,-1.453,-0.43,0.91281,-0.033
1675951,-1.49,-0.43,0.91281,-0.033
1675952,-1.653,-0.52,0.91281,-0.033
1675953,-1.74,-0.6,0.91281,-0.033
1675954,-1.037,-0.4,0.91281,-0.033
1675955,-1.397,-0.48,0.91281,-0.033
1675956,-0.992,-0.38,0.91281,-0.033
1675957,-0.947,-0.37,0.91281,-0.033
1675958,-1.403,-0.48,0.91281,-0.033
1675959,-1.705,-0.55,0.91281,-0.033
1675960,-1.985,-0.6,1,-0.011
1675961,-2.193,-0.63,1,-0.011
1675962,-2.287,-0.62,1,-0.011
1675963,-2.24,-0.59,1,-0.011
1675964,-2.23,-0.58,1,-0.011
1675965,-2.183,-0.56,1,-0.011
1675966,-2.207,-0.57,1,-0.011
1675967,-2.207,-0.59,1,-0.011
1675968,-2.22,-0.6,1,-0.011
1675969,-2.242,-0.63,0.91281,-0.033
1675970,-2.207,-0.61,0.91281,-0.033
1675971,-2.15,-0.56,1,-0.011
1675972,-1.533,-0.43,1,-0.011
1675973,-1.563,-0.45,1,-0.011
1675974,-1.577,-0.47,1,-0.011
1675975,-1.633,-0.51,1,-0.011
1675976,-1.61,-0.5,1,-0.011
1675977,-1.55,-0.46,1,-0.011
1675978,-1.293,-0.4,1,-0.011
1675979,-1.62,-0.52,0.91281,-0.033
1675980,-1.613,-0.53,0.91281,-0.033
1675981,-1.627,-0.55,1,-0.011
1675982,-1.103,-0.39,1,-0.011
1675983,-1.053,-0.38,1,-0.011
1675984,-0.98,-0.35,1,-0.011
1675985,-0.87,-0.3,1,-0.011
1675986,-0.753,-0.26,0.82667,-0.055
1675987,-0.954,-0.35,0.91281,-0.033
1675988,-0.873,-0.32,0.91281,-0.033
1675989,-0.713,-0.26,0.82667,-0.055
1675990,-0.79,-0.28,0.82667,-0.055
1675991,-0.803,-0.29,0.82667,-0.055
1675992,-1.492,-0.56,0.82667,-0.055
1675993,-1.277,-0.48,0.82667,-0.055
1675994,-1.118,-0.42,0.82667,-0.055
1675995,-0.957,-0.36,0.82667,-0.055
1675996,-0.773,-0.3,0.82667,-0.055
1675997,-1.048,-0.4,0.82667,-0.055
1675998,-1.115,-0.41,0.91281,-0.033
1675999,-0.913,-0.34,0.91281,-0.033
1676000,-0.653,-0.25,0.91281,-0.033
1676001,-0.398,-0.16,0.91281,-0.033
1676002,-0.445,-0.18,0.91281,-0.033
1676003,-0.427,-0.17,0.91281,-0.033
1676004,-0.193,-0.08,0.91281,-0.033
1676005,-0.018,-0.01,1,-0.011
1676006,0.078,0.03,1,0.011
1676007,0.002,0,1,0.011
1676008,-0.267,-0.11,1,-0.011
1676009,-0.263,-0.11,0.91281,-0.033
1676010,-0.23,-0.1,0.91281,-0.033
1676011,-0.42,-0.17,0.91281,-0.033
1676012,-0.447,-0.19,1,-0.011
1676013,-0.576,-0.24,1,-0.011
1676014,-0.46,-0.19,1,-0.011
1676015,0.129,0.06,1,0.011
1676016,0.178,0.08,1,0.011
1676017,-0.086,-0.04,0.91281,-0.033
1676018,-1.603,-0.6,0.66142,-0.099
1676019,-1.801,-0.63,0.66142,-0.099
1676020,-2.378,-0.82,0.66142,-0.099
1676021,-2.96,-1.01,0.66142,-0.099
1676022,-2.381,-0.82,0.74256,-0.077
1676023,-2.586,-0.97,0.66142,-0.099
1676024,-2.441,-0.91,0.66142,-0.099
1676025,-2.641,-0.99,0.82667,-0.055
1676026,-2.873,-1.09,0.82667,-0.055
1676027,-3.031,-1.14,0.82667,-0.055
1676028,-3.179,-1.17,0.82667,-0.055
1676029,-3.323,-1.23,0.82667,-0.055
1676030,-4.07,-1.42,0.82667,-0.055
1676031,-4.116,-1.47,0.82667,-0.055
1676032,-4.167,-1.53,0.82667,-0.055
1676033,-3.998,-1.53,0.82667,-0.055
1676034,-4.17,-1.56,0.82667,-0.055
1676035,-3.564,-1.4,0.82667,-0.055
1676036,-3.116,-1.26,0.74256,-0.077
1676037,-4.037,-1.53,0.82667,-0.055
1676038,-3.974,-1.53,0.82667,-0.055
1676039,-3.89,-1.51,0.82667,-0.055
1676040,-3.83,-1.54,0.82667,-0.055
1676041,-3.634,-1.4,0.82667,-0.055
1676042,-3.551,-1.41,0.82667,-0.055
1676043,-3.39,-1.33,0.82667,-0.055
1676044,-3.372,-1.33,0.82667,-0.055
1676045,-3.231,-1.37,0.82667,-0.055
1676046,-3.251,-1.53,0.74256,-0.077
1676047,-3.131,-1.48,0.74256,-0.077
1676048,-2.921,-1.47,0.51122,-0.143
1676049,-2.55,-1.21,0.51122,-0.143
1676050,-2.31,-1.14,0.51122,-0.143
1676051,-2.783,-1.54,0.51122,-0.143
1676052,-2.313,-1.29,0.51122,-0.143
1676053,-2.9,-1.5,0.58407,-0.121
1676054,-2.286,-1.32,0.58407,-0.121
1676055,-2.484,-1.54,0.51122,-0.143
1676056,-3.31,-1.85,0.58407,-0.121
1676057,-3.8,-2.03,0.58407,-0.121
1676058,-3.51,-1.77,0.58407,-0.121
1676059,-3.77,-1.86,0.66142,-0.099
1676060,-2.323,-1.17,0.74256,-0.077
1676061,-2.407,-1.24,0.74256,-0.077
1676062,-2.518,-1.34,0.74256,-0.077
1676063,-2.67,-1.53,0.58407,-0.121
1676064,-2.727,-1.56,0.58407,-0.121
1676065,-3.95,-2.37,0.58407,-0.121
1676066,-4.562,-2.95,0.58407,-0.121
1676067,-4.473,-2.98,0.58407,-0.121
1676068,-4.267,-3,0.58407,-0.121
1676069,-4.233,-3.01,0.58407,-0.121
1676070,-4.25,-3.1,0.58407,-0.121
1676071,-3.505,-2.64,0.58407,-0.121
1676072,-3.128,-2.4,0.66142,-0.099
1676073,-3.081,-2.36,0.74256,-0.077
1676074,-2.672,-2.04,0.74256,-0.077
1676075,-2.203,-1.58,0.82667,-0.055
1676076,-1.903,-1.31,0.91281,-0.033
1676077,-1.817,-1.24,0.91281,-0.033
1676078,-1.781,-1.28,0.82667,-0.055
1676079,-2.03,-1.61,0.82667,-0.055
1676080,-1.82,-1.53,0.82667,-0.055
1676081,-1.683,-1.44,0.82667,-0.055
1676082,-1.622,-1.37,0.91281,-0.033
1676083,-1.527,-1.28,1,-0.011
1676084,-1.188,-1.13,1,-0.011
1676085,-1.047,-1.03,1,-0.011
1676086,-0.837,-0.9,0.91281,-0.033
1676087,-0.873,-0.92,0.91281,-0.033
1676088,-1.276,-1.54,0.74256,-0.077
1678314,2.29,1.22,0.91281,0.033
1678315,2.251,1.13,0.74256,0.077
1678316,2.283,1.14,0.74256,0.077
1678317,2.33,1.13,0.91281,0.033
1678318,2.087,0.96,0.74256,0.077
1678319,1.949,0.9,0.74256,0.077
1678322,2.166,0.94,0.74256,0.077
1678323,2.52,0.99,0.74256,0.077
1678324,2.41,0.9,0.74256,0.077
1678325,2.433,0.9,0.74256,0.077
1678326,2.443,0.88,0.82667,0.055
1678327,2.222,0.79,0.82667,0.055
1678328,2.414,0.88,0.82667,0.055
1678329,2.406,0.88,0.82667,0.055
1678330,2.677,1.01,0.74256,0.077
1678331,2.856,1.1,0.74256,0.077
1678332,2.496,0.94,0.74256,0.077
1678333,1.757,0.62,0.74256,0.077
1678334,1.858,0.66,0.74256,0.077
1678335,2.117,0.77,0.74256,0.077
1678336,2.1,0.77,0.74256,0.077
1678337,1.787,0.64,0.74256,0.077
1678338,2.013,0.73,0.74256,0.077
1678339,1.77,0.62,0.74256,0.077
1678340,1.773,0.61,0.74256,0.077
1678341,1.433,0.47,0.91281,0.033
1678342,1.563,0.55,0.82667,0.055
1678343,1.387,0.48,0.91281,0.033
1678344,-1.773,-0.58,0.91281,-0.033
1678345,-1.934,-0.61,0.91281,-0.033
1678346,-1.701,-0.52,0.91281,-0.033
1678347,-1.433,-0.42,0.91281,-0.033
1678348,-1.194,-0.33,0.91281,-0.033
1678349,-1.233,-0.35,0.91281,-0.033
1678350,-1.38,-0.41,0.91281,-0.033
1678351,-1.407,-0.41,0.91281,-0.033
1678352,-1.457,-0.42,0.91281,-0.033
1678353,-1.557,-0.46,0.91281,-0.033
1678354,-1.707,-0.54,0.91281,-0.033
1678355,-1.777,-0.63,0.91281,-0.033
1678356,-1.368,-0.48,0.91281,-0.033
1678357,-1.622,-0.53,1,-0.011
1678358,-1.247,-0.45,0.91281,-0.033
1678359,-0.832,-0.33,0.91281,-0.033
1678360,-1.032,-0.39,0.91281,-0.033
1678361,-1.513,-0.51,0.91281,-0.033
1678362,-1.71,-0.55,0.91281,-0.033
1678363,-2.077,-0.61,1,-0.011
1678364,-2.223,-0.64,1,-0.011
1678365,-2.29,-0.63,1,-0.011
1678366,-2.237,-0.6,1,-0.011
1678367,-2.187,-0.56,1,-0.011
1678368,-2.207,-0.59,1,-0.011
1678369,-2.237,-0.62,1,-0.011
1678370,-2.165,-0.62,0.91281,-0.033
1678371,-2.063,-0.6,0.91281,-0.033
1678372,-2.197,-0.6,0.91281,-0.033
1678373,-2.14,-0.56,1,-0.011
1678374,-2.14,-0.57,1,-0.011
1678375,-1.643,-0.48,1,-0.011
1678376,-1.683,-0.52,1,-0.011
1678377,-1.587,-0.49,1,-0.011
1678378,-1.297,-0.4,1,-0.011
1678379,-1.66,-0.5,1,-0.011
1678380,-1.58,-0.48,1,-0.011
1678381,-1.533,-0.46,1,-0.011
1678382,-1.25,-0.38,1,-0.011
1678383,-1.06,-0.33,0.91281,-0.033
1678384,-1.127,-0.36,0.91281,-0.033
1678385,-1.047,-0.34,0.91281,-0.033
1678386,-0.97,-0.31,0.91281,-0.033
1678387,-0.897,-0.29,0.91281,-0.033
1678388,-0.987,-0.32,0.91281,-0.033
1678389,-0.843,-0.28,0.91281,-0.033
1678390,-0.833,-0.28,0.82667,-0.055
1678391,-1.137,-0.39,0.82667,-0.055
1678392,-1.524,-0.51,0.82667,-0.055
1678393,-1.643,-0.56,0.82667,-0.055
1678394,-1.51,-0.53,0.82667,-0.055
1678395,-1.72,-0.61,0.74256,-0.077
1678396,-1.5,-0.54,0.82667,-0.055
1678397,-1.813,-0.65,0.82667,-0.055
1678398,-1.888,-0.67,0.91281,-0.033
1678399,-1.667,-0.59,0.91281,-0.033
1678400,-1.765,-0.6,0.91281,-0.033
1678401,-1.363,-0.49,0.91281,-0.033
1678402,-0.922,-0.35,0.91281,-0.033
1678403,-0.517,-0.21,0.91281,-0.033
1678404,-0.492,-0.2,0.91281,-0.033
1678405,-0.617,-0.24,0.91281,-0.033
1678406,-0.707,-0.27,0.91281,-0.033
1678407,-0.585,-0.22,0.91281,-0.033
1678408,-0.525,-0.2,0.91281,-0.033
1678409,-0.417,-0.16,0.91281,-0.033
1678410,-1.183,-0.46,0.91281,-0.033
1678411,-1.39,-0.53,0.91281,-0.033
1678412,-1.213,-0.46,0.91281,-0.033
1678413,-0.633,-0.25,0.91281,-0.033
1678414,-0.32,-0.14,1,-0.011
1678415,0.001,0,1,0.011
1678416,0.051,0.02,1,0.011
1678417,0.13,0.06,1,0.011
1678418,0.064,0.03,1,0.011
1678419,-1.42,-0.57,0.66142,-0.099
1678420,-1.793,-0.68,0.66142,-0.099
1678421,-2.326,-0.81,0.66142,-0.099
1678422,-2.906,-0.95,0.66142,-0.099
1678423,-3.295,-1.09,0.66142,-0.099
1678424,-2.86,-0.95,0.66142,-0.099
1678425,-2.739,-0.91,0.74256,-0.077
1678426,-2.763,-0.93,0.74256,-0.077
1678427,-3.039,-1.05,0.74256,-0.077
1678428,-3.321,-1.2,0.82667,-0.055
1678429,-3.264,-1.21,0.82667,-0.055
1678430,-3.416,-1.26,0.82667,-0.055
1678431,-4.167,-1.43,0.82667,-0.055
1678432,-4.191,-1.44,0.82667,-0.055
1678433,-4.224,-1.47,0.82667,-0.055
1678434,-4.217,-1.45,0.82667,-0.055
1678435,-4.24,-1.48,0.82667,-0.055
1678436,-4.214,-1.46,0.82667,-0.055
1678437,-4.25,-1.52,0.82667,-0.055
1678438,-4.247,-1.56,0.82667,-0.055
1678439,-4.164,-1.51,0.82667,-0.055
1678440,-4.044,-1.43,0.82667,-0.055
1678441,-3.967,-1.42,0.82667,-0.055
1678442,-3.906,-1.43,0.82667,-0.055
1678443,-3.879,-1.33,0.74256,-0.077
1678444,-3.621,-1.31,0.74256,-0.077
1678445,-3.848,-1.37,0.74256,-0.077
1678446,-3.437,-1.32,0.82667,-0.055
1678447,-3.473,-1.48,0.82667,-0.055
1678448,-3.36,-1.46,0.82667,-0.055
1678449,-3.239,-1.42,0.82667,-0.055
1678450,-2.897,-1.36,0.58407,-0.121
1678451,-3.205,-1.44,0.58407,-0.121
1678452,-2.36,-1.17,0.51122,-0.143
1678453,-2.735,-1.41,0.51122,-0.143
1678454,-2.729,-1.35,0.51122,-0.143
1678455,-3.043,-1.46,0.66142,-0.099
1678456,-3.18,-1.65,0.58407,-0.121
1678457,-2.921,-1.51,0.58407,-0.121
1678458,-3.039,-1.58,0.58407,-0.121
1678459,-3.419,-1.71,0.58407,-0.121
1678460,-3.796,-1.84,0.66142,-0.099
1678461,-4.273,-1.98,0.66142,-0.099
1678462,-4.368,-2.03,0.66142,-0.099
1678463,-2.547,-1.25,0.74256,-0.077
1678464,-2.693,-1.41,0.74256,-0.077
1678465,-2.743,-1.42,0.74256,-0.077
1678466,-2.858,-1.56,0.66142,-0.099
1678467,-2.963,-1.69,0.58407,-0.121
1678468,-3.93,-2.36,0.58407,-0.121
1678469,-4.756,-3.02,0.58407,-0.121
1678470,-4.527,-3.03,0.58407,-0.121
1678471,-4.257,-3.05,0.58407,-0.121
1678472,-4.257,-3.1,0.58407,-0.121
1678473,-4.168,-3.14,0.58407,-0.121
1678474,-3.261,-2.4,0.74256,-0.077
1678475,-3.173,-2.39,0.74256,-0.077
1678476,-2.792,-2,0.74256,-0.077
1678477,-2.34,-1.65,0.91281,-0.033
1678478,-1.976,-1.37,0.91281,-0.033
1678479,-1.77,-1.19,0.91281,-0.033
1678480,-1.823,-1.25,0.91281,-0.033
1678481,-1.539,-1.11,0.82667,-0.055
1678482,-2.07,-1.61,0.82667,-0.055
1678483,-1.997,-1.55,0.82667,-0.055
1678484,-1.92,-1.48,0.91281,-0.033
1678485,-1.75,-1.4,1,-0.011
1678486,-1.563,-1.31,1,-0.011
1678487,-1.383,-1.22,1,-0.011
1678488,-1.217,-1.14,1,-0.011
1678489,-1.035,-1.07,0.91281,-0.033
1678490,-1.23,-1.44,0.82667,-0.055
1680717,1.777,0.9,0.91281,0.033
1680718,2.267,1.12,0.91281,0.033
1680719,2.033,0.95,0.82667,0.055
1680720,1.08,0.49,0.66142,0.099
1680724,1.707,0.76,0.66142,0.099
1680725,2.65,1.09,0.74256,0.077
1680726,2.647,1.05,0.74256,0.077
1680727,2.553,0.98,0.74256,0.077
1680728,2.6,0.98,0.74256,0.077
1680729,2.718,1.04,0.74256,0.077
1680730,2.756,1.06,0.74256,0.077
1680731,2.632,1.01,0.74256,0.077
1680732,2.041,0.75,0.66142,0.099
1680733,1.681,0.6,0.74256,0.077
1680734,1.71,0.61,0.74256,0.077
1680735,1.617,0.56,0.74256,0.077
1680736,1.623,0.56,0.74256,0.077
1680737,1.643,0.56,0.82667,0.055
1680738,1.683,0.56,0.82667,0.055
1680739,1.65,0.56,0.82667,0.055
1680740,1.62,0.57,0.74256,0.077
1680741,1.713,0.58,0.82667,0.055
1680742,1.504,0.47,0.91281,0.033
1680743,1.629,0.51,0.91281,0.033
1680744,-0.627,-0.2,1,-0.011
1680745,-0.737,-0.23,0.91281,-0.033
1680746,-2.106,-0.67,0.91281,-0.033
1680747,-1.88,-0.58,0.91281,-0.033
1680748,-1.656,-0.51,0.91281,-0.033
1680749,-1.39,-0.41,0.91281,-0.033
1680750,-1.137,-0.32,0.91281,-0.033
1680751,-1.22,-0.34,0.91281,-0.033
1680752,-1.36,-0.39,0.91281,-0.033
1680753,-1.393,-0.39,0.91281,-0.033
1680754,-1.437,-0.39,0.91281,-0.033
1680755,-1.603,-0.47,0.91281,-0.033
1680756,-1.773,-0.58,0.91281,-0.033
1680757,-1.81,-0.6,0.91281,-0.033
1680758,-1.683,-0.55,1,-0.011
1680759,-1.738,-0.56,1,-0.011
1680760,-1.383,-0.48,0.91281,-0.033
1680761,-0.955,-0.37,0.91281,-0.033
1680762,-1.035,-0.39,0.91281,-0.033
1680763,-1.387,-0.48,0.91281,-0.033
1680764,-1.83,-0.57,1,-0.011
1680765,-1.858,-0.57,0.91281,-0.033
1680766,-2.023,-0.6,1,-0.011
1680767,-2.248,-0.64,1,-0.011
1680768,-2.263,-0.62,1,-0.011
1680769,-2.193,-0.57,1,-0.011
1680770,-2.223,-0.6,1,-0.011
1680771,-2.243,-0.62,1,-0.011
1680772,-2.107,-0.61,0.91281,-0.033
1680773,-2.038,-0.6,0.91281,-0.033
1680774,-2.19,-0.61,0.91281,-0.033
1680775,-2.147,-0.57,0.91281,-0.033
1680776,-2.147,-0.58,0.91281,-0.033
1680777,-2.173,-0.61,0.91281,-0.033
1680778,-1.271,-0.37,1,-0.011
1680779,-1.363,-0.42,1,-0.011
1680780,-1.163,-0.36,1,-0.011
1680781,-1.707,-0.5,1,-0.011
1680782,-1.037,-0.32,1,-0.011
1680783,-1.043,-0.32,1,-0.011
1680784,-0.997,-0.3,1,-0.011
1680785,-1.397,-0.41,1,-0.011
1680786,-0.243,-0.07,1,-0.011
1680787,-0.211,-0.06,1,-0.011
1680788,-1.49,-0.45,0.91281,-0.033
1680789,-1.277,-0.4,0.91281,-0.033
1680790,-0.99,-0.32,0.91281,-0.033
1680791,-0.873,-0.29,0.91281,-0.033
1680792,-0.8,-0.27,0.91281,-0.033
1680793,-1.41,-0.47,0.82667,-0.055
1680794,-1.303,-0.44,0.82667,-0.055
1680795,-1.383,-0.47,0.82667,-0.055
1680796,-1.163,-0.41,0.82667,-0.055
1680797,-0.86,-0.31,0.74256,-0.077
1680798,-1.659,-0.62,0.74256,-0.077
1680799,-1.519,-0.56,0.74256,-0.077
1680800,-1.973,-0.7,0.82667,-0.055
1680801,-2.22,-0.75,0.91281,-0.033
1680802,-1.817,-0.64,0.91281,-0.033
1680803,-1.595,-0.57,0.91281,-0.033
1680804,-1.043,-0.41,0.82667,-0.055
1680805,-0.65,-0.27,0.82667,-0.055
1680806,-0.517,-0.22,0.82667,-0.055
1680807,-0.685,-0.27,0.91281,-0.033
1680808,-0.815,-0.31,0.91281,-0.033
1680809,-1.052,-0.38,0.91281,-0.033
1680810,-1.028,-0.37,0.91281,-0.033
1680811,-0.683,-0.26,0.91281,-0.033
1680812,-0.76,-0.3,0.91281,-0.033
1680813,-0.537,-0.21,0.91281,-0.033
1680814,-1.02,-0.39,0.91281,-0.033
1680815,-0.805,-0.32,0.91281,-0.033
1680816,-0.391,-0.17,1,-0.011
1680817,0.227,0.11,1,0.011
1680818,0.28,0.14,0.91281,0.033
1680819,0.019,0.01,1,0.011
1680820,-1.556,-0.68,0.74256,-0.077
1680821,-1.836,-0.75,0.66142,-0.099
1680822,-1.757,-0.66,0.66142,-0.099
1680823,-2.897,-0.99,0.66142,-0.099
1680824,-2.775,-0.94,0.66142,-0.099
1680825,-2.359,-0.83,0.74256,-0.077
1680826,-2.569,-0.89,0.74256,-0.077
1680827,-2.739,-0.92,0.74256,-0.077
1680828,-2.999,-1.02,0.74256,-0.077
1680829,-3.304,-1.18,0.82667,-0.055
1680830,-3.586,-1.33,0.82667,-0.055
1680831,-3.746,-1.37,0.82667,-0.055
1680832,-3.924,-1.43,0.82667,-0.055
1680833,-4.389,-1.57,0.74256,-0.077
1680834,-3.684,-1.35,0.74256,-0.077
1680835,-3.754,-1.37,0.74256,-0.077
1680836,-4.148,-1.48,0.74256,-0.077
1680837,-4.386,-1.49,0.82667,-0.055
1680838,-3.452,-1.12,0.74256,-0.077
1680839,-3.392,-1.12,0.74256,-0.077
1680840,-4.04,-1.35,0.74256,-0.077
1680841,-3.502,-1.14,0.74256,-0.077
1680842,-4.141,-1.37,0.74256,-0.077
1680843,-4.06,-1.34,0.74256,-0.077
1680844,-3.927,-1.28,0.74256,-0.077
1680845,-3.991,-1.31,0.74256,-0.077
1680846,-4.183,-1.38,0.74256,-0.077
1680847,-4.241,-1.42,0.74256,-0.077
1680848,-4.056,-1.41,0.74256,-0.077
1680849,-3.486,-1.31,0.82667,-0.055
1680850,-3.411,-1.33,0.82667,-0.055
1680851,-3.363,-1.39,0.82667,-0.055
1680852,-3.247,-1.36,0.82667,-0.055
1680853,-3.736,-1.64,0.58407,-0.121
1680854,-3.455,-1.59,0.58407,-0.121
1680855,-3.214,-1.53,0.58407,-0.121
1680856,-3.03,-1.44,0.58407,-0.121
1680857,-2.863,-1.27,0.66142,-0.099
1680858,-3.05,-1.49,0.66142,-0.099
1680859,-3.613,-1.62,0.66142,-0.099
1680860,-3.918,-1.79,0.66142,-0.099
1680861,-3.781,-1.8,0.66142,-0.099
1680862,-4.128,-1.92,0.66142,-0.099
1680863,-4.32,-2,0.66142,-0.099
1680864,-4.26,-2.02,0.66142,-0.099
1680865,-2.738,-1.35,0.74256,-0.077
1680866,-2.772,-1.34,0.74256,-0.077
1680867,-2.856,-1.41,0.74256,-0.077
1680868,-2.988,-1.55,0.74256,-0.077
1680869,-3.113,-1.71,0.66142,-0.099
1680870,-3.224,-1.86,0.58407,-0.121
1680871,-4.917,-3.04,0.58407,-0.121
1680872,-4.777,-3.09,0.58407,-0.121
1680873,-4.78,-3.16,0.58407,-0.121
1680874,-4.509,-3.11,0.58407,-0.121
1680875,-3.056,-2.12,0.74256,-0.077
1680876,-3.331,-2.4,0.74256,-0.077
1680877,-2.924,-2.1,0.74256,-0.077
1680878,-2.845,-2.07,0.74256,-0.077
1680879,-2.587,-1.79,0.82667,-0.055
1680880,-2.132,-1.46,0.91281,-0.033
1680881,-1.461,-0.93,0.82667,-0.055
1680882,-1.067,-0.68,0.82667,-0.055
1680883,-1.52,-1.03,0.91281,-0.033
1680884,-1.34,-0.95,0.91281,-0.033
1680885,-0.806,-0.57,0.91281,-0.033
1680886,-0.396,-0.28,0.91281,-0.033
1680887,-2.057,-1.53,0.91281,-0.033
1680888,-1.875,-1.47,1,-0.011
1680889,-1.678,-1.4,1,-0.011
1680890,-1.462,-1.35,1,-0.011
1680891,-1.357,-1.33,1,-0.011
1680892,-1.258,-1.36,0.74256,-0.077
1683119,1.493,0.75,0.91281,0.033
1683120,2.16,1.03,0.82667,0.055
1683121,1.065,0.5,0.82667,0.055
1683122,1.253,0.57,0.91281,0.033
1683123,1.585,0.72,0.82667,0.055
1683127,3.547,1.61,0.66142,0.099
1683128,2.463,1,0.74256,0.077
1683129,2.38,0.93,0.74256,0.077
1683130,3.142,1.26,0.74256,0.077
1683131,3.283,1.35,0.74256,0.077
1683132,3.046,1.24,0.66142,0.099
1683133,2.09,0.83,0.66142,0.099
1683134,1.61,0.63,0.66142,0.099
1683135,2.145,0.82,0.74256,0.077
1683136,1.576,0.57,0.82667,0.055
1683137,1.42,0.5,0.82667,0.055
1683138,1.527,0.52,0.82667,0.055
1683139,1.567,0.52,0.82667,0.055
1683140,1.343,0.43,0.82667,0.055
1683141,1.633,0.53,0.82667,0.055
1683142,1.567,0.53,0.82667,0.055
1683143,1.667,0.55,0.82667,0.055
1683144,1.06,0.32,0.91281,0.033
1683145,1.017,0.3,0.91281,0.033
1683146,-0.55,-0.17,1,-0.011
1683147,-2.05,-0.61,0.91281,-0.033
1683148,-1.957,-0.58,0.91281,-0.033
1683149,-1.734,-0.51,0.91281,-0.033
1683150,-1.604,-0.49,0.91281,-0.033
1683151,-1.294,-0.37,0.91281,-0.033
1683152,-1.14,-0.31,0.91281,-0.033
1683153,-1.227,-0.33,0.91281,-0.033
